"cluster_id","name","kind","k","n_studies","homog","top_theme","name_ok","cls","role"
"group_L0_012903ed","Breast Neoplasms","disease_vs_normal",3,3,NA,"wt",TRUE,"OMOGENEO+ben_nominato","canary"
"group_L0_017bc60a","Carcinoma, Hepatocellular","disease_vs_normal",3,3,NA,"wt",TRUE,"OMOGENEO+ben_nominato","canary"
"group_L0_01b21b66",NA,"small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_01ff7155",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_02317875",NA,"genetic_knockdown",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_02f7756b",NA,"environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_032f5f53","idarubicin","small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_034a1ad5",NA,"pathogen_or_aggregate_exposure",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_036bccb9",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_03830837",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_03989165",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_041593e6",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_0429fc66","pevonedistat","small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_04587b82","Young serum","environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_047cd974","breast cancer cell","disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_049f6242",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_04a0706b",NA,"small_molecule",5,5,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_04a7672b","pancreatic ductal adenocarcinoma","disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_04b156cf",NA,"genetic_knockdown",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_04ccbc2d","lavandulyl diphosphate","small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_052ca53e","LARP7","genetic_knockout",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_056dfa2c",NA,"genetic_knockdown",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_05ca8d7e","tumor biopsy","disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_061d9c27","HOXA","genetic_overexpression",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_07526a35","Old serum","environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_07864c39","IFNG","cytokine_stim",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_09015fc7","Breast Neoplasms","disease_vs_normal",12,12,NA,"wt",TRUE,"OMOGENEO+ben_nominato","canary"
"group_L0_09100430","hcc","disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_0986e03f","DOVITINIB","small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_09cdb116",NA,"genetic_knockdown",4,4,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_09d79273","sars-cov-2","pathogen_or_aggregate_exposure",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_0b02926f",NA,"small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_0b560a9a",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_0b67e04d","carnitine","pathogen_or_aggregate_exposure",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_0b6a1f77",NA,"environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_0c1e9e6a","kw2449","small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_0c316b6d",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_0cd68565","albuterol","small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_0d89c433",NA,"genetic_knockdown",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_0e0e516d","glioblastoma grade iv","disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_0e842031",NA,"disease_vs_normal",4,4,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_10297be0",NA,"pathogen_or_aggregate_exposure",5,5,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1075f742",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_10bf2720","Contact_Pulmonary","environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_12c5db35",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_12ea3ec0",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_12f7ac3f",NA,"environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_133576fb",NA,"genetic_knockdown",5,5,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_134b11c0","breast cancer cell line","disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_13ea76ad",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_14084fdc",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_147d2c4b",NA,"disease_vs_normal",14,14,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_14b8bf5b","Hepatitis B virus","pathogen_or_aggregate_exposure",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_14e5c60b",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_15137e39","acridone","small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_153d6b40","breast cancer cells","disease_vs_normal",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_15754c00","GATA1","genetic_overexpression",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_15e1435c",NA,"disease_vs_normal",6,6,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_162d63bc",NA,"genetic_knockdown",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_16a0ed16","carnitine","pathogen_or_aggregate_exposure",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_16eeef3f",NA,"environmental",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_17233541",NA,"small_molecule",4,4,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_172d39ef","dT8","small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_17372b4f",NA,"genetic_knockdown",4,4,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1786eac5","sars-cov-2","pathogen_or_aggregate_exposure",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1787e8fd","10um of 1-so","small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_17952e85","primary colon cancer cell","disease_vs_normal",4,4,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_17c085f2",NA,"disease_vs_normal",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1950749d",NA,"disease_vs_normal",4,4,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_19bbf4c8","N-ethyl-2-[(2R,3R,6S)-3-[(4-fluorophenyl)sulfonylamino]-2-(hydroxymethyl)-3,6-dihydro-2H-pyran-6-yl]acetamide","small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1a23a18e","Young serum","environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1aa47912",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1ab5e10c",NA,"disease_vs_normal",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1ab6be90","colon cancer cell line","disease_vs_normal",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1ae0e02c",NA,"genetic_knockdown",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1b5c5b9b",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1b750cd4",NA,"small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1c2d1cdc",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1c5a0c08","TERC","genetic_overexpression",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1c72fc74",NA,"disease_vs_normal",4,4,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1cf02e8d","Prostatic Neoplasms","disease_vs_normal",3,3,NA,"wt",TRUE,"OMOGENEO+ben_nominato","canary"
"group_L0_1db46f09","Tuberculosis","pathogen_or_aggregate_exposure",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1e1f3d83","nash","disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1e257fcb",NA,"environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1ea221ba","Old serum","environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1edb43ee","colon cancer organoids","disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1f710ea1","breast cancer cells","disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1f962abd",NA,"genetic_overexpression",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1fa30669",NA,"genetic_overexpression",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1fe1a533","MCF-7 Cells","pathogen_or_aggregate_exposure",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_1fe2a6c0","carnitine","pathogen_or_aggregate_exposure",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_20439997","ipf","disease_vs_normal",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_206d38e0",NA,"pathogen_or_aggregate_exposure",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_207bddbd",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_20bc9277",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_20f5f5a2","ITGA7","genetic_overexpression",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_212e17dc",NA,"environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_213467ee","(R)-laudanosine(1+)","small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_21474db4",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2196544e",NA,"pathogen_or_aggregate_exposure",4,4,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_219743d7","colon cancer cell line","disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_21bb18eb","estriol","genetic_knockdown",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_220e25a2","Malaria","pathogen_or_aggregate_exposure",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_228ea1a1",NA,"genetic_knockdown",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_22cd0a48",NA,"genetic_knockdown",10,10,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_23a57db0",NA,"genetic_knockdown",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_23b091b2",NA,"environmental",6,6,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_23c4b6bb",NA,"small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_24688f4b",NA,"disease_vs_normal",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_249c2625","carcinoma","disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2522e49b","acridone","small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_25c0454a",NA,"genetic_knockdown",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_25dfbb90",NA,"genetic_overexpression",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_267b1e7f",NA,"genetic_overexpression",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2699678d",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_270ec39a",NA,"environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_27dbc06f",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_28071f1d","Pregnancy, Prolonged","disease_vs_normal",4,4,NA,"wt",TRUE,"OMOGENEO+ben_nominato","canary"
"group_L0_2819bb88",NA,"genetic_knockdown",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2842da59",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2857834c","Breast Neoplasms","disease_vs_normal",3,3,NA,"wt",TRUE,"OMOGENEO+ben_nominato","canary"
"group_L0_286b7009",NA,"small_molecule",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_28c80df1",NA,"genetic_knockdown",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_28db4e13","flavanone","small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_28dfbaf5",NA,"pathogen_or_aggregate_exposure",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_293aa842","tnbc","disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2960af6d",NA,"genetic_knockdown",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_29e28e32",NA,"environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2a170909","high grade serous ovarian cancer","disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2a34d255",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2a5edfba",NA,"environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2a789c43",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2a8ef938",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2ac4d2c4","actinomycin D","genetic_knockdown",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2b10e727","flavanone","small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2b385e64","nsc","small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2b68204b","Smokers","environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2bbf399e",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2bd5f155",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2c3c0a72",NA,"small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2c925034","training","environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2cd9ee91",NA,"small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2d024f74",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2d2597c8","Pemphigoid Gestationis","disease_vs_normal",5,5,NA,"wt",TRUE,"OMOGENEO+ben_nominato","canary"
"group_L0_2d3773a5","Tuberculosis","pathogen_or_aggregate_exposure",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2d4881f3",NA,"disease_vs_normal",4,4,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2dbfcdd5","Candidemia","pathogen_or_aggregate_exposure",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2e7f90ee","kj-pyr-9","small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2e9bf35d",NA,"environmental",5,5,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2ef53e2c","Old serum","environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2f862ec6",NA,"environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2fa05d0f",NA,"environmental",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2fa4d948",NA,"disease_vs_normal",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_2fac05bc",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_305baaff",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_309a5f59",NA,"environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_309d5b8e","TP53","genetic_overexpression",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_30b977e5","N-hydroxy-PhIP","small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_30df1434",NA,"genetic_knockdown",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_30ec67dc",NA,"disease_vs_normal",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_31924f53",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_323ecf31",NA,"genetic_knockdown",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_3257cac1","Prostatic Neoplasms","disease_vs_normal",4,4,NA,"wt",TRUE,"OMOGENEO+ben_nominato","canary"
"group_L0_3293d309","breast cancer cells","disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_32e6f695",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_32f578b0","j82 bladder cancer cell","disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_33024ed4",NA,"disease_vs_normal",4,4,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_336be5b0",NA,"genetic_knockdown",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_343386dd",NA,"disease_vs_normal",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_3458bdd1",NA,"environmental",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_3496c74b",NA,"small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_34c99311","hexanoate","pathogen_or_aggregate_exposure",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_351930a7",NA,"disease_vs_normal",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_35edaa30","ITGA7","genetic_overexpression",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_36034aef",NA,"small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_36048ecd","acridone","small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_360d3ef8","hypoxia","environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_36675c2b",NA,"genetic_knockdown",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_376b858e","Neoplasms","disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_377ce250",NA,"disease_vs_normal",4,4,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_37927f6b",NA,"environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_37934a4c",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_379a94d6","Pillar Surface","environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_37d3cee5",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_37fac606",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_384e104f",NA,"environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_38657279",NA,"environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_38981e5d","trimethobenzamide","environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_38bd8f72","calcium chloride dihydrate","environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_391ab592",NA,"genetic_knockdown",4,4,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_39469d0d",NA,"small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_39d1237d",NA,"genetic_knockdown",4,4,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_3a2a2d82","CDP-3,6-dideoxy-α-D-mannose","small_molecule",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_3a3b876d","training","environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_3a96aa95","HIV-1","pathogen_or_aggregate_exposure",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_3ad2a836","Neoplasms","disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_3ad2ff66",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_3b6c310e","(S)-nicotine","environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_3bc53f05",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_3d25abf2",NA,"pathogen_or_aggregate_exposure",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_3d6fc712",NA,"genetic_knockdown",4,4,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_3da15abb",NA,"disease_vs_normal",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_3e119035",NA,"genetic_overexpression",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_3e15bb54","adenocarcinoma","disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_3e5b5f88",NA,"genetic_knockdown",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_3e620402",NA,"disease_vs_normal",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_3e75e259",NA,"pathogen_or_aggregate_exposure",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_3eb863fb",NA,"genetic_knockdown",5,5,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_3f205745",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_3f362541",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_3fbb23fb",NA,"environmental",3,3,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_4011ce8e",NA,"disease_vs_normal",5,5,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_4067d5a0","Soybean 7S globulin","environmental",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_40de0db9",NA,"genetic_knockdown",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_4191a6df",NA,"disease_vs_normal",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
"group_L0_422280a0",NA,"genetic_knockdown",2,2,NA,"wt",FALSE,"OMOGENEO+MAL_nominato","candidate"
