"cluster_id","kind","agent_id_v5","n_studies","gsm","in_h5","new_agent_id","new_canon","new_src","is_strong"
"pair_L1_3fa0fdfb","cytokine_stim","STR:filgrastim",1,"GSM2747688",TRUE,"HGNC:CSF3","CSF3","CYTOKINE_IMMPORT",TRUE
"group_L4_17bdabd9","cytokine_stim","STR:agonistic_goat_anti_human_ltbr_antibody",1,"GSM4391880",TRUE,"HGNC:LTBR","LTBR","CYTOKINE_IMMPORT",TRUE
"pair_L0_37def559","cytokine_stim","STR:epidermal growth factor",1,"GSM7073880",TRUE,"HGNC:EGF","EGF","CYTOKINE_IMMPORT",TRUE
"group_L4_840b508b","cytokine_stim","STR:interferon gamma",5,"GSM2949386",TRUE,"STR:interferon","interferon î³","STR_FALLBACK",FALSE
"group_L2_f50ef553","cytokine_stim","STR:interferon gamma",1,"GSM5478712",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"group_L2_9ad32faa","cytokine_stim","STR:treated_with_il1_and_tnf_for_14_days",1,"GSM4914125",TRUE,"HGNC:TNF","TNF","CYTOKINE_IMMPORT",TRUE
"pair_L4_13ef5993","cytokine_stim","STR:cangptl4_stimulation",1,"GSM8255982",TRUE,"STR:cangptl4_stimulation","cangptl4 stimulation","STR_FALLBACK",FALSE
"group_L0_58f80e95","cytokine_stim","STR:fibroblast growth factor 2",1,"GSM5718191",TRUE,"HGNC:FGF2","FGF2","CYTOKINE_IMMPORT",TRUE
"pair_L0_c619b676","cytokine_stim","STR:interferon lambda-1",1,"GSM7781151",TRUE,"STR:100ng_ml_infl1_3","100ng/ml infl1-3","STR_FALLBACK",FALSE
"pair_L3_2c78e9b5","cytokine_stim","STR:tweak_100_ng_ml_il_17a_100_ng_ml_stimulated",1,"GSM5220277",TRUE,"HGNC:TNFSF12","TNFSF12","CYTOKINE_IMMPORT",TRUE
"group_L0_1743f6ad","cytokine_stim","STR:interleukin 27 subunit alpha",1,"GSM5711132",TRUE,,,"NO_RECOVERY",FALSE
"group_L0_59b1f53c","cytokine_stim","STR:interferon beta 1",1,"GSM4462377",TRUE,"HGNC:IFNB1","IFNB1","CYTOKINE_IMMPORT",TRUE
"pair_L3_6b69f721","cytokine_stim","STR:6_hours",1,"GSM3735254",TRUE,"STR:6_hours","6 hours","STR_FALLBACK",FALSE
"pair_L2_ba2e4e8e","cytokine_stim","STR:interferon gamma",1,"GSM2592822",TRUE,"HGNC:IFNA1","IFNA1","CYTOKINE_IMMPORT",TRUE
"group_L0_a8d874c9","cytokine_stim","STR:interferon gamma",1,"GSM6572847",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"group_L0_527c10fe","cytokine_stim","STR:anti_cd3_anti_cd28",1,"GSM4932293",TRUE,"STR:anti_cd3_anti_cd28","anti-cd3/anti-cd28","STR_FALLBACK",FALSE
"pair_L2_df438cb0","cytokine_stim","UNK",1,"GSM3258600",TRUE,,,"NO_RECOVERY",FALSE
"pair_L0_4ec6d739","cytokine_stim","STR:24_hr_cytokines",1,"GSM7989916",TRUE,"STR:24_hr_cytokines","24 hr cytokines","STR_FALLBACK",FALSE
"group_L2_9ad4a45b","cytokine_stim","STR:interferon alpha-10",1,"GSM5687454",TRUE,"HGNC:IFNA10","IFNA10","CYTOKINE_IMMPORT",TRUE
"pair_L3_3ef1c34e","cytokine_stim","UNK",1,"GSM4490663",TRUE,,,"NO_RECOVERY",FALSE
"group_L0_609980ef","cytokine_stim","STR:transforming growth factor beta",1,"GSM2667621",TRUE,,,"NO_RECOVERY",FALSE
"group_L2_0ff53cb8","cytokine_stim","UNK",1,"GSM4490663",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_a2acdd36","cytokine_stim","STR:interferon gamma",1,"GSM6164937",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"group_L2_15a92ad9","cytokine_stim","STR:interferon gamma",1,"GSM4971608",TRUE,"STR:ifny_treatment_50iu","ifny treatment (50iu","STR_FALLBACK",FALSE
"pair_L2_4bd9cdeb","cytokine_stim","UNK",1,"GSM7832230",TRUE,,,"NO_RECOVERY",FALSE
"group_L4_ed17c8d4","cytokine_stim","STR:fibroblast growth factor 2",1,"GSM5718187",TRUE,"HGNC:FGF2","FGF2","CYTOKINE_IMMPORT",TRUE
"pair_L0_caffe360","cytokine_stim","STR:tgf_beta_tnf_alpha",1,"GSM7143023",TRUE,"STR:tgf_beta_tnf_alpha","tgf-beta/tnf-alpha","STR_FALLBACK",FALSE
"group_L2_f8158902","cytokine_stim","STR:interferon gamma",1,"GSM4546467",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"pair_L4_c516320e","cytokine_stim","STR:angiopoietin-like 4",1,"GSM8255979",TRUE,"STR:nangptl4_stimulation","nangptl4 stimulation","STR_FALLBACK",FALSE
"group_L2_49119863","cytokine_stim","STR:interferon gamma",1,"GSM5320634",TRUE,"HGNC:IFNA1","IFNA1","CYTOKINE_IMMPORT",TRUE
"pair_L0_3882b0e0","cytokine_stim","STR:treated_with_il1_and_tnf_for_2_days",1,"GSM4914121",TRUE,"HGNC:TNF","TNF","CYTOKINE_IMMPORT",TRUE
"group_L1_67a149c2","cytokine_stim","STR:granulocyte-macrophage colony-stimulating factor",1,"GSM4710649",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_3697dff1","cytokine_stim","STR:stim",1,"GSM4128689",TRUE,"STR:stim","stim","STR_FALLBACK",FALSE
"group_L3_c5b91304","cytokine_stim","STR:3_hour_kl1",1,"GSM5543701",TRUE,"HGNC:KITLG","KITLG","CYTOKINE_IMMPORT",TRUE
"pair_L0_86844c93","cytokine_stim","STR:filgrastim",1,"GSM2747688",TRUE,"HGNC:CSF3","CSF3","CYTOKINE_IMMPORT",TRUE
"group_L2_14c4c129","cytokine_stim","STR:interferon gamma",1,"GSM2592822",TRUE,"HGNC:IFNA1","IFNA1","CYTOKINE_IMMPORT",TRUE
"group_L2_a47be78f","cytokine_stim","UNK",1,"GSM5830217",TRUE,,,"NO_RECOVERY",FALSE
"group_L2_f0ff0a68","cytokine_stim","STR:transforming growth factor beta",1,"GSM2345127",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"pair_L2_1b109856","cytokine_stim","STR:oncostatin m",1,"GSM4614874",TRUE,"HGNC:OSM","OSM","CYTOKINE_IMMPORT",TRUE
"pair_L1_0466277b","cytokine_stim","UNK",1,"GSM4490663",TRUE,,,"NO_RECOVERY",FALSE
"group_L0_e2c56e81","cytokine_stim","STR:stim_regn1945",1,"GSM6613264",TRUE,"STR:stim_regn1945","stim+regn1945","STR_FALLBACK",FALSE
"group_L4_8c611372","cytokine_stim","STR:interferon gamma",6,"GSM4209227",TRUE,,,"NO_RECOVERY",FALSE
"group_L3_f51bf88a","cytokine_stim","STR:ifn_i",1,"GSM5733688",TRUE,"STR:ifn_i","ifn-i","STR_FALLBACK",FALSE
"pair_L4_e60daf73","cytokine_stim","STR:tnfaltab",1,"GSM4614183",TRUE,"STR:tnfaltab","tnfaltab","STR_FALLBACK",FALSE
"pair_L1_b249ff7b","cytokine_stim","STR:interferon lambda 1",1,"GSM7781172",TRUE,"HGNC:IL22","IL22","CYTOKINE_IMMPORT",TRUE
"pair_L2_ab5bc9d1","cytokine_stim","STR:colony stimulating factor 2",1,"GSM4710647",TRUE,,,"NO_RECOVERY",FALSE
"pair_L0_05da300f","cytokine_stim","STR:tnfaltab",1,"GSM4614183",TRUE,"STR:tnfaltab","tnfaltab","STR_FALLBACK",FALSE
"pair_L1_c386d92c","cytokine_stim","STR:c_cytokines",1,"GSM3724899",TRUE,"STR:c_cytokines","c(cytokines","STR_FALLBACK",FALSE
"group_L1_f2cec01d","cytokine_stim","STR:transforming growth factor alpha",1,"GSM2817907",TRUE,"HGNC:TGFA","TGFA","CYTOKINE_IMMPORT",TRUE
"group_L3_c20a042f","cytokine_stim","STR:transforming growth factor beta",1,"GSM3463729",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"group_L1_f800a3f2","cytokine_stim","STR:il_17_tnfa",1,"GSM5356224",TRUE,"HGNC:IL17A","IL17A","CYTOKINE_IMMPORT",TRUE
"group_L0_d8ec53a8","cytokine_stim","STR:ilt",1,"GSM6234979",TRUE,"HGNC:IL15","IL15","CYTOKINE_IMMPORT",TRUE
"group_L0_a14ce6f7","cytokine_stim","STR:interferon gamma",1,"GSM8030473",TRUE,"STR:interferon_gama","interferon gama","STR_FALLBACK",FALSE
"group_L2_466ab313","cytokine_stim","STR:interleukin-33",1,"GSM3684021",TRUE,,,"NO_RECOVERY",FALSE
"group_L3_8a011083","cytokine_stim","UNK",1,"GSM4490663",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_97f763cd","cytokine_stim","STR:transforming growth factor alpha",1,"GSM3004833",TRUE,"HGNC:TGFA","TGFA","CYTOKINE_IMMPORT",TRUE
"group_L2_fe6614fe","cytokine_stim","UNK",1,"GSM2274932",TRUE,,,"NO_RECOVERY",FALSE
"pair_L2_fa2d027b","cytokine_stim","STR:tnf_ifngamma_2min",1,"GSM6572814",TRUE,"HGNC:TNF","TNF","CYTOKINE_IMMPORT",TRUE
"pair_L4_bc371bf5","cytokine_stim","UNK",1,"GSM7668385",TRUE,,,"NO_RECOVERY",FALSE
"pair_L0_0e8ebdc5","cytokine_stim","STR:interferon-alpha",1,"GSM4196491",TRUE,"HGNC:IFNA1","IFNA1","CYTOKINE_IMMPORT",TRUE
"group_L1_5cb66d5a","cytokine_stim","STR:transforming growth factor beta",1,"GSM3577502",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"pair_L0_103bf3d2","cytokine_stim","STR:chemerin",1,"GSM8035109",TRUE,"STR:rhchemerin","rhchemerin","STR_FALLBACK",FALSE
"group_L1_752a82c6","cytokine_stim","UNK",1,"GSM7668379",TRUE,,,"NO_RECOVERY",FALSE
"pair_L3_2f6be328","cytokine_stim","STR:interferon alpha-2",1,"GSM3559669",TRUE,"HGNC:IFNA2","IFNA2","CYTOKINE_IMMPORT",TRUE
"group_L4_e8b272a2","cytokine_stim","STR:3_hour_kl2",1,"GSM5543702",TRUE,"STR:3_hour_kl2","3-hour kl2","STR_FALLBACK",FALSE
"group_L0_5b0a2469","cytokine_stim","STR:transforming growth factor beta 1",1,"GSM7711695",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"group_L2_1d87b9f9","cytokine_stim","STR:transforming growth factor beta",1,"GSM2667621",TRUE,,,"NO_RECOVERY",FALSE
"group_L2_43f37da1","cytokine_stim","UNK",1,"GSM2897820",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_774c7654","cytokine_stim","STR:interferon gamma",1,"GSM6164917",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"group_L3_7413c2c3","cytokine_stim","STR:transforming growth factor beta",1,"GSM8215538",TRUE,"HGNC:CD44","CD44","CYTOKINE_HGNC",TRUE
"pair_L4_565c5eef","cytokine_stim","STR:transforming growth factor beta",1,"GSM8215560",TRUE,"HGNC:CD44","CD44","CYTOKINE_HGNC",TRUE
"group_L4_4439e1cb","cytokine_stim","STR:interferon gamma",1,"GSM4971606",TRUE,"STR:ifny_treatment_50iu","ifny treatment (50iu","STR_FALLBACK",FALSE
"pair_L0_320760ad","cytokine_stim","STR:stimulated_anti_cd3_28_2_beads_for_12_hours",1,"GSM2971143",TRUE,"STR:stimulated_anti_cd3_28_2_beads_for_12_hours","stimulated (anti cd3/28/2 beads for 12 hours)","STR_FALLBACK",FALSE
"pair_L3_e72dda5e","cytokine_stim","STR:cytokine_treated",1,"GSM1808869",TRUE,"STR:cytokine_treated","cytokine treated","STR_FALLBACK",FALSE
"group_L3_8d94142c","cytokine_stim","STR:tnf_ifngamma_24h",1,"GSM6572883",TRUE,"HGNC:TNF","TNF","CYTOKINE_IMMPORT",TRUE
"group_L1_65db0ccb","cytokine_stim","STR:interleukin 27 subunit alpha",1,"GSM5711128",TRUE,,,"NO_RECOVERY",FALSE
"pair_L1_f253aa80","cytokine_stim","STR:3_hour_kl2",1,"GSM5543702",TRUE,"STR:3_hour_kl2","3-hour kl2","STR_FALLBACK",FALSE
"group_L0_c12219ff","cytokine_stim","STR:transforming growth factor beta 1",1,"GSM5909703",TRUE,"STR:tgf_1","tgf-î²1","STR_FALLBACK",FALSE
"group_L3_0e5fda0e","cytokine_stim","UNK",3,"GSM3090958",TRUE,,,"NO_RECOVERY",FALSE
"pair_L2_632f8964","cytokine_stim","STR:ifn_iii",1,"GSM5733671",TRUE,"STR:ifn_iii","ifn-iii","STR_FALLBACK",FALSE
"group_L2_c47b48b4","cytokine_stim","STR:interleukin 27 subunit alpha",1,"GSM5711128",TRUE,,,"NO_RECOVERY",FALSE
"group_L2_8a694789","cytokine_stim","STR:stimulated",1,"GSM7079997",TRUE,"STR:stimulated","stimulated","STR_FALLBACK",FALSE
"group_L2_6d4887d3","cytokine_stim","STR:transforming growth factor beta 1",1,"GSM4676368",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"group_L1_87d569ab","cytokine_stim","STR:interferon gamma",1,"GSM5320634",TRUE,"HGNC:IFNA1","IFNA1","CYTOKINE_IMMPORT",TRUE
"group_L2_475e65c1","cytokine_stim","STR:ifn_iii",1,"GSM5733696",TRUE,"STR:ifn_iii","ifn-iii","STR_FALLBACK",FALSE
"group_L1_2db4db1a","cytokine_stim","STR:transforming growth factor alpha",1,"GSM3004848",TRUE,"HGNC:TGFA","TGFA","CYTOKINE_IMMPORT",TRUE
"pair_L4_75248d03","cytokine_stim","STR:anti_cd3_anti_cd28",1,"GSM4932293",TRUE,"STR:anti_cd3_anti_cd28","anti-cd3/anti-cd28","STR_FALLBACK",FALSE
"group_L2_f70bc990","cytokine_stim","STR:interferon gamma",1,"GSM2949386",TRUE,"STR:interferon","interferon î³","STR_FALLBACK",FALSE
"group_L0_35bbd141","cytokine_stim","STR:transforming growth factor beta",1,"GSM4802513",TRUE,,,"NO_RECOVERY",FALSE
"group_L2_1f4a1565","cytokine_stim","STR:cd3",1,"GSM8192622",TRUE,"STR:cd3_cd28_activated","cd3/cd28 activated","STR_FALLBACK",FALSE
"group_L4_8aa1ff8f","cytokine_stim","UNK",1,"GSM7668379",TRUE,,,"NO_RECOVERY",FALSE
"pair_L2_cbc9f93a","cytokine_stim","UNK",1,"GSM7668379",TRUE,,,"NO_RECOVERY",FALSE
"pair_L1_63619932","cytokine_stim","UNK",1,"GSM2274925",TRUE,,,"NO_RECOVERY",FALSE
"group_L2_2f725ac2","cytokine_stim","STR:cangptl4_stimulation",1,"GSM8255982",TRUE,"STR:cangptl4_stimulation","cangptl4 stimulation","STR_FALLBACK",FALSE
"pair_L0_4ae88c59","cytokine_stim","STR:cytostim_for_4_hours",1,"GSM6896393",TRUE,"STR:cytostim_for_4_hours","cytostim for 4 hours","STR_FALLBACK",FALSE
"group_L1_11b90fc3","cytokine_stim","STR:anti_cd3_anti_cd28",1,"GSM4932280",TRUE,"STR:anti_cd3_anti_cd28","anti-cd3/anti-cd28","STR_FALLBACK",FALSE
"group_L3_5d74ff65","cytokine_stim","STR:stimulated_anti_cd3_28_2_beads_for_12_hours",1,"GSM2971143",TRUE,"STR:stimulated_anti_cd3_28_2_beads_for_12_hours","stimulated (anti cd3/28/2 beads for 12 hours)","STR_FALLBACK",FALSE
"group_L1_dd25a0c8","cytokine_stim","STR:transforming growth factor alpha",1,"GSM2817904",TRUE,"HGNC:TGFA","TGFA","CYTOKINE_IMMPORT",TRUE
"group_L2_ffc3ff28","cytokine_stim","STR:transforming growth factor beta",1,"GSM7698600",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"group_L3_6ba513ee","cytokine_stim","STR:transforming growth factor beta 1",1,"GSM6131712",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"pair_L2_3d8d6b71","cytokine_stim","STR:eosinophil-derived neurotoxin",1,"GSM3036069",TRUE,"STR:eosinophil_derived_neurotoxin_edn","eosinophil-derived neurotoxin (edn)","STR_FALLBACK",FALSE
"pair_L4_df000eb4","cytokine_stim","STR:chemerin",1,"GSM8035109",TRUE,"STR:rhchemerin","rhchemerin","STR_FALLBACK",FALSE
"pair_L2_34972664","cytokine_stim","STR:transforming growth factor beta",1,"GSM3357033",TRUE,"STR:tgfhi","tgfhi","STR_FALLBACK",FALSE
"group_L1_b2a28c16","cytokine_stim","STR:interleukin-4",1,"GSM7832233",TRUE,,,"NO_RECOVERY",FALSE
"group_L3_13fb425e","cytokine_stim","STR:transforming growth factor beta",1,"GSM7050226",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"group_L2_e0b267b0","cytokine_stim","STR:il_4_gm_csf_tgf_beta_5_7_days",1,"GSM5283168",TRUE,"STR:il_4_gm_csf_tgf_beta_5_7_days","il-4/gm-csf/tgf-beta 5-7 days","STR_FALLBACK",FALSE
"group_L1_e94b44e6","cytokine_stim","STR:transforming growth factor beta",1,"GSM7698601",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"group_L3_7eb56e39","cytokine_stim","STR:il_17_tnfa",1,"GSM5356223",TRUE,"HGNC:IL17A","IL17A","CYTOKINE_IMMPORT",TRUE
"pair_L0_0a9f566c","cytokine_stim","STR:transforming growth factor beta 1",1,"GSM6131718",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"group_L0_7639d307","cytokine_stim","STR:cytokines_il_1_and_ifn",1,"GSM4149724",TRUE,"HGNC:IFNA1","IFNA1","CYTOKINE_IMMPORT",TRUE
"group_L4_667878c6","cytokine_stim","STR:isolated_t_stimulation",1,"GSM7767455",TRUE,"STR:isolated_t_stimulation","isolated t stimulation","STR_FALLBACK",FALSE
"group_L2_e8047359","cytokine_stim","STR:interleukin 27 subunit alpha",1,"GSM5711136",TRUE,,,"NO_RECOVERY",FALSE
"group_L2_e9e80239","cytokine_stim","STR:transforming growth factor beta",1,"GSM8115016",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"group_L3_9d0cbcaf","cytokine_stim","STR:interferon gamma",1,"GSM5478715",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"pair_L0_c0cc6c25","cytokine_stim","STR:transforming growth factor beta",1,"GSM3577502",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"group_L2_83736a05","cytokine_stim","STR:il_17_tnfa",1,"GSM5356211",TRUE,"HGNC:IL17A","IL17A","CYTOKINE_IMMPORT",TRUE
"group_L2_6f50697a","cytokine_stim","STR:myostatin",1,"GSM7047704",TRUE,"HGNC:MSTN","MSTN","CYTOKINE_HGNC",TRUE
"group_L3_733fbddc","cytokine_stim","STR:interferon beta 1",1,"GSM5400626",TRUE,"HGNC:THPO","THPO","CYTOKINE_IMMPORT",TRUE
"group_L0_47b3b523","cytokine_stim","STR:immunoglobulin m",1,"GSM6394819",TRUE,"HGNC:CD40LG","CD40LG","CYTOKINE_IMMPORT",TRUE
"group_L4_20bfe5bc","cytokine_stim","STR:ifn_a5",1,"GSM5687435",TRUE,"HGNC:IFNA5","IFNA5","CYTOKINE_IMMPORT",TRUE
"group_L0_6de4ab95","cytokine_stim","STR:interferon gamma",1,"GSM5478719",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"pair_L1_d06f623c","cytokine_stim","STR:interferon lambda-1",1,"GSM7781148",TRUE,"STR:100ng_ml_infl1_3","100ng/ml infl1-3","STR_FALLBACK",FALSE
"group_L2_88dad62f","cytokine_stim","STR:interferon gamma",1,"GSM5912858",TRUE,"HGNC:IFNA1","IFNA1","CYTOKINE_IMMPORT",TRUE
"pair_L3_172d0b3e","cytokine_stim","STR:m1_polarized",1,"GSM4758448",TRUE,"STR:m1_polarized","m1 polarized","STR_FALLBACK",FALSE
"pair_L2_189cccc0","cytokine_stim","STR:isolated_t_stimulation",1,"GSM7767455",TRUE,"STR:isolated_t_stimulation","isolated t stimulation","STR_FALLBACK",FALSE
"group_L0_879b401b","cytokine_stim","STR:treated_with_a_combination_of_200_ng_ml_recombinant_human_il_6_and_100_ng_ml_sil_6ralpha_il_6_r",1,"GSM7042321",TRUE,"HGNC:IL6","IL6","CYTOKINE_IMMPORT",TRUE
"pair_L1_69bc3a66","cytokine_stim","STR:interleukin-5",1,"GSM4426297",TRUE,"HGNC:IL5","IL5","CYTOKINE_IMMPORT",TRUE
"pair_L4_603652e8","cytokine_stim","UNK",1,"GSM3315728",TRUE,,,"NO_RECOVERY",FALSE
"group_L4_6e1462c7","cytokine_stim","STR:transforming growth factor beta 2",1,"GSM3330307",TRUE,"HGNC:TGFB2","TGFB2","CYTOKINE_IMMPORT",TRUE
"pair_L0_b97167be","cytokine_stim","STR:cd3_cd28",1,"GSM4280392",TRUE,"STR:cd3_cd28","cd3/cd28","STR_FALLBACK",FALSE
"group_L4_04260add","cytokine_stim","STR:interferon alpha-2",1,"GSM2786454",TRUE,,,"NO_RECOVERY",FALSE
"group_L2_d787a97a","cytokine_stim","UNK",1,"GSM3019561",TRUE,,,"NO_RECOVERY",FALSE
"group_L0_01631fbb","cytokine_stim","STR:il17a_50ng_ml_il22_10ng_ml",1,"GSM5726852",TRUE,"HGNC:IL17A","IL17A","CYTOKINE_IMMPORT",TRUE
"pair_L4_0a2de630","cytokine_stim","STR:oncostatin m",1,"GSM4614874",TRUE,"HGNC:OSM","OSM","CYTOKINE_IMMPORT",TRUE
"pair_L2_75910ba9","cytokine_stim","STR:tgf_beta_tnf_alpha",1,"GSM7143023",TRUE,"STR:tgf_beta_tnf_alpha","tgf-beta/tnf-alpha","STR_FALLBACK",FALSE
"pair_L4_cbeccc08","cytokine_stim","STR:naive_3h_igm_cd40_bcr_stim",1,"GSM6394802",TRUE,"HGNC:CD40LG","CD40LG","CYTOKINE_IMMPORT",TRUE
"pair_L0_ee491abb","cytokine_stim","UNK",1,"GSM5261993",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_baa73c1d","cytokine_stim","STR:interferon gamma",1,"GSM4209227",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_d9280769","cytokine_stim","STR:transforming growth factor beta",1,"GSM7845926",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"pair_L1_209919dc","cytokine_stim","STR:tnf_ifngamma_5min",1,"GSM6572823",TRUE,"HGNC:TNF","TNF","CYTOKINE_IMMPORT",TRUE
"group_L4_d5645f04","cytokine_stim","STR:interferon lambda",1,"GSM7750306",TRUE,"HGNC:IFNA1","IFNA1","CYTOKINE_IMMPORT",TRUE
"group_L1_950481ff","cytokine_stim","STR:interleukin-21",1,"GSM5961772",TRUE,"HGNC:IL21","IL21","CYTOKINE_IMMPORT",TRUE
"group_L3_cabda274","cytokine_stim","STR:interferon alpha-2",1,"GSM2786469",TRUE,,,"NO_RECOVERY",FALSE
"group_L2_d36811e9","cytokine_stim","STR:il_17_tnfa",1,"GSM5356223",TRUE,"HGNC:IL17A","IL17A","CYTOKINE_IMMPORT",TRUE
"group_L0_3c493ce1","cytokine_stim","STR:interferon gamma",1,"GSM6572820",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"group_L2_ac5f00b9","cytokine_stim","STR:24_hr_cytokines",1,"GSM7989916",TRUE,"STR:24_hr_cytokines","24 hr cytokines","STR_FALLBACK",FALSE
"group_L1_657d9dfa","cytokine_stim","STR:transforming growth factor beta 1",1,"GSM5909705",TRUE,"STR:tgf_1","tgf-î²1","STR_FALLBACK",FALSE
"pair_L4_b8d566f7","cytokine_stim","STR:fgf2_wnt3a",1,"GSM4603362",TRUE,"HGNC:FGF2","FGF2","CYTOKINE_IMMPORT",TRUE
"pair_L2_fa5c7843","cytokine_stim","STR:m1_polarized",1,"GSM4758448",TRUE,"STR:m1_polarized","m1 polarized","STR_FALLBACK",FALSE
"group_L0_0f402c30","cytokine_stim","STR:il_4_gm_csf_tgf_beta_5_7_days",1,"GSM5283166",TRUE,"STR:il_4_gm_csf_tgf_beta_5_7_days","il-4/gm-csf/tgf-beta 5-7 days","STR_FALLBACK",FALSE
"group_L2_fe78e73d","cytokine_stim","STR:transforming growth factor beta",1,"GSM6938464",TRUE,"STR:tgf","tgfî²","STR_FALLBACK",FALSE
"group_L1_55bd2ae5","cytokine_stim","UNK",1,"GSM5830217",TRUE,,,"NO_RECOVERY",FALSE
"group_L2_a8909a52","cytokine_stim","STR:c-x-c motif chemokine ligand 8",1,"GSM8013610",TRUE,"HGNC:CXCL8","CXCL8","CYTOKINE_IMMPORT",TRUE
"group_L4_b3995cfd","cytokine_stim","STR:ifn_a7",1,"GSM5687450",TRUE,"HGNC:IFNA7","IFNA7","CYTOKINE_IMMPORT",TRUE
"group_L1_2d6f7112","cytokine_stim","STR:transforming growth factor beta",1,"GSM3577504",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"group_L3_3cd487fb","cytokine_stim","STR:tgf_beta_il_1beta",1,"GSM7574630",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"group_L3_5868f8b1","cytokine_stim","STR:activated_with_anti_cd3_anti_cd28_beads_and_il_2_in_the_presence_of_wt_igg1_ics_sorted_for_undivided_cells_celltrace_violet_genereation_1",1,"GSM5071268",TRUE,"HGNC:IL2","IL2","CYTOKINE_IMMPORT",TRUE
"group_L1_f87cc39c","cytokine_stim","UNK",1,"GSM4779258",TRUE,,,"NO_RECOVERY",FALSE
"pair_L3_b93c5e19","cytokine_stim","STR:cd3/cd28",1,"GSM4280401",TRUE,"STR:cd3_cd28","cd3/cd28","STR_FALLBACK",FALSE
"group_L0_998420fd","cytokine_stim","STR:interferon gamma",1,"GSM1100207",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"group_L3_6b04a073","cytokine_stim","STR:interferon lambda",1,"GSM2795895",TRUE,"STR:ifnl","ifnl","STR_FALLBACK",FALSE
"pair_L0_5ba7229a","cytokine_stim","STR:ifn_i",1,"GSM5733665",TRUE,"STR:ifn_i","ifn-i","STR_FALLBACK",FALSE
"group_L3_6cc483d0","cytokine_stim","UNK",2,"GSM4421238",TRUE,,,"NO_RECOVERY",FALSE
"pair_L2_31f23a69","cytokine_stim","STR:interferon gamma",1,"GSM5912858",TRUE,"HGNC:IFNA1","IFNA1","CYTOKINE_IMMPORT",TRUE
"group_L4_9f0e683b","cytokine_stim","STR:transforming growth factor beta",1,"GSM3357033",TRUE,"STR:tgfhi","tgfhi","STR_FALLBACK",FALSE
"group_L2_5d853ec4","cytokine_stim","STR:ige_anti_np_and_np_hsa",1,"GSM5903302",TRUE,"STR:ige_anti_np_and_np_hsa","ige anti-np and np-hsa","STR_FALLBACK",FALSE
"group_L2_f785d71e","cytokine_stim","STR:interferon gamma",1,"GSM5949111",TRUE,"STR:ifng_24h","ifng_24h","STR_FALLBACK",FALSE
"group_L0_a1f09c9a","cytokine_stim","STR:interleukin 27 subunit alpha",1,"GSM5711128",TRUE,,,"NO_RECOVERY",FALSE
"group_L3_efc0f21e","cytokine_stim","STR:interferon gamma",1,"GSM6234559",TRUE,"HGNC:IFNA1","IFNA1","CYTOKINE_IMMPORT",TRUE
"group_L4_2a664a7a","cytokine_stim","STR:transforming growth factor beta 1",1,"GSM6131718",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
