"cluster_id","kind","agent_id_v5","n_studies","gsm","in_h5","new_agent_id","new_canon","new_src","is_strong"
"group_L3_f3019d96","cytokine_stim","STR:interferon alpha-6",1,"GSM5687436",TRUE,"HGNC:IFNA6","IFNA6","CYTOKINE_IMMPORT",TRUE
"group_L1_f30c6f61","cytokine_stim","STR:hepatocyte growth factor",1,"GSM2949407",TRUE,"HGNC:IL6","IL6","CYTOKINE_IMMPORT",TRUE
"group_L0_96d251f9","cytokine_stim","STR:il_4_gm_csf_5_7_days",1,"GSM5283160",TRUE,"STR:il_4_gm_csf_5_7_days","il-4/gm-csf 5-7 days","STR_FALLBACK",FALSE
"group_L3_3b99e9c4","cytokine_stim","STR:il15_il21",1,"GSM3418207",TRUE,"HGNC:IL15","IL15","CYTOKINE_IMMPORT",TRUE
"group_L1_157fb4dc","cytokine_stim","STR:interferon gamma",1,"GSM4498082",TRUE,,,"NO_RECOVERY",FALSE
"group_L3_33d7620b","cytokine_stim","STR:ifn_a6",1,"GSM5687462",TRUE,"HGNC:IFNA6","IFNA6","CYTOKINE_IMMPORT",TRUE
"pair_L4_e834d5bb","cytokine_stim","UNK",1,"GSM2274925",TRUE,,,"NO_RECOVERY",FALSE
"group_L0_ac8220d0","cytokine_stim","STR:hbegf_tnf",1,"GSM4403318",TRUE,"STR:hbegf_tnf","hbegf-tnf","STR_FALLBACK",FALSE
"pair_L4_8c92dda0","cytokine_stim","STR:ifn_iii",1,"GSM5733671",TRUE,"STR:ifn_iii","ifn-iii","STR_FALLBACK",FALSE
"pair_L3_c896a78e","cytokine_stim","STR:transforming growth factor beta",1,"GSM3357033",TRUE,"STR:tgfhi","tgfhi","STR_FALLBACK",FALSE
"group_L3_2ed95ce9","cytokine_stim","STR:tnf_ifngamma_10min",1,"GSM6572833",TRUE,"HGNC:TNF","TNF","CYTOKINE_IMMPORT",TRUE
"group_L1_e0f959a1","cytokine_stim","STR:interferon lambda",1,"GSM2795895",TRUE,"STR:ifnl","ifnl","STR_FALLBACK",FALSE
"group_L2_46abb46b","cytokine_stim","STR:ifn_a5",1,"GSM5687461",TRUE,"HGNC:IFNA5","IFNA5","CYTOKINE_IMMPORT",TRUE
"pair_L2_806a14c1","cytokine_stim","STR:interfero_gamma_il1b",1,"GSM7030529",TRUE,"HGNC:IL1B","IL1B","CYTOKINE_IMMPORT",TRUE
"group_L3_5e3d304b","cytokine_stim","UNK",1,"GSM4038077",TRUE,,,"NO_RECOVERY",FALSE
"pair_L2_eacfa9d2","cytokine_stim","STR:transforming growth factor beta",1,"GSM8215560",TRUE,"HGNC:CD44","CD44","CYTOKINE_HGNC",TRUE
"group_L3_f26bf5b5","cytokine_stim","STR:stim",1,"GSM4128689",TRUE,"STR:stim","stim","STR_FALLBACK",FALSE
"pair_L3_1e3254ec","cytokine_stim","STR:interleukin-3",1,"GSM2976790",TRUE,"HGNC:IL3","IL3","CYTOKINE_IMMPORT",TRUE
"group_L1_9f840c0a","cytokine_stim","STR:interferon gamma",1,"GSM7518985",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"group_L2_288dce57","cytokine_stim","STR:interferon gamma",1,"GSM4811107",TRUE,"HGNC:IFNA1","IFNA1","CYTOKINE_IMMPORT",TRUE
"group_L1_68da18c4","cytokine_stim","STR:transforming growth factor beta 1",1,"GSM3834170",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"group_L0_97cd0baa","cytokine_stim","STR:interferon gamma",1,"GSM2592815",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"pair_L4_5ff97ad3","cytokine_stim","STR:interferon gamma",1,"GSM5282772",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"group_L0_47118c3d","cytokine_stim","STR:c-x-c motif chemokine ligand 8",1,"GSM8013599",TRUE,"HGNC:CXCL8","CXCL8","CYTOKINE_IMMPORT",TRUE
"group_L3_6e7ea0cb","cytokine_stim","STR:interferon alpha-10",1,"GSM5687441",TRUE,"HGNC:IFNA10","IFNA10","CYTOKINE_IMMPORT",TRUE
"group_L2_622cb728","cytokine_stim","STR:6_hours",1,"GSM3735254",TRUE,"STR:6_hours","6 hours","STR_FALLBACK",FALSE
"group_L0_d79f3aab","cytokine_stim","STR:interferon gamma",1,"GSM4546461",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"group_L2_5b3cdef6","cytokine_stim","STR:interferon gamma",1,"GSM5478719",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"pair_L0_78ca637a","cytokine_stim","STR:tnf_ifngamma_8h",1,"GSM6572865",TRUE,"HGNC:TNF","TNF","CYTOKINE_IMMPORT",TRUE
"group_L1_76881e02","cytokine_stim","STR:interferon lambda-3",1,"GSM4912468",TRUE,"HGNC:IFNL3","IFNL3","CYTOKINE_IMMPORT",TRUE
"pair_L1_b7a84af3","cytokine_stim","STR:interferon lambda",1,"GSM2795889",TRUE,"STR:ifnl","ifnl","STR_FALLBACK",FALSE
"group_L1_29d4c40a","cytokine_stim","STR:il_17a_tnfa",1,"GSM7225673",TRUE,"HGNC:IL17A","IL17A","CYTOKINE_IMMPORT",TRUE
"group_L0_1114688a","cytokine_stim","STR:epidermal growth factor",1,"GSM3094363",TRUE,,,"NO_RECOVERY",FALSE
"pair_L4_b62298c8","cytokine_stim","STR:interferon alpha-6",1,"GSM3559696",TRUE,"HGNC:IFNA6","IFNA6","CYTOKINE_IMMPORT",TRUE
"group_L0_37ec4f5d","cytokine_stim","STR:interferon gamma",1,"GSM5639747",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"pair_L4_f4ac8af6","cytokine_stim","STR:oncostatin m",1,"GSM4567865",TRUE,"HGNC:THPO","THPO","CYTOKINE_IMMPORT",TRUE
"pair_L2_3d9d9a55","cytokine_stim","STR:cxcl4_orn8l",1,"GSM6078771",TRUE,"HGNC:PF4","PF4","CYTOKINE_IMMPORT",TRUE
"group_L3_467ef5e4","cytokine_stim","STR:interferon lambda-1",1,"GSM7781148",TRUE,"STR:100ng_ml_infl1_3","100ng/ml infl1-3","STR_FALLBACK",FALSE
"group_L4_748ae1ca","cytokine_stim","STR:transforming growth factor beta",1,"GSM2345127",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"group_L0_28d7559f","cytokine_stim","STR:isolated_t_stimulation",1,"GSM7767455",TRUE,"STR:isolated_t_stimulation","isolated t stimulation","STR_FALLBACK",FALSE
"group_L4_ec1cbdac","cytokine_stim","STR:interferon gamma",2,"GSM5478719",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"group_L3_d820b33f","cytokine_stim","STR:transforming growth factor beta 1",1,"GSM4067071",TRUE,"STR:tgf","tgf-î²","STR_FALLBACK",FALSE
"group_L0_09fddbf7","cytokine_stim","STR:transforming growth factor alpha",1,"GSM2817909",TRUE,"HGNC:TGFA","TGFA","CYTOKINE_IMMPORT",TRUE
"group_L3_64b578a3","cytokine_stim","STR:ifn_a5",1,"GSM5687448",TRUE,"HGNC:IFNA5","IFNA5","CYTOKINE_IMMPORT",TRUE
"group_L3_43abe9b5","cytokine_stim","STR:interfero_gamma_il1b",1,"GSM7030529",TRUE,"HGNC:IL1B","IL1B","CYTOKINE_IMMPORT",TRUE
"group_L2_49f981a3","cytokine_stim","STR:interferon gamma",1,"GSM8030475",TRUE,"STR:interferon_gama","interferon gama","STR_FALLBACK",FALSE
"group_L0_2ba86e0c","cytokine_stim","STR:transforming growth factor beta",1,"GSM3577502",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"pair_L0_d5a70a31","cytokine_stim","STR:interferon beta-1a",1,"GSM7057204",TRUE,"HGNC:THPO","THPO","CYTOKINE_IMMPORT",TRUE
"pair_L0_91df2891","cytokine_stim","STR:eosinophil-derived neurotoxin",1,"GSM3036069",TRUE,"STR:eosinophil_derived_neurotoxin_edn","eosinophil-derived neurotoxin (edn)","STR_FALLBACK",FALSE
"group_L2_117d5ccb","cytokine_stim","STR:il_17_tnfa",1,"GSM5356226",TRUE,"HGNC:IL17A","IL17A","CYTOKINE_IMMPORT",TRUE
"group_L0_ba48b2c5","cytokine_stim","UNK",1,"GSM2897820",TRUE,,,"NO_RECOVERY",FALSE
"group_L4_441686ed","cytokine_stim","STR:transforming growth factor beta",1,"GSM7845926",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"pair_L3_a0075126","cytokine_stim","STR:interferon alpha-6",1,"GSM3559696",TRUE,"HGNC:IFNA6","IFNA6","CYTOKINE_IMMPORT",TRUE
"group_L0_52b0367d","cytokine_stim","UNK",1,"GSM4434163",TRUE,,,"NO_RECOVERY",FALSE
"group_L4_18ea8c61","cytokine_stim","STR:transforming growth factor beta 1",1,"GSM4676368",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"group_L0_3752691d","cytokine_stim","STR:hgf_treated",1,"GSM6944645",TRUE,"HGNC:IL6","IL6","CYTOKINE_IMMPORT",TRUE
"group_L2_5335ceb5","cytokine_stim","STR:interferon-alpha",1,"GSM1580662",TRUE,,,"NO_RECOVERY",FALSE
"pair_L3_a8b1c0de","cytokine_stim","UNK",1,"GSM2274925",TRUE,,,"NO_RECOVERY",FALSE
"group_L0_3397508d","cytokine_stim","STR:epidermal growth factor",1,"GSM8042996",TRUE,"HGNC:EGF","EGF","CYTOKINE_IMMPORT",TRUE
"group_L2_85d74b68","cytokine_stim","STR:interferon gamma",1,"GSM5949141",TRUE,"STR:ifng_24h","ifng_24h","STR_FALLBACK",FALSE
"pair_L3_88fa6a62","cytokine_stim","STR:cd3_cd28_stimulated",1,"GSM8217160",TRUE,"STR:cd3_cd28_stimulated","cd3/cd28 stimulated","STR_FALLBACK",FALSE
"group_L1_9bd9e21d","cytokine_stim","STR:hbegf_tnf",1,"GSM4403318",TRUE,"STR:hbegf_tnf","hbegf-tnf","STR_FALLBACK",FALSE
"group_L4_dcf4b5ce","cytokine_stim","STR:ifn_iii",1,"GSM5733696",TRUE,"STR:ifn_iii","ifn-iii","STR_FALLBACK",FALSE
"pair_L1_dfb18ff4","cytokine_stim","STR:cd3_cd28_il_12",1,"GSM4280404",TRUE,"STR:cd3_cd28_il_12","cd3/cd28/il-12","STR_FALLBACK",FALSE
"group_L3_2c4a2988","cytokine_stim","STR:tnf_ifngamma_4h",1,"GSM6572856",TRUE,"HGNC:TNF","TNF","CYTOKINE_IMMPORT",TRUE
"group_L4_43dd0324","cytokine_stim","STR:cxcl4_orn8l",1,"GSM6078771",TRUE,"HGNC:PF4","PF4","CYTOKINE_IMMPORT",TRUE
"pair_L4_45dda102","cytokine_stim","STR:tgflo",1,"GSM3357041",TRUE,"STR:tgflo","tgflo","STR_FALLBACK",FALSE
"pair_L0_5fd91d11","cytokine_stim","STR:interferon gamma",1,"GSM5289798",TRUE,,,"NO_RECOVERY",FALSE
"group_L0_f4beb6ab","cytokine_stim","STR:activated_with_anti_cd3_anti_cd28_beads_and_il_2_in_the_presence_of_wt_igg1_ics_sorted_for_undivided_cells_celltrace_violet_genereation_1",1,"GSM5071268",TRUE,"HGNC:IL2","IL2","CYTOKINE_IMMPORT",TRUE
"group_L2_aa01812b","cytokine_stim","STR:transforming growth factor beta 1",1,"GSM3834170",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"group_L1_52d59a79","cytokine_stim","STR:interferon gamma",1,"GSM7116046",TRUE,"HGNC:IFNA1","IFNA1","CYTOKINE_IMMPORT",TRUE
"group_L2_2c504fd1","cytokine_stim","STR:interleukin-21",1,"GSM5961772",TRUE,"HGNC:IL21","IL21","CYTOKINE_IMMPORT",TRUE
"group_L3_eff4d04a","cytokine_stim","STR:interferon gamma",1,"GSM4546461",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"group_L2_bbf43ade","cytokine_stim","STR:il_4_gm_csf_5_7_days_then_tgf_beta_for_24h",1,"GSM5283163",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"group_L4_a942eec3","cytokine_stim","STR:epidermal growth factor",1,"GSM7073904",TRUE,"HGNC:EGF","EGF","CYTOKINE_IMMPORT",TRUE
"pair_L0_b2603a9d","cytokine_stim","STR:immunoglobulin m",1,"GSM6394819",TRUE,"HGNC:CD40LG","CD40LG","CYTOKINE_IMMPORT",TRUE
"group_L0_b34d466c","cytokine_stim","STR:ciliary neurotrophic factor",1,"GSM1974548",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_121cdb7a","cytokine_stim","UNK",1,"GSM7832230",TRUE,,,"NO_RECOVERY",FALSE
"group_L4_0e811aac","cytokine_stim","STR:cd3/cd28",1,"GSM4280401",TRUE,"STR:cd3_cd28","cd3/cd28","STR_FALLBACK",FALSE
"pair_L1_bb269c0d","cytokine_stim","STR:interferon gamma",1,"GSM5912858",TRUE,"HGNC:IFNA1","IFNA1","CYTOKINE_IMMPORT",TRUE
"group_L1_b5b47c68","cytokine_stim","STR:naive_3h_igm_cd40_bcr_stim",1,"GSM6394802",TRUE,"HGNC:CD40LG","CD40LG","CYTOKINE_IMMPORT",TRUE
"pair_L0_6ee3f7e3","cytokine_stim","STR:angiopoietin-like 4",1,"GSM8255979",TRUE,"STR:nangptl4_stimulation","nangptl4 stimulation","STR_FALLBACK",FALSE
"group_L3_1068ea99","cytokine_stim","STR:ciml_il_12_15_18",1,"GSM4677548",TRUE,"STR:ciml_il_12_15_18","ciml (il-12/15/18)","STR_FALLBACK",FALSE
"pair_L4_8cecf733","cytokine_stim","STR:tnf_ifngamma_2min",1,"GSM6572814",TRUE,"HGNC:TNF","TNF","CYTOKINE_IMMPORT",TRUE
"group_L0_0e5eb288","cytokine_stim","STR:chemerin",1,"GSM8035109",TRUE,"STR:rhchemerin","rhchemerin","STR_FALLBACK",FALSE
"pair_L0_94fdf8ba","cytokine_stim","STR:interferon gamma",1,"GSM6572820",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"group_L1_924bb55e","cytokine_stim","STR:ifn_a4",1,"GSM5687447",TRUE,"HGNC:IFNA4","IFNA4","CYTOKINE_IMMPORT",TRUE
"group_L1_673733b0","cytokine_stim","UNK",1,"GSM4779252",TRUE,,,"NO_RECOVERY",FALSE
"pair_L3_510fd195","cytokine_stim","STR:tgf_beta_il_1beta",1,"GSM7574630",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"group_L2_251b1a8e","cytokine_stim","STR:scd83",1,"GSM6321776",TRUE,"STR:scd83","scd83","STR_FALLBACK",FALSE
"pair_L4_c9e42019","cytokine_stim","STR:interfero_gamma_il1b",1,"GSM7030529",TRUE,"HGNC:IL1B","IL1B","CYTOKINE_IMMPORT",TRUE
"group_L1_b1498e29","cytokine_stim","STR:ifn_a5",1,"GSM5687448",TRUE,"HGNC:IFNA5","IFNA5","CYTOKINE_IMMPORT",TRUE
"group_L1_cc0d3f89","cytokine_stim","STR:transforming growth factor alpha",1,"GSM2817898",TRUE,"HGNC:TGFA","TGFA","CYTOKINE_IMMPORT",TRUE
"pair_L0_e384d3b3","cytokine_stim","STR:pma_ionomycin_stimulation",1,"GSM6588564",TRUE,"STR:pma_ionomycin_stimulation","pma/ionomycin stimulation","STR_FALLBACK",FALSE
"group_L2_fe52d537","cytokine_stim","STR:cd3_cd28_activated",1,"GSM8192617",TRUE,"STR:cd3_cd28_activated","cd3/cd28 activated","STR_FALLBACK",FALSE
"group_L0_a979b9d3","cytokine_stim","STR:interferon gamma",1,"GSM5282772",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"group_L1_5d2970ba","cytokine_stim","STR:fibroblast growth factor 2",1,"GSM5718187",TRUE,"HGNC:FGF2","FGF2","CYTOKINE_IMMPORT",TRUE
"group_L1_395c28d9","cytokine_stim","STR:interferon gamma",1,"GSM5639761",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"group_L1_0fb1225f","cytokine_stim","STR:interferon lambda",1,"GSM7750306",TRUE,"HGNC:IFNA1","IFNA1","CYTOKINE_IMMPORT",TRUE
"pair_L2_df18baab","cytokine_stim","STR:interferon alpha-2",1,"GSM2786454",TRUE,,,"NO_RECOVERY",FALSE
"group_L0_9472b479","cytokine_stim","STR:interferon alpha-21",1,"GSM5687446",TRUE,"HGNC:IFNA21","IFNA21","CYTOKINE_IMMPORT",TRUE
"group_L0_99ed8fbf","cytokine_stim","STR:tweak_100_ng_ml_tnf_10_ng_ml_stimulated",1,"GSM5220273",TRUE,"HGNC:TNFSF12","TNFSF12","CYTOKINE_IMMPORT",TRUE
"group_L1_6ef85e68","cytokine_stim","UNK",1,"GSM6205264",TRUE,,,"NO_RECOVERY",FALSE
"pair_L1_bab89c55","cytokine_stim","STR:isolated_t_stimulation",1,"GSM7767455",TRUE,"STR:isolated_t_stimulation","isolated t stimulation","STR_FALLBACK",FALSE
"group_L1_7e188b2b","cytokine_stim","STR:platelet-derived growth factor subunit b",1,"GSM3378753",TRUE,"STR:recombinant_pdgf_bb_20_ng_ml_for_2h","recombinant pdgf-bb 20 ng/ml for 2h","STR_FALLBACK",FALSE
"group_L2_a07ff527","cytokine_stim","STR:interferon alpha-2",1,"GSM2786469",TRUE,,,"NO_RECOVERY",FALSE
"group_L0_c59356e4","cytokine_stim","UNK",1,"GSM3043751",TRUE,,,"NO_RECOVERY",FALSE
"pair_L2_38a0e598","cytokine_stim","STR:transforming growth factor beta",1,"GSM8215538",TRUE,"HGNC:CD44","CD44","CYTOKINE_HGNC",TRUE
"group_L0_b55e2f6a","cytokine_stim","STR:3_hour_kl1",1,"GSM5543701",TRUE,"HGNC:KITLG","KITLG","CYTOKINE_IMMPORT",TRUE
"pair_L1_0af2ffca","cytokine_stim","STR:cytostim_for_4_hours",1,"GSM6896393",TRUE,"STR:cytostim_for_4_hours","cytostim for 4 hours","STR_FALLBACK",FALSE
"group_L0_5cbdb883","cytokine_stim","STR:interferon gamma",1,"GSM4692972",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"group_L1_6d06cc47","cytokine_stim","STR:interleukin-6",1,"GSM3587668",TRUE,,,"NO_RECOVERY",FALSE
"group_L4_3aa71b24","cytokine_stim","STR:c-x-c motif chemokine ligand 8",1,"GSM8013610",TRUE,"HGNC:CXCL8","CXCL8","CYTOKINE_IMMPORT",TRUE
"group_L4_0831b221","cytokine_stim","STR:interferon lambda-3",1,"GSM4912468",TRUE,"HGNC:IFNL3","IFNL3","CYTOKINE_IMMPORT",TRUE
"group_L2_0f2969d2","cytokine_stim","STR:3_hour_kl1",1,"GSM5543701",TRUE,"HGNC:KITLG","KITLG","CYTOKINE_IMMPORT",TRUE
"group_L4_8fb1b5d7","cytokine_stim","STR:transforming growth factor beta",1,"GSM6938464",TRUE,"STR:tgf","tgfî²","STR_FALLBACK",FALSE
"group_L1_c98cdc02","cytokine_stim","STR:interferon alpha-2",1,"GSM3559669",TRUE,"HGNC:IFNA2","IFNA2","CYTOKINE_IMMPORT",TRUE
"group_L2_ba1a60cd","cytokine_stim","STR:transforming growth factor beta 2",1,"GSM3330307",TRUE,"HGNC:TGFB2","TGFB2","CYTOKINE_IMMPORT",TRUE
"group_L4_09aaa504","cytokine_stim","STR:interferon lambda",1,"GSM2795895",TRUE,"STR:ifnl","ifnl","STR_FALLBACK",FALSE
"group_L0_29fabdb2","cytokine_stim","STR:interferon gamma",1,"GSM6164936",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"group_L1_2d3642a3","cytokine_stim","STR:myostatin",1,"GSM7047704",TRUE,"HGNC:MSTN","MSTN","CYTOKINE_HGNC",TRUE
"pair_L2_cef2bd17","cytokine_stim","STR:6_hours",1,"GSM3735248",TRUE,"STR:6_hours","6 hours","STR_FALLBACK",FALSE
"group_L2_b1b1d5d2","cytokine_stim","STR:epidermal growth factor",1,"GSM7073904",TRUE,"HGNC:EGF","EGF","CYTOKINE_IMMPORT",TRUE
"group_L4_0ec228dd","cytokine_stim","STR:il_4_gm_csf_tgf_beta_5_7_days",1,"GSM5283168",TRUE,"STR:il_4_gm_csf_tgf_beta_5_7_days","il-4/gm-csf/tgf-beta 5-7 days","STR_FALLBACK",FALSE
"group_L0_c1ca49a2","cytokine_stim","STR:interleukin-4",1,"GSM5417448",TRUE,"HGNC:IL4","IL4","CYTOKINE_IMMPORT",TRUE
"group_L1_354b13cc","cytokine_stim","STR:interferon gamma",1,"GSM2949386",TRUE,"STR:interferon","interferon î³","STR_FALLBACK",FALSE
"group_L4_05a26688","cytokine_stim","STR:transforming growth factor beta",1,"GSM7698600",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"pair_L3_050004d4","cytokine_stim","STR:cd3_cd28",1,"GSM4280392",TRUE,"STR:cd3_cd28","cd3/cd28","STR_FALLBACK",FALSE
"group_L4_253dff8f","cytokine_stim","STR:tnfaltab",1,"GSM4614183",TRUE,"STR:tnfaltab","tnfaltab","STR_FALLBACK",FALSE
"group_L0_78286ba3","cytokine_stim","STR:transforming growth factor beta",1,"GSM3758269",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"group_L3_867fd701","cytokine_stim","STR:interleukin-33",1,"GSM3684021",TRUE,,,"NO_RECOVERY",FALSE
"group_L0_1df5e0be","cytokine_stim","STR:bronchial_epithelial_cells_differentiated_on_porous_membrane_under_air_liquid_interface_condition",1,"GSM5543688",TRUE,"STR:bronchial_epithelial_cells_differentiated_on_porous_membrane_under_air_liquid_interface_condition","bronchial epithelial cells differentiated on porous  membrane under air-liquid interface condition","STR_FALLBACK",FALSE
"group_L3_20df5229","cytokine_stim","STR:chemerin",1,"GSM8035109",TRUE,"STR:rhchemerin","rhchemerin","STR_FALLBACK",FALSE
"pair_L4_d4c8087e","cytokine_stim","STR:10_nm_c1q_tnf_il_1",1,"GSM4766600",TRUE,"HGNC:TNF","TNF","CYTOKINE_IMMPORT",TRUE
"group_L3_772dca35","cytokine_stim","STR:transforming growth factor beta",1,"GSM7886392",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"group_L1_4c63393d","cytokine_stim","STR:interleukin-5",1,"GSM3660559",TRUE,"HGNC:IL5","IL5","CYTOKINE_IMMPORT",TRUE
"group_L4_e4af8037","cytokine_stim","STR:tnf_ifngamma_5min",1,"GSM6572823",TRUE,"HGNC:TNF","TNF","CYTOKINE_IMMPORT",TRUE
"group_L1_3557cf91","cytokine_stim","STR:cd3_cd28_stimulated",1,"GSM8217160",TRUE,"STR:cd3_cd28_stimulated","cd3/cd28 stimulated","STR_FALLBACK",FALSE
"group_L0_01568cbd","cytokine_stim","STR:interferon gamma",1,"GSM8030475",TRUE,"STR:interferon_gama","interferon gama","STR_FALLBACK",FALSE
"group_L1_810d43ee","cytokine_stim","STR:interferon gamma",1,"GSM5639737",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"pair_L3_ddf65f57","cytokine_stim","STR:fgf2_wnt3a",1,"GSM4603362",TRUE,"HGNC:FGF2","FGF2","CYTOKINE_IMMPORT",TRUE
"group_L1_bcdce7b1","cytokine_stim","STR:il15_il21_bnz",1,"GSM3418215",TRUE,"HGNC:IL15","IL15","CYTOKINE_IMMPORT",TRUE
"group_L1_a858e2ec","cytokine_stim","UNK",1,"GSM5262007",TRUE,,,"NO_RECOVERY",FALSE
"pair_L3_57be3bb2","cytokine_stim","STR:transforming growth factor beta",1,"GSM8215538",TRUE,"HGNC:CD44","CD44","CYTOKINE_HGNC",TRUE
"group_L2_68473556","cytokine_stim","STR:transforming growth factor beta",1,"GSM3577504",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"group_L1_930d4b96","cytokine_stim","STR:agonistic_goat_anti_human_ltbr_antibody",1,"GSM4391878",TRUE,"HGNC:LTBR","LTBR","CYTOKINE_IMMPORT",TRUE
"group_L1_80fb9f0d","cytokine_stim","STR:filgrastim",1,"GSM2747688",TRUE,"HGNC:CSF3","CSF3","CYTOKINE_IMMPORT",TRUE
"group_L4_15c61206","cytokine_stim","STR:ciml_il_12_15_18",1,"GSM4677548",TRUE,"STR:ciml_il_12_15_18","ciml (il-12/15/18)","STR_FALLBACK",FALSE
"group_L1_02669667","cytokine_stim","STR:eosinophil-derived neurotoxin",1,"GSM3036069",TRUE,"STR:eosinophil_derived_neurotoxin_edn","eosinophil-derived neurotoxin (edn)","STR_FALLBACK",FALSE
"pair_L0_6cc10ffa","cytokine_stim","STR:transforming growth factor beta",1,"GSM8115016",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"pair_L0_331a906a","cytokine_stim","STR:interleukin-6",1,"GSM3099434",TRUE,"HGNC:IL6","IL6","CYTOKINE_IMMPORT",TRUE
"group_L2_658e5272","cytokine_stim","UNK",1,"GSM4710650",TRUE,,,"NO_RECOVERY",FALSE
"group_L2_f098adb0","cytokine_stim","STR:gc_3h_igm_cd40",1,"GSM6394807",TRUE,"HGNC:CD40","CD40","CYTOKINE_IMMPORT",TRUE
"group_L4_ccda7c3f","cytokine_stim","STR:epidermal growth factor",1,"GSM8042972",TRUE,"HGNC:EGF","EGF","CYTOKINE_IMMPORT",TRUE
"pair_L0_d6764494","cytokine_stim","STR:interleukin 27 subunit alpha",1,"GSM5711140",TRUE,,,"NO_RECOVERY",FALSE
"group_L0_6a0e969d","cytokine_stim","STR:cd3",1,"GSM8192622",TRUE,"STR:cd3_cd28_activated","cd3/cd28 activated","STR_FALLBACK",FALSE
"group_L1_b0ca2655","cytokine_stim","STR:ifnalpha_lps",1,"GSM5531654",TRUE,"STR:ifnalpha_lps","ifnalpha-lps","STR_FALLBACK",FALSE
"group_L3_2bbc8300","cytokine_stim","STR:epidermal growth factor",1,"GSM7073880",TRUE,"HGNC:EGF","EGF","CYTOKINE_IMMPORT",TRUE
"group_L4_e21d764b","cytokine_stim","STR:interferon alpha-6",1,"GSM5687436",TRUE,"HGNC:IFNA6","IFNA6","CYTOKINE_IMMPORT",TRUE
"group_L1_0ad2472b","cytokine_stim","STR:tnfil17",1,"GSM4413653",TRUE,"STR:tnfil17","tnfil17","STR_FALLBACK",FALSE
"group_L3_3b5fa651","cytokine_stim","STR:6_hours",1,"GSM3735248",TRUE,"STR:6_hours","6 hours","STR_FALLBACK",FALSE
"pair_L2_1590dbb7","cytokine_stim","UNK",1,"GSM3464057",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_0bdae957","cytokine_stim","STR:interferon gamma",1,"GSM2949398",TRUE,"STR:interferon","interferon î³","STR_FALLBACK",FALSE
"group_L2_48ec0a8c","cytokine_stim","STR:il_17_tnfa",1,"GSM5356216",TRUE,"HGNC:IL17A","IL17A","CYTOKINE_IMMPORT",TRUE
"group_L0_84abdc2f","cytokine_stim","STR:interferon beta 1",1,"GSM5400629",TRUE,"HGNC:THPO","THPO","CYTOKINE_IMMPORT",TRUE
"group_L2_a2efd9e9","cytokine_stim","UNK",1,"GSM7668379",TRUE,,,"NO_RECOVERY",FALSE
"pair_L2_bb500408","cytokine_stim","UNK",1,"GSM3315728",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_19b3544d","cytokine_stim","STR:transforming growth factor beta 1",1,"GSM3291109",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
