geo_accession	series_id_raw	series_id_resolved
GSM4278917	GSE144058	GSE144058
GSM4278918	GSE144058	GSE144058
GSM4278919	GSE144058	GSE144058
GSM4278920	GSE144058	GSE144058
GSM4278921	GSE144058	GSE144058
GSM4278922	GSE144058	GSE144058
GSM4278923	GSE144058	GSE144058
GSM4278924	GSE144058	GSE144058
GSM4278925	GSE144058	GSE144058
GSM4278926	GSE144058	GSE144058
GSM4308404	GSE145203,GSE145205	GSE145203
GSM4308405	GSE145203,GSE145205	GSE145203
GSM4308406	GSE145203,GSE145205	GSE145203
GSM4308407	GSE145203,GSE145205	GSE145203
GSM4308408	GSE145203,GSE145205	GSE145203
GSM4308409	GSE145203,GSE145205	GSE145203
GSM4308410	GSE145203,GSE145205	GSE145203
GSM4308411	GSE145203,GSE145205	GSE145203
GSM4308412	GSE145203,GSE145205	GSE145203
GSM4308413	GSE145203,GSE145205	GSE145203
GSM4308414	GSE145203,GSE145205	GSE145203
GSM4308415	GSE145203,GSE145205	GSE145203
GSM4308416	GSE145203,GSE145205	GSE145203
GSM4308417	GSE145203,GSE145205	GSE145203
GSM4308418	GSE145203,GSE145205	GSE145203
GSM4308419	GSE145203,GSE145205	GSE145203
GSM4459852	GSE148297	GSE148297
GSM4459853	GSE148297	GSE148297
GSM4459854	GSE148297	GSE148297
GSM4459855	GSE148297	GSE148297
GSM4459856	GSE148297	GSE148297
GSM4459857	GSE148297	GSE148297
GSM4459858	GSE148297	GSE148297
GSM4459859	GSE148297	GSE148297
GSM4459860	GSE148297	GSE148297
GSM4459861	GSE148297	GSE148297
GSM4459862	GSE148297	GSE148297
GSM4459863	GSE148297	GSE148297
GSM4592591	GSE151875,GSE151877	GSE151875
GSM4592592	GSE151875,GSE151877	GSE151875
GSM4592593	GSE151875,GSE151877	GSE151875
GSM4592594	GSE151875,GSE151877	GSE151875
GSM4592595	GSE151875,GSE151877	GSE151875
GSM4592596	GSE151875,GSE151877	GSE151875
GSM4592597	GSE151875,GSE151877	GSE151875
GSM4592598	GSE151875,GSE151877	GSE151875
GSM4592599	GSE151875,GSE151877	GSE151875
GSM4592600	GSE151875,GSE151877	GSE151875
GSM4592601	GSE151875,GSE151877	GSE151875
GSM4592602	GSE151875,GSE151877	GSE151875
GSM4592603	GSE151875,GSE151877	GSE151875
GSM4592604	GSE151875,GSE151877	GSE151875
GSM4592605	GSE151875,GSE151877	GSE151875
GSM4592606	GSE151875,GSE151877	GSE151875
GSM4592607	GSE151875,GSE151877	GSE151875
GSM4592608	GSE151875,GSE151877	GSE151875
GSM4592609	GSE151875,GSE151877	GSE151875
GSM4592610	GSE151875,GSE151877	GSE151875
GSM4592611	GSE151875,GSE151877	GSE151875
GSM4592612	GSE151875,GSE151877	GSE151875
GSM4592613	GSE151875,GSE151877	GSE151875
GSM4592614	GSE151875,GSE151877	GSE151875
GSM4592615	GSE151875,GSE151877	GSE151875
GSM4592616	GSE151875,GSE151877	GSE151875
GSM4592617	GSE151875,GSE151877	GSE151875
GSM4592618	GSE151875,GSE151877	GSE151875
GSM4592619	GSE151875,GSE151877	GSE151875
GSM4592620	GSE151875,GSE151877	GSE151875
GSM4972102	GSE163101	GSE163101
GSM4972103	GSE163101	GSE163101
GSM4972104	GSE163101	GSE163101
GSM4972105	GSE163101	GSE163101
GSM4972106	GSE163101	GSE163101
GSM4972107	GSE163101	GSE163101
GSM5028395	GSE137053,GSE163076	GSE137053
GSM5028396	GSE137053,GSE163076	GSE137053
GSM5070747	GSE157036,GSE166411	GSE166411
GSM5070748	GSE157036,GSE166411	GSE166411
GSM5070749	GSE157036,GSE166411	GSE166411
GSM5070750	GSE157036,GSE166411	GSE166411
GSM5070751	GSE157036,GSE166411	GSE166411
GSM5070752	GSE157036,GSE166411	GSE166411
GSM5070753	GSE157036,GSE166411	GSE166411
GSM5070754	GSE157036,GSE166411	GSE166411
GSM5070755	GSE157036,GSE166411	GSE166411
GSM5070756	GSE157036,GSE166411	GSE166411
GSM5070757	GSE157036,GSE166411	GSE166411
GSM5070758	GSE157036,GSE166411	GSE166411
GSM5070759	GSE157036,GSE166411	GSE166411
GSM5070760	GSE157036,GSE166411	GSE166411
GSM5070761	GSE157036,GSE166411	GSE166411
GSM5070762	GSE157036,GSE166411	GSE166411
GSM5070763	GSE157036,GSE166411	GSE166411
GSM5070764	GSE157036,GSE166411	GSE166411
GSM5553109	GSE183199,GSE183200	GSE183199
GSM5553110	GSE183199,GSE183200	GSE183199
GSM5553111	GSE183199,GSE183200	GSE183199
GSM5553112	GSE183199,GSE183200	GSE183199
GSM5553113	GSE183199,GSE183200	GSE183199
GSM5553114	GSE183199,GSE183200	GSE183199
GSM5553115	GSE183199,GSE183200	GSE183199
GSM5553116	GSE183199,GSE183200	GSE183199
GSM5553117	GSE183199,GSE183200	GSE183199
GSM5553118	GSE183199,GSE183200	GSE183199
GSM5553119	GSE183199,GSE183200	GSE183199
GSM5553120	GSE183199,GSE183200	GSE183199
GSM5553121	GSE183199,GSE183200	GSE183199
GSM5663877	GSE186933	GSE186933
GSM5663878	GSE186933	GSE186933
GSM5663879	GSE186933	GSE186933
GSM5663880	GSE186933	GSE186933
GSM5663881	GSE186933	GSE186933
GSM5663882	GSE186933	GSE186933
GSM5702793	GSE189518	GSE189518
GSM5702794	GSE189518	GSE189518
GSM5702795	GSE189518	GSE189518
GSM5702796	GSE189518	GSE189518
GSM5702797	GSE189518	GSE189518
GSM5702798	GSE189518	GSE189518
GSM5702799	GSE189518	GSE189518
GSM5702800	GSE189518	GSE189518
GSM5702801	GSE189518	GSE189518
GSM5702802	GSE189518	GSE189518
GSM5702803	GSE189518	GSE189518
GSM5702804	GSE189518	GSE189518
GSM5702805	GSE189518	GSE189518
GSM5702806	GSE189518	GSE189518
GSM5702807	GSE189518	GSE189518
GSM5702808	GSE189518	GSE189518
GSM5702809	GSE189518	GSE189518
GSM5702810	GSE189518	GSE189518
GSM5702811	GSE189518	GSE189518
GSM5702812	GSE189518	GSE189518
GSM5702813	GSE189518	GSE189518
GSM5702814	GSE189518	GSE189518
GSM5702815	GSE189518	GSE189518
GSM5702816	GSE189518	GSE189518
GSM5702817	GSE189518	GSE189518
GSM5702818	GSE189518	GSE189518
GSM5702819	GSE189518	GSE189518
GSM5702820	GSE189518	GSE189518
GSM5702821	GSE189518	GSE189518
GSM5702822	GSE189518	GSE189518
GSM5702823	GSE189518	GSE189518
GSM5702824	GSE189518	GSE189518
GSM5702825	GSE189518	GSE189518
GSM5702826	GSE189518	GSE189518
GSM5702827	GSE189518	GSE189518
GSM5702828	GSE189518	GSE189518
GSM5702829	GSE189518	GSE189518
GSM5702830	GSE189518	GSE189518
GSM5702831	GSE189518	GSE189518
GSM5702832	GSE189518	GSE189518
GSM5702833	GSE189518	GSE189518
GSM5702834	GSE189518	GSE189518
GSM5702835	GSE189518	GSE189518
GSM5702836	GSE189518	GSE189518
GSM5702837	GSE189518	GSE189518
GSM5702838	GSE189518	GSE189518
GSM5702839	GSE189518	GSE189518
GSM5702840	GSE189518	GSE189518
GSM5702841	GSE189518	GSE189518
GSM5702842	GSE189518	GSE189518
GSM5702843	GSE189518	GSE189518
GSM5702844	GSE189518	GSE189518
GSM5726187	GSE190600	GSE190600
GSM5726188	GSE190600	GSE190600
GSM5726189	GSE190600	GSE190600
GSM5726190	GSE190600	GSE190600
GSM5726191	GSE190600	GSE190600
GSM5726192	GSE190600	GSE190600
GSM5726193	GSE190600	GSE190600
GSM5726194	GSE190600	GSE190600
GSM5726195	GSE190600	GSE190600
GSM5726196	GSE190600	GSE190600
GSM5726197	GSE190600	GSE190600
GSM5726198	GSE190600	GSE190600
GSM5726199	GSE190600	GSE190600
GSM5726200	GSE190600	GSE190600
GSM5732492	GSE190823	GSE190823
GSM5732493	GSE190823	GSE190823
GSM5732494	GSE190823	GSE190823
GSM5732495	GSE190823	GSE190823
GSM5732496	GSE190823	GSE190823
GSM5732497	GSE190823	GSE190823
GSM5732498	GSE190823	GSE190823
GSM5732499	GSE190823	GSE190823
GSM5732500	GSE190823	GSE190823
GSM5738045	GSE191054	GSE191054
GSM5738046	GSE191054	GSE191054
GSM5738047	GSE191054	GSE191054
GSM5738048	GSE191054	GSE191054
GSM5738049	GSE191054	GSE191054
GSM5738050	GSE191054	GSE191054
GSM5738051	GSE191054	GSE191054
GSM5738052	GSE191054	GSE191054
GSM5738053	GSE191054	GSE191054
GSM5738054	GSE191054	GSE191054
GSM5738055	GSE191054	GSE191054
GSM5738056	GSE191054	GSE191054
GSM5738057	GSE191054	GSE191054
GSM5738058	GSE191054	GSE191054
GSM5738059	GSE191054	GSE191054
GSM5738060	GSE191054	GSE191054
GSM6106623	GSE202222,GSE202230	GSE202222
GSM6106624	GSE202222,GSE202230	GSE202222
GSM6106625	GSE202222,GSE202230	GSE202222
GSM6106626	GSE202222,GSE202230	GSE202222
GSM6106627	GSE202222,GSE202230	GSE202222
GSM6106628	GSE202222,GSE202230	GSE202222
GSM6106629	GSE202222,GSE202230	GSE202222
GSM6106630	GSE202222,GSE202230	GSE202222
GSM6106631	GSE202222,GSE202230	GSE202222
GSM6106632	GSE202222,GSE202230	GSE202222
GSM6106633	GSE202222,GSE202230	GSE202222
GSM6106634	GSE202222,GSE202230	GSE202222
GSM6287791	GSE207452	GSE207452
GSM6287792	GSE207452	GSE207452
GSM6287793	GSE207452	GSE207452
GSM6287794	GSE207452	GSE207452
GSM6287795	GSE207452	GSE207452
GSM6287796	GSE207452	GSE207452
GSM6287797	GSE207452	GSE207452
GSM6287798	GSE207452	GSE207452
GSM6287799	GSE207452	GSE207452
GSM6287800	GSE207452	GSE207452
GSM6287801	GSE207452	GSE207452
GSM6287802	GSE207452	GSE207452
GSM6287803	GSE207452	GSE207452
GSM6287804	GSE207452	GSE207452
GSM6287805	GSE207452	GSE207452
GSM6287806	GSE207452	GSE207452
GSM6596033	GSE213896	GSE213896
GSM6596034	GSE213896	GSE213896
GSM6596035	GSE213896	GSE213896
GSM6596036	GSE213896	GSE213896
GSM6596037	GSE213896	GSE213896
GSM6596038	GSE213896	GSE213896
GSM6596039	GSE213896	GSE213896
GSM6596040	GSE213896	GSE213896
GSM6596041	GSE213896	GSE213896
GSM6596042	GSE213896	GSE213896
GSM6596043	GSE213896	GSE213896
GSM6596044	GSE213896	GSE213896
GSM6596045	GSE213896	GSE213896
GSM6596046	GSE213896	GSE213896
GSM6596047	GSE213896	GSE213896
GSM6596048	GSE213896	GSE213896
GSM6596049	GSE213896	GSE213896
GSM6596050	GSE213896	GSE213896
GSM6596051	GSE213896	GSE213896
GSM6596052	GSE213896	GSE213896
GSM6596053	GSE213896	GSE213896
GSM6596054	GSE213896	GSE213896
GSM6596055	GSE213896	GSE213896
GSM6596056	GSE213896	GSE213896
GSM6596057	GSE213896	GSE213896
GSM6596058	GSE213896	GSE213896
GSM6596059	GSE213896	GSE213896
GSM6596060	GSE213896	GSE213896
GSM6596061	GSE213896	GSE213896
GSM6596062	GSE213896	GSE213896
GSM6596063	GSE213896	GSE213896
GSM6596064	GSE213896	GSE213896
GSM6596065	GSE213896	GSE213896
GSM6596066	GSE213896	GSE213896
GSM6596067	GSE213896	GSE213896
GSM6596068	GSE213896	GSE213896
GSM6596069	GSE213896	GSE213896
GSM6596070	GSE213896	GSE213896
GSM6596071	GSE213896	GSE213896
GSM6596072	GSE213896	GSE213896
GSM6596073	GSE213896	GSE213896
GSM6596074	GSE213896	GSE213896
GSM6596075	GSE213896	GSE213896
GSM6596076	GSE213896	GSE213896
