geo_accession	series_id_raw	series_id_resolved
GSM4073829	GSE137245,GSE160583	GSE137245
GSM4073830	GSE137245,GSE160583	GSE137245
GSM4073831	GSE137245,GSE160583	GSE137245
GSM4073832	GSE137245,GSE160583	GSE137245
GSM4073833	GSE137245,GSE160583	GSE137245
GSM4073834	GSE137245,GSE160583	GSE137245
GSM4073835	GSE137245,GSE160583	GSE137245
GSM4073836	GSE137245,GSE160583	GSE137245
GSM4073837	GSE137245,GSE160583	GSE137245
GSM4073838	GSE137245,GSE160583	GSE137245
GSM4073839	GSE137245,GSE160583	GSE137245
GSM4073840	GSE137245,GSE160583	GSE137245
GSM4073841	GSE137245,GSE160583	GSE137245
GSM4073842	GSE137245,GSE160583	GSE137245
GSM4073843	GSE137245,GSE160583	GSE137245
GSM4073844	GSE137245,GSE160583	GSE137245
GSM4073845	GSE137245,GSE160583	GSE137245
GSM4073846	GSE137245,GSE160583	GSE137245
GSM4073847	GSE137245,GSE160583	GSE137245
GSM4134964	GSE139261	GSE139261
GSM4134966	GSE139261	GSE139261
GSM4134970	GSE139261	GSE139261
GSM4134973	GSE139261	GSE139261
GSM4134974	GSE139261	GSE139261
GSM4134975	GSE139261	GSE139261
GSM4134976	GSE139261	GSE139261
GSM4134977	GSE139261	GSE139261
GSM4134978	GSE139261	GSE139261
GSM4278905	GSE144058	GSE144058
GSM4278906	GSE144058	GSE144058
GSM4278907	GSE144058	GSE144058
GSM4278908	GSE144058	GSE144058
GSM4278909	GSE144058	GSE144058
GSM4278910	GSE144058	GSE144058
GSM4278911	GSE144058	GSE144058
GSM4278912	GSE144058	GSE144058
GSM4278913	GSE144058	GSE144058
GSM4278914	GSE144058	GSE144058
GSM4278915	GSE144058	GSE144058
GSM4278916	GSE144058	GSE144058
