"cluster_id","entita","k","classe_registro","antenato_di_membro","str_stato_o_ombrello","non_entita"
"cgroup_L5_a4c464f3","MeSH:D008113",2,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_a4cc8281","MeSH:D019693",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_a585df5c","MeSH:D010001",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_a69fcae5","MeSH:D008180",6,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_a7dc3bf4","CHEBI:32065",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_a85317f9","CHEBI:9574",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_a8607b42","CHEBI:5847",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_a8a80d29","CHEBI:230488",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_a8d751c5","CHEBI:189652",2,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_aa8c1d6d","CHEBI:230508",9,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_ab0eff31","STR:g9a_inhibitor",1,"",FALSE,TRUE,TRUE
"cgroup_L5_ab492b2d","MeSH:D009092",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_ad5b88bf","CHEBI:746908",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_adbc18eb","MeSH:D000074285",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_add0af24","NCBITaxon:838",1,"taxon_sopra_specie",FALSE,FALSE,TRUE
"cgroup_L5_add6f0c9","CHEBI:177536",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_ae4021cf","NCBITaxon:11646",1,"taxon_sopra_specie",FALSE,FALSE,TRUE
"cgroup_L5_ae503a3d","MeSH:D010051",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_ae5eee6f","CHEBI:3942",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_aeabe461","MeSH:D007765",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_af782291","CHEBI:81571",3,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_b03b2578","CHEBI:17883+CHEBI:231360",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_b0f414f2","CHEBI:16382+CHEBI:233224",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_b155ae9d","STR:mir_192_5p_inhibitor",1,"",FALSE,TRUE,TRUE
"cgroup_L5_b198f04a","MeSH:D009202",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_b1adf247","MeSH:D012595",2,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_b28c42c7","NCBITaxon:1525965",1,"taxon_sopra_specie",FALSE,FALSE,TRUE
"cgroup_L5_b2c8601f","CHEBI:9574",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_b4f2d093","CHEBI:231348",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_b62ada98","MeSH:D049970",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_b6d12d89","CHEBI:26523",1,"",TRUE,FALSE,TRUE
"cgroup_L5_b827e5fe","CHEBI:34823",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_b8ef0d48","CHEBI:232547",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_b925712f","STR:lin28b_inhibitor",1,"",FALSE,TRUE,TRUE
"cgroup_L5_b9617909","CHEBI:52221",1,"",TRUE,FALSE,TRUE
"cgroup_L5_b9c00623","MeSH:D001172",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_bbe0464a","MeSH:D012595",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_bc234353","CHEBI:28613",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_bcbfd799","CHEBI:231345+CHEBI:30780",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_bd6505c0","CHEBI:207493",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_bdb890b3","CHEBI:34741",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_be6718c3","CHEBI:233310",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_beec6618","CHEBI:233160",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_c0a4fb9f","STR:brd9_7_inhibitor",1,"",FALSE,TRUE,TRUE
"cgroup_L5_c12aeaec","CHEBI:80551",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_c17e5342","MeSH:D010190",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_c1e217d6","CHEBI:231342",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_c4a5ae08","CHEBI:5354",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_c5c72bba","CHEBI:189651",3,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_c681a13e","MeSH:D013684",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_c70eb4b5","CHEBI:232338",2,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_c7bcdd28","STR:oga_mgea5_inhibitor",1,"",FALSE,TRUE,TRUE
"cgroup_L5_c8a8c8eb","STR:plx1_brd4_inhibitor",1,"",FALSE,TRUE,TRUE
"cgroup_L5_c95397b8","CHEBI:17883+CHEBI:231367",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_c98d0ae1","CHEBI:198892",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_c99ed4ee","MeSH:D010051",5,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_ca409866","CHEBI:17883+CHEBI:231359",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_cb8b6f05","MeSH:D017676",2,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_cbbffb26","CHEBI:9570",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_cc922d97","CHEBI:177770",2,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_ccad6e82","STR:p38_mapk_inhibitor",1,"",FALSE,TRUE,TRUE
"cgroup_L5_cd115d76","CHEBI:233359",2,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_cd6587ac","CHEBI:747377",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_ced6c756","MeSH:D000074285",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_cedfe2ff","CHEBI:7421",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_cfcd332c","CHEBI:4948",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_d29c25b1","MeSH:D064592",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_d2bacd4b","CHEBI:207493",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_d33d9231","MeSH:D009202",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_d431e903","MeSH:D006086",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_d4488c06","CHEBI:17883+CHEBI:64111",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_d578bf1b","CHEBI:234079",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_d73339c0","MeSH:D009396",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_d7fa3d11","MeSH:D010182",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_d81bc881","CHEBI:80025",2,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_d8be0276","NCBITaxon:209",1,"taxon_sopra_specie",FALSE,FALSE,TRUE
"cgroup_L5_da16a4a9","CHEBI:233318",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_da73a69e","CHEBI:135918",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_dac1b45f","MeSH:D010911",2,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_dadca8ca","CHEBI:80805",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_dc7451b1","CHEBI:230493",8,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_dc7b147b","CHEBI:177705",2,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_dd86d716","MeSH:D001743",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_de09e3b7","CHEBI:5939+CHEMBL:CHEMBL2108494",2,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_dea6cf06","CHEBI:233365",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_debc31b0","MeSH:D003924",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_dfcd7fd3","CHEBI:231696",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_e044757f","MeSH:D009092",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_e05b35ae","CHEBI:81569",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_e142b997","CHEBI:135002",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_e1d6a3fc","STR:ire1_xbp1s_activator",1,"",FALSE,TRUE,TRUE
"cgroup_L5_e218677c","MeSH:D000074285",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_e22e54a1","CHEBI:22901+CHEBI:72754",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_e2cf9535","CHEBI:197107",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_e37b838c","CHEBI:205761",5,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_e398a1f2","CHEBI:233156",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_e3b42b2b","CHEBI:9747",2,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_e4a4ac7c","CHEBI:187904",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_e557724b","CHEBI:232550",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_e5ced82e","CHEBI:230504",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_e61eb594","NCBITaxon:53892",1,"taxon_sopra_specie",FALSE,FALSE,TRUE
"cgroup_L5_e65686c0","CHEBI:232521",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_e87ebff8","CHEBI:25675",1,"",TRUE,FALSE,TRUE
"cgroup_L5_e886ca66","CHEBI:232752",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_e8cf059b","CHEBI:232606",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_e8e95b85","CHEBI:39026+CHEBI:60151",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_e9ac7edf","CHEBI:195317",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_eb2e8e0c","MeSH:D006331",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_eba39954","MeSH:D000074285",5,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_ec7d20e2","CHEBI:3815",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_ed24d975","MeSH:D001018",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_ede29f25","CHEBI:80240",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_ef545d5b","MeSH:D055623",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_f070b585","CHEBI:43717",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_f0fb9a81","CHEBI:195327",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_f134c82d","NCBITaxon:238707",1,"taxon_sopra_specie",FALSE,FALSE,TRUE
"cgroup_L5_f2524d51","CHEBI:81664+CHEBI:84491",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_f29dd3b3","MeSH:D001172",7,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_f37378b9","CHEBI:141046+CHEBI:26333",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_f37c67ac","MeSH:D002578",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_f44b01e2","CHEBI:230905",4,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_f586e278","CHEBI:81579",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_f5a5242c","STR:zbc_11_inhibitor",1,"",FALSE,TRUE,TRUE
"cgroup_L5_f62ae528","STR:hpk1_inhibitor",1,"",FALSE,TRUE,TRUE
"cgroup_L5_f7416072","NCBITaxon:644105",2,"taxon_sopra_specie",FALSE,FALSE,TRUE
"cgroup_L5_f76cdd38","STR:dyrk1b_inhibitor",1,"",FALSE,TRUE,TRUE
"cgroup_L5_f7960a48","CHEBI:62932+CHEBI:8764",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_f81fdf92","CHEBI:189658",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_f832048f","MeSH:D001943",6,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_f87dd30e","NCBITaxon:137507",2,"taxon_sopra_specie",FALSE,FALSE,TRUE
"cgroup_L5_f9769fd6","CHEBI:230495",3,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_fa41ee2d","CHEBI:22901+CHEBI:33216",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_fa51d648","CHEBI:16393+CHEBI:37550",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_faeead53","CHEBI:89324",1,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_fd3a5622","CHEBI:174541",2,"chebi_non_curata",FALSE,FALSE,TRUE
"cgroup_L5_fd54966b","STR:mir_432_5p_inhibitor",1,"",FALSE,TRUE,TRUE
"cgroup_L5_fd862526","NCBITaxon:445",1,"taxon_sopra_specie",FALSE,FALSE,TRUE
"cgroup_L5_fdfde128","MeSH:D009298",1,"mesh_alto_nell_albero",FALSE,FALSE,TRUE
"cgroup_L5_ff1aeef2","STR:hsa_let_7f_inhibitor",1,"",FALSE,TRUE,TRUE
