"cluster_id","anchor_key","k","n_total","studies_in_cluster","canonical_name","contrast_entity","contrast_direction","contrast_control_key","contrast_entity_source","entita_canonica","fonte_risoluzione","fiducia"
"cgroup_L5_6c326d75","CHEBI:28001||gain||h o",1,6,"GSE227970","α-<small>D</small>-<i>manno</i>-heptulopyranose","CHEBI:28001","gain","h o","onto","CHEBI:28001","GIA_CANONICO","nessuna"
"cgroup_L5_6c33fcfd","CHEBI:91451||gain||vehicle_untreated",1,17,"GSE199800","CHIR-265","CHEBI:91451","gain","vehicle_untreated","onto","CHEBI:91451","GIA_CANONICO","nessuna"
"cgroup_L5_6c36fb9b","STR:adnp_knockdown_day1||block||vehicle_untreated_ownbase",1,8,"GSE235921","ADNP","STR:adnp_knockdown_day1","block","vehicle_untreated_ownbase","STR","STR:adnp_knockdown_day1","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6c3dc87a","STR:rela1_r4||gain||vehicle_untreated",1,15,"GSE156619","pediatric ependymoma","STR:rela1_r4","gain","vehicle_untreated","STR","STR:rela1_r4","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6c43e6cd","STR:k31r_mutant||gain||wild type",1,9,"GSE126451",NA,"STR:k31r_mutant","gain","wild type","STR","STR:k31r_mutant","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6c49c20d","STR:pooled_sirna_targeting_tnik_rep6||block||non targeting sirna",1,6,"GSE216015","TRAF2 and NCK interacting kinase","STR:pooled_sirna_targeting_tnik_rep6","block","non targeting sirna","STR","STR:pooled_sirna_targeting_tnik_rep6","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6c52bce1","HGNC:6561||block||vehicle_untreated",1,9,"GSE180981","KRT33B","HGNC:6561","block","vehicle_untreated","onto","HGNC:6561","GIA_CANONICO","nessuna"
"cgroup_L5_6c52fbaa","CHEBI:17992||gain||vehicle_untreated",1,17,"GSE106928","chloride","CHEBI:17992","gain","vehicle_untreated","onto","CHEBI:17992","GIA_CANONICO","nessuna"
"cgroup_L5_6c590317","STR:cdyl_gene_silencing||loss||vehicle_untreated",1,4,"GSE141239","CDYL","STR:cdyl_gene_silencing","loss","vehicle_untreated","STR","STR:cdyl_gene_silencing","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6c591b15","STR:lfic_priming||gain||vehicle_untreated",1,2,"GSE135821","lipopolysaccharide","STR:lfic_priming","gain","vehicle_untreated","STR","STR:lfic_priming","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6c5b0ce9","STR:post_adt||gain||pre adt_ownbase",1,20,"GSE150368",NA,"STR:post_adt","gain","pre adt_ownbase","STR","STR:post_adt","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6c624647","CHEBI:6801||gain||placebo_ownbase",1,40,"GSE224900","metformin","CHEBI:6801","gain","placebo_ownbase","onto","CHEBI:6801","GIA_CANONICO","nessuna"
"cgroup_L5_6c657fc9","STR:lp99||gain||vehicle_untreated",1,2,"GSE189472","retinoic acid","STR:lp99","gain","vehicle_untreated","STR","STR:lp99","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6c65bb11","CHEBI:6716||gain||vehicle_untreated",2,15,"GSE136795;GSE235151",NA,"CHEBI:6716","gain","vehicle_untreated","onto","CHEBI:6716","GIA_CANONICO","nessuna"
"cgroup_L5_6c66d558","HGNC:8620||block||wild type",1,4,"GSE128140","PAX6","HGNC:8620","block","wild type","onto","HGNC:8620","GIA_CANONICO","nessuna"
"cgroup_L5_6c6a3b7b","COMBO:nec-1s+sm-164+tnf-+zvad||gain||vehicle_untreated",1,6,"GSE108621","Recombinant Tumor Necrosis Factor-alpha (human)","COMBO:nec-1s+sm-164+tnf-+zvad","gain","vehicle_untreated","COMBO","COMBO:nec-1s+sm-164+tnf-+zvad","GIA_CANONICO","nessuna"
"cgroup_L5_6c6aa19d","STR:siu1c||gain||siluc",1,4,"GSE226804","CDK19","STR:siu1c","gain","siluc","STR","STR:siu1c","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6c741166","STR:rasa2_knockout||block||vehicle_untreated",1,8,"GSE204862","RAF1","STR:rasa2_knockout","block","vehicle_untreated","STR","STR:rasa2_knockout","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6c780792","COMBO:sfn+uvb||gain||vehicle_untreated",1,4,"GSE185320","sulforaphane","COMBO:sfn+uvb","gain","vehicle_untreated","COMBO","COMBO:sfn+uvb","GIA_CANONICO","nessuna"
"cgroup_L5_6c78a0cd","STR:sc623035||gain||vehicle_untreated",1,13,"GSE171415","non-small cell lung carcinoma","STR:sc623035","gain","vehicle_untreated","STR","STR:sc623035","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6c7f9e9e","MeSH:D015451||gain||vehicle_untreated",3,32,"GSE111793;GSE113386;GSE145842","chronic lymphocytic leukemia","MeSH:D015451","gain","vehicle_untreated","anchor","MeSH:D015451","GIA_CANONICO","nessuna"
"cgroup_L5_6c8c795e","STR:tnbc_breast_tumor||gain||vehicle_untreated",1,16,"GSE52194","triple-negative breast cancer","STR:tnbc_breast_tumor","gain","vehicle_untreated","STR","STR:tnbc_breast_tumor","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6c99101f","STR:pou2f3_depleted||gain||vehicle_untreated",1,8,"GSE197426","POU class 2 homeobox 3","STR:pou2f3_depleted","gain","vehicle_untreated","STR","STR:pou2f3_depleted","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6c9bd519","STR:sgrna1||block||koptk non targeting guide",1,2,"GSE104018",NA,"STR:sgrna1","block","koptk non targeting guide","STR","STR:sgrna1","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6ca37688","STR:sh_zfand3_1||gain||vehicle_untreated",1,9,"GSE138618","TMEM44","STR:sh_zfand3_1","gain","vehicle_untreated","STR","STR:sh_zfand3_1","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6caadd23","STR:nevus||gain||vehicle_untreated",1,2,"GSE112219",NA,"STR:nevus","gain","vehicle_untreated","STR","STR:nevus","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6cae2c03","STR:shstil||gain||shnc",1,6,"GSE211563","SOX4","STR:shstil","gain","shnc","STR","STR:shstil","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6cb41105","STR:arginine||gain||vehicle_untreated",1,14,"GSE113751",NA,"STR:arginine","gain","vehicle_untreated","STR","STR:arginine","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6cbb281b","STR:meox2_sgrna1||block||non targeting sgrna",1,8,"GSE181144","MEOX homeobox 2","STR:meox2_sgrna1","block","non targeting sgrna","STR","STR:meox2_sgrna1","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6cc1b4c7","STR:kdm3a_overexpression||gain||vehicle_untreated",1,4,"GSE133098","KDM3A","STR:kdm3a_overexpression","gain","vehicle_untreated","STR","STR:kdm3a_overexpression","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6cd2806e","STR:ep300_knockdown||block||scrambled sirna",1,12,"GSE194080","EP300","STR:ep300_knockdown","block","scrambled sirna","STR","STR:ep300_knockdown","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6cd3a8a5","STR:henoch_schonlein_purpura_nephritis_12_months||gain||vehicle_untreated",1,3,"GSE102114","Henoch-Schonlein Purpura Nephritis","STR:henoch_schonlein_purpura_nephritis_12_months","gain","vehicle_untreated","STR","STR:henoch_schonlein_purpura_nephritis_12_months","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6cdbe341","HGNC:6547||gain||wild type",1,4,"GSE233425","LHB","HGNC:6547","gain","wild type","onto","HGNC:6547","GIA_CANONICO","nessuna"
"cgroup_L5_6ce2e922","STR:cag_55_caacag_1_ccgcca_1_ccg_10_cct_2||gain||ctrl",1,4,"GSE233408","Huntington's disease","STR:cag_55_caacag_1_ccgcca_1_ccg_10_cct_2","gain","ctrl","STR","STR:cag_55_caacag_1_ccgcca_1_ccg_10_cct_2","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6ce422cd","CHEMBL:CHEMBL3301587||gain||vehicle_untreated",1,37,"GSE148476","DURVALUMAB","CHEMBL:CHEMBL3301587","gain","vehicle_untreated","onto","CHEMBL:CHEMBL3301587","GIA_CANONICO","nessuna"
"cgroup_L5_6ce4ac22","STR:tuberculosis||gain||vehicle_untreated",3,121,"GSE122485;GSE157657;GSE157671","Mycobacterium tuberculosis","STR:tuberculosis","gain","vehicle_untreated","STR","STR:tuberculosis","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6ce9535a","NCBITaxon:10358||gain||vehicle_untreated",1,4,"GSE94859","Cytomegalovirus","NCBITaxon:10358","gain","vehicle_untreated","onto","NCBITaxon:10358","GIA_CANONICO","nessuna"
"cgroup_L5_6cfa3474","STR:aqp4_on||gain||vehicle_untreated",1,8,"GSE226808",NA,"STR:aqp4_on","gain","vehicle_untreated","STR","STR:aqp4_on","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6cfdfe8a","STR:carbon_ion||gain||vehicle_untreated",1,30,"GSE198100",NA,"STR:carbon_ion","gain","vehicle_untreated","STR","STR:carbon_ion","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6d02d99d","STR:sigata6||gain||siscr",1,4,"GSE164431","GATA6","STR:sigata6","gain","siscr","STR","STR:sigata6","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6d04c149","CHEMBL:CHEMBL4297278||gain||vehicle_untreated",2,31,"GSE128515;GSE96917","Enzalutamide","CHEMBL:CHEMBL4297278","gain","vehicle_untreated","onto","CHEMBL:CHEMBL4297278","GIA_CANONICO","nessuna"
"cgroup_L5_6d05fa6b","CHEBI:231695||gain||vehicle_untreated",1,7,"GSE180820","SNX-2112","CHEBI:231695","gain","vehicle_untreated","anchor","CHEBI:231695","GIA_CANONICO","nessuna"
"cgroup_L5_6d094870","COMBO:cpe+egta+inhibition||block||vehicle_untreated",1,6,"GSE163568","EGTA","COMBO:cpe+egta+inhibition","block","vehicle_untreated","COMBO","COMBO:cpe+egta+inhibition","GIA_CANONICO","nessuna"
"cgroup_L5_6d0a4dc4","STR:conditioned_medium_tam_mcf7||gain||vehicle_untreated",1,8,"GSE247920","tamoxifen","STR:conditioned_medium_tam_mcf7","gain","vehicle_untreated","STR","STR:conditioned_medium_tam_mcf7","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6d0f0b02","STR:adenoviral_cyb5r3||gain||vehicle_untreated",1,6,"GSE229344","ISM2","STR:adenoviral_cyb5r3","gain","vehicle_untreated","STR","STR:adenoviral_cyb5r3","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6d0fd840","COMBO:gel+pea fn bmp2||gain||glass",1,6,"GSE265789","PEA/FN/BMP2+gel","COMBO:gel+pea fn bmp2","gain","glass","COMBO","COMBO:gel+pea fn bmp2","GIA_CANONICO","nessuna"
"cgroup_L5_6d116d81","CHEBI:232492||gain||vehicle_untreated",1,2,"GSE137608","SC79","CHEBI:232492","gain","vehicle_untreated","onto","CHEBI:232492","GIA_CANONICO","nessuna"
"cgroup_L5_6d12d5a5","STR:np_sirna||block||vehicle_untreated",1,15,"GSE87497","AATF","STR:np_sirna","block","vehicle_untreated","STR","STR:np_sirna","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6d138246","STR:cdp09_959||gain||vehicle_untreated",1,48,"GSE215144","Crohn's disease","STR:cdp09_959","gain","vehicle_untreated","STR","STR:cdp09_959","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6d1475c7","STR:chronic_lesional||gain||non lesional",1,21,"GSE224783","Atopic Dermatitis","STR:chronic_lesional","gain","non lesional","STR","STR:chronic_lesional","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6d152d2f","STR:non_ams||loss||vehicle_untreated",1,10,"GSE75665","high altitude","STR:non_ams","loss","vehicle_untreated","STR","STR:non_ams","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6d1a0b9f","STR:t_denticola||gain||uninfected",1,18,"GSE207003","Treponema denticola","STR:t_denticola","gain","uninfected","STR","STR:t_denticola","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6d1ec673","CHEBI:28285||gain||vehicle_untreated",1,7,"GSE226549","oligomycin A","CHEBI:28285","gain","vehicle_untreated","anchor","CHEBI:28285","GIA_CANONICO","nessuna"
"cgroup_L5_6d2154a8","STR:0_01_rgo_light_trained||gain||rgo",1,4,"GSE268981",NA,"STR:0_01_rgo_light_trained","gain","rgo","STR","STR:0_01_rgo_light_trained","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6d332b95","HGNC:13176||block||empty vector",1,2,"GSE113031","IKAROS family zinc finger 1","HGNC:13176","block","empty vector","onto","HGNC:13176","GIA_CANONICO","nessuna"
"cgroup_L5_6d35b470","CHEMBL:CHEMBL2017974||gain||vehicle_untreated",1,7,"GSE186196","desmethylanhydrotetracycline zwitterion","CHEMBL:CHEMBL2017974","gain","vehicle_untreated","onto","CHEMBL:CHEMBL2017974","GIA_CANONICO","nessuna"
"cgroup_L5_6d3c007e","STR:t4873||gain||vehicle_untreated",1,14,"GSE98422","puromycin aminonucleoside","STR:t4873","gain","vehicle_untreated","STR","STR:t4873","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6d3e38f7","STR:e6e7_hpv16||gain||empty vector",1,11,"GSE191090","Human papillomavirus type 16","STR:e6e7_hpv16","gain","empty vector","STR","STR:e6e7_hpv16","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6d470395","STR:v3_chadox_bnt162b_mrna_1273||gain||v",1,9,"GSE247401","SARS-CoV-2","STR:v3_chadox_bnt162b_mrna_1273","gain","v","STR","STR:v3_chadox_bnt162b_mrna_1273","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6d58c751","MeSH:D008113||gain||vehicle_untreated",3,31,"GSE142987;GSE174302;GSE65364","hepatocellular carcinoma","MeSH:D008113","gain","vehicle_untreated","onto","MeSH:D008113","GIA_CANONICO","nessuna"
"cgroup_L5_6d615561","STR:jcad_sirna||block||non targetting sirna",1,5,"GSE102498","CDH5","STR:jcad_sirna","block","non targetting sirna","STR","STR:jcad_sirna","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6d625eec","STR:us_1635405||gain||uninfected",1,4,"GSE155237","Respiratory Syncytial Virus","STR:us_1635405","gain","uninfected","STR","STR:us_1635405","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6d78d0d0","STR:e64fc65||gain||vehicle_untreated",1,13,"GSE142210","E64","STR:e64fc65","gain","vehicle_untreated","STR","STR:e64fc65","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6d7bb6ed","STR:sgitpr3||gain||sgctrl",1,9,"GSE182257","PCED1A","STR:sgitpr3","gain","sgctrl","STR","STR:sgitpr3","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6d82423a","STR:llc0150||gain||vehicle_untreated",1,6,"GSE242735","llc0150 2um for 24h","STR:llc0150","gain","vehicle_untreated","STR","STR:llc0150","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6d856101","STR:lurbinectin||gain||vehicle_untreated",1,15,"GSE195663","lurbinectedin","STR:lurbinectin","gain","vehicle_untreated","STR","STR:lurbinectin","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6d88fac9","STR:ctsv||gain||sh con",1,6,"GSE233817","cathepsin V","STR:ctsv","gain","sh con","STR","STR:ctsv","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6d8cf491","HGNC:24042||gain||lentiviral vector controls",1,5,"GSE73470","WWTR1","HGNC:24042","gain","lentiviral vector controls","onto","HGNC:24042","GIA_CANONICO","nessuna"
"cgroup_L5_6d8e937d","STR:splice_site_mutant_bcl7a||gain||empty vector",1,2,"GSE149277","CPB1","STR:splice_site_mutant_bcl7a","gain","empty vector","STR","STR:splice_site_mutant_bcl7a","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6d92d7ab","COMBO:cit+r1881||block||control sirna r",1,6,"GSE123970","TRAM2","COMBO:cit+r1881","block","control sirna r","COMBO","COMBO:cit+r1881","GIA_CANONICO","nessuna"
"cgroup_L5_6d931618","STR:differentiation_medium||gain||organoid",1,4,"GSE181514","retinoic acid","STR:differentiation_medium","gain","organoid","STR","STR:differentiation_medium","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6d932d39","STR:tb_ih||gain||vehicle_untreated",1,42,"GSE114192","Type 1 Diabetes Mellitus","STR:tb_ih","gain","vehicle_untreated","STR","STR:tb_ih","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6d97ff5e","STR:pcad_sgrna3||block||vehicle_untreated",1,8,"GSE199859","Cadherins","STR:pcad_sgrna3","block","vehicle_untreated","STR","STR:pcad_sgrna3","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6da53771","STR:dupuytren_s||gain||vehicle_untreated",1,7,"GSE169477","Dupuytren's contracture","STR:dupuytren_s","gain","vehicle_untreated","STR","STR:dupuytren_s","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6dab4614","CHEMBL:CHEMBL3707395||gain||vehicle_untreated",1,20,"GSE234415","ELAFIBRANOR","CHEMBL:CHEMBL3707395","gain","vehicle_untreated","onto","CHEMBL:CHEMBL3707395","GIA_CANONICO","nessuna"
"cgroup_L5_6dae5326","STR:hifu||gain||sham",1,6,"GSE259432","High Intensity Focused Ultrasound","STR:hifu","gain","sham","STR","STR:hifu","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6dc8ab9b","STR:tp53r273h||gain||empty vector",1,4,"GSE238180","CELF3","STR:tp53r273h","gain","empty vector","STR","STR:tp53r273h","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6dc8ae8f","STR:trisomy_3||gain||vehicle_untreated",1,9,"GSE114559",NA,"STR:trisomy_3","gain","vehicle_untreated","STR","STR:trisomy_3","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6dce95da","HGNC:2890||gain||vehicle_untreated",1,2,"GSE224293","ELK2AP","HGNC:2890","gain","vehicle_untreated","onto","HGNC:2890","GIA_CANONICO","nessuna"
"cgroup_L5_6dd6cb3d","CHEBI:230486||gain||vehicle_untreated",1,9,"GSE230362","mevociclib","CHEBI:230486","gain","vehicle_untreated","onto","CHEBI:230486","GIA_CANONICO","nessuna"
"cgroup_L5_6de434b0","STR:bptf_ko||block||bptf nc",1,2,"GSE200182","BRCA1","STR:bptf_ko","block","bptf nc","STR","STR:bptf_ko","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6def4de4","HGNC:12428||block||control sgrna",1,5,"GSE221950","STK11","HGNC:12428","block","control sgrna","onto","HGNC:12428","GIA_CANONICO","nessuna"
"cgroup_L5_6df40c8f","STR:1_5_ici_174_864_100_um_snc80_100_nm||gain||vehicle_untreated",1,12,"GSE221762","ici 174","STR:1_5_ici_174_864_100_um_snc80_100_nm","gain","vehicle_untreated","STR","STR:1_5_ici_174_864_100_um_snc80_100_nm","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6df6a50e","CHEBI:50924||gain||vehicle_untreated",17,568,"GSE114686;GSE146096;GSE184427;GSE186280;GSE186341;GSE192771;GSE213615;GSE217421;GSE217423;GSE225537;GSE227609;GSE239407;GSE242333;GSE252002;GSE98428;GSE98431;GSE99536","<small>D</small>-homomethionine","CHEBI:50924","gain","vehicle_untreated","onto","CHEBI:50924","GIA_CANONICO","nessuna"
"cgroup_L5_6dfeef89","COMBO:dnmt+hdac||block||vehicle_untreated",1,4,"GSE221050","5-aza-2'-deoxycytidine","COMBO:dnmt+hdac","block","vehicle_untreated","COMBO","COMBO:dnmt+hdac","GIA_CANONICO","nessuna"
"cgroup_L5_6e09d3c5","STR:pgc1_beta_sirna||block||control sirna",1,16,"GSE147905","PPARGC1B","STR:pgc1_beta_sirna","block","control sirna","STR","STR:pgc1_beta_sirna","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6e176c2b","HGNC:6861||gain||vehicle_untreated",1,4,"GSE213882","benzoylacetyl-CoA","HGNC:6861","gain","vehicle_untreated","onto","HGNC:6861","GIA_CANONICO","nessuna"
"cgroup_L5_6e1a3952","COMBO:emetine+hydrate||gain||vehicle_untreated",1,18,"GSE199800","emetine","COMBO:emetine+hydrate","gain","vehicle_untreated","COMBO","COMBO:emetine+hydrate","GIA_CANONICO","nessuna"
"cgroup_L5_6e23051e","CHEMBL:CHEMBL5095044||gain||vehicle_untreated",1,4,"GSE212330","SUBASUMSTAT","CHEMBL:CHEMBL5095044","gain","vehicle_untreated","onto","CHEMBL:CHEMBL5095044","GIA_CANONICO","nessuna"
"cgroup_L5_6e2495df","CHEBI:232544||gain||vehicle_untreated",1,7,"GSE199800","N-ethyl-2-[(2R,3R,6S)-3-[(4-fluorophenyl)sulfonylamino]-2-(hydroxymethyl)-3,6-dihydro-2H-pyran-6-yl]acetamide","CHEBI:232544","gain","vehicle_untreated","onto","CHEBI:232544","GIA_CANONICO","nessuna"
"cgroup_L5_6e26d9ef","STR:us_1630672||gain||uninfected",1,2,"GSE155237",NA,"STR:us_1630672","gain","uninfected","STR","STR:us_1630672","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6e28a28c","STR:dg1187||gain||vehicle_untreated",1,3,"GSE226870","ccoc","STR:dg1187","gain","vehicle_untreated","STR","STR:dg1187","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6e2a6d79","MeSH:D006980||gain||hypothyroid",1,16,"GSE103305","hyperthyroidism","MeSH:D006980","gain","hypothyroid","onto","MeSH:D006980","GIA_CANONICO","nessuna"
"cgroup_L5_6e2ba298","HGNC:8760||block||bb knockdown",1,5,"GSE132810","PRIM2","HGNC:8760","block","bb knockdown","onto","HGNC:8760","GIA_CANONICO","nessuna"
"cgroup_L5_6e45cdb3","CHEBI:28177||gain||vehicle_untreated",1,144,"GSE218902","theophylline","CHEBI:28177","gain","vehicle_untreated","onto","CHEBI:28177","GIA_CANONICO","nessuna"
"cgroup_L5_6e464870","STR:shcfat1||gain||shctrl",1,4,"GSE150398","KIR3DL3","STR:shcfat1","gain","shctrl","STR","STR:shcfat1","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6e513f96","STR:evs_su_dhl4||gain||vehicle_untreated",1,10,"GSE152386","EVs from SU_DHL4","STR:evs_su_dhl4","gain","vehicle_untreated","STR","STR:evs_su_dhl4","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6e55f3a6","STR:cpt1a_oe||gain||vehicle_untreated",1,2,"GSE161243","Prostate cancer","STR:cpt1a_oe","gain","vehicle_untreated","STR","STR:cpt1a_oe","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6e57a9d8","HGNC:3767||gain||vehicle_untreated",1,19,"GSE204910","FAU","HGNC:3767","gain","vehicle_untreated","onto","HGNC:3767","GIA_CANONICO","nessuna"
"cgroup_L5_6e60f1f4","STR:rn_0005||gain||vehicle_untreated",1,8,"GSE83549","rn-0005_30nm","STR:rn_0005","gain","vehicle_untreated","STR","STR:rn_0005","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6e622f69","STR:post_anti_tnf||block||pre+vehicle_untreated_ownbase",1,2,"GSE141646","ibuprofen","STR:post_anti_tnf","block","pre+vehicle_untreated_ownbase","STR","STR:post_anti_tnf","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6e643d50","COMBO:dbrd9+ss18+ssx1||gain||vehicle_untreated",1,4,"GSE113041",NA,"COMBO:dbrd9+ss18+ssx1","gain","vehicle_untreated","COMBO","COMBO:dbrd9+ss18+ssx1","GIA_CANONICO","nessuna"
"cgroup_L5_6e67db2d","STR:znf19||gain||empty vector",1,3,"GSE141802","ZNF19","STR:znf19","gain","empty vector","STR","STR:znf19","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6e6e0b17","STR:etv7||gain||empty vector",1,21,"GSE152580","IGKV1OR-2","STR:etv7","gain","empty vector","STR","STR:etv7","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6e732aaf","STR:trim11_sgrna1_kdm5c_sgrna2||block||gfp sgrna",1,2,"GSE185831","C1orf198","STR:trim11_sgrna1_kdm5c_sgrna2","block","gfp sgrna","STR","STR:trim11_sgrna1_kdm5c_sgrna2","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6e7c32a9","CHEBI:4659||gain||ctrl",1,2,"GSE168618","disulfiram","CHEBI:4659","gain","ctrl","anchor","CHEBI:4659","GIA_CANONICO","nessuna"
"cgroup_L5_6e7c8f2d","STR:mapki||gain||vehicle_untreated",2,28,"GSE214473;GSE232709",NA,"STR:mapki","gain","vehicle_untreated","STR","STR:mapki","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6e839daa","COMBO:arsenite+sodium||gain||lipofectamine",1,6,"GSE207005","KCNA3","COMBO:arsenite+sodium","gain","lipofectamine","COMBO","COMBO:arsenite+sodium","GIA_CANONICO","nessuna"
"cgroup_L5_6e8476f4","HGNC:7960||gain||vehicle_untreated",1,8,"GSE226285","Netherlands Antilles","HGNC:7960","gain","vehicle_untreated","onto","HGNC:7960","GIA_CANONICO","nessuna"
"cgroup_L5_6e9f3913","STR:ovarian_tumor||gain||vehicle_untreated",3,49,"GSE137238;GSE157936;GSE192410","ovarian cancer","STR:ovarian_tumor","gain","vehicle_untreated","STR","STR:ovarian_tumor","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6ea2a2af","STR:sherg||gain||shct",1,3,"GSE110656","DRP2","STR:sherg","gain","shct","STR","STR:sherg","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6eaa2957","STR:shfoxa1shhi1a||gain||pgipz",1,5,"GSE195571","ETF1P1","STR:shfoxa1shhi1a","gain","pgipz","STR","STR:shfoxa1shhi1a","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6eaeaebe","STR:electrical pulse stimulation||gain||vehicle_untreated",1,21,"GSE200335","electrical pulse stimulation","STR:electrical pulse stimulation","gain","vehicle_untreated","anchor","STR:electrical pulse stimulation","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6eb0dbe6","HGNC:11948||block||vehicle_untreated",1,9,"GSE233441","TNNT1","HGNC:11948","block","vehicle_untreated","onto","HGNC:11948","GIA_CANONICO","nessuna"
"cgroup_L5_6ebcc61d","STR:kras_k3rnai_duplex||gain||parental cells",1,3,"GSE149205","KRAS","STR:kras_k3rnai_duplex","gain","parental cells","STR","STR:kras_k3rnai_duplex","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6ec259e1","STR:cpga||gain||th",1,4,"GSE109843","cpga","STR:cpga","gain","th","STR","STR:cpga","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6ec55138","HGNC:6307||block||vehicle_untreated",1,3,"GSE221860","CD82","HGNC:6307","block","vehicle_untreated","onto","HGNC:6307","GIA_CANONICO","nessuna"
"cgroup_L5_6ec6afa1","CHEMBL:CHEMBL3653256||gain||vehicle_untreated",1,4,"GSE179787","SIREMADLIN","CHEMBL:CHEMBL3653256","gain","vehicle_untreated","onto","CHEMBL:CHEMBL3653256","GIA_CANONICO","nessuna"
"cgroup_L5_6ecd4c88","CHEBI:233197||gain||vehicle_untreated",1,17,"GSE199800","devimistat","CHEBI:233197","gain","vehicle_untreated","onto","CHEBI:233197","GIA_CANONICO","nessuna"
"cgroup_L5_6ed468ff","STR:gut_liver_scfa_interaction||gain||vehicle_untreated",1,12,"GSE135428","short-chain fatty acids","STR:gut_liver_scfa_interaction","gain","vehicle_untreated","STR","STR:gut_liver_scfa_interaction","STR_NON_TOCCATO","nessuna"
"cgroup_L5_6eda333b","CHEBI:46024||gain||ctrl",1,4,"GSE96852","trichostatin A","CHEBI:46024","gain","ctrl","onto","CHEBI:46024","GIA_CANONICO","nessuna"
"cgroup_L5_6edb00f1","CHEBI:30351||gain||vehicle_untreated",1,2,"GSE74029","cisplatin","CHEBI:30351","gain","vehicle_untreated","onto","CHEBI:30351","GIA_CANONICO","nessuna"
