"id_a","id_b","chiave","tier","entrambi_nel_corpus","blocco"
"CHEBI:234592","CHEMBL:CHEMBL3781751","iadademstat","T1_canonico_canonico",FALSE,"chebi_stars<3"
"CHEBI:234609","CHEMBL:CHEMBL1923234","wp1066","T1_canonico_canonico",FALSE,"chebi_stars<3"
"CHEBI:23965","MeSH:D004958","oestradiol","T3_alias_alias",FALSE,""
"CHEBI:24261","MeSH:D005938","glucocorticoid","T2_canonico_alias",FALSE,""
"HGNC:9966","CHEBI:24433","rest","T2_canonico_alias",FALSE,""
"CHEBI:2453","CHEMBL:CHEMBL184","acyclovir","T1_canonico_canonico",FALSE,""
"CHEBI:2453","MeSH:D000212","acyclovir","T1_canonico_canonico",FALSE,""
"CHEBI:24564","CHEMBL:CHEMBL1455","altretamine","T2_canonico_alias",FALSE,""
"CHEBI:24564","MeSH:D006585","altretamine","T2_canonico_alias",FALSE,""
"CHEBI:24636","MeSH:D011522","proton","T2_canonico_alias",FALSE,""
"CHEBI:24786","MeSH:D006033","diglycine","T3_alias_alias",FALSE,""
"CHEBI:25255","CHEMBL:CHEMBL313493","methanesulfonicacidmethylester","T2_canonico_alias",FALSE,""
"CHEBI:25255","MeSH:D008741","methylmethanesulfonate","T1_canonico_canonico",FALSE,""
"CHEBI:25350","MeSH:D008798","mevalonate","T2_canonico_alias",FALSE,""
"CHEBI:2549","MeSH:D000420","proventil","T3_alias_alias",FALSE,""
"CHEBI:25675","CHEMBL:CHEMBL1255855","oligomycin","T1_canonico_canonico",FALSE,""
"CHEBI:25675","MeSH:D009840","oligomycin","T2_canonico_alias",FALSE,""
"CHEBI:25858","CHEMBL:CHEMBL1158","paraxanthine","T2_canonico_alias",FALSE,""
"CHEBI:26267","MeSH:D044945","proanthocyanidins","T2_canonico_alias",FALSE,""
"CHEBI:26523","MeSH:D017382","reactiveoxygenspecies","T1_canonico_canonico",FALSE,"mesh_troppo_alto"
"CHEBI:2663","CHEMBL:CHEMBL633","amiodarone","T1_canonico_canonico",FALSE,""
"CHEBI:2663","MeSH:D000638","amiodarone","T1_canonico_canonico",FALSE,""
"CHEBI:2666","CHEMBL:CHEMBL629","amitriptyline","T1_canonico_canonico",FALSE,""
"CHEBI:2666","MeSH:D000639","amitriptyline","T1_canonico_canonico",FALSE,""
"CHEBI:26708","MeSH:D012964","sodium","T2_canonico_alias",FALSE,""
"CHEBI:26710","CHEMBL:CHEMBL1200574","sodiumchloride","T1_canonico_canonico",FALSE,""
"CHEBI:26710","MeSH:D012965","sodiumchloride","T1_canonico_canonico",FALSE,"mesh_troppo_alto"
"CHEBI:26710","MeSH:D017673","tablesalt","T3_alias_alias",FALSE,""
"CHEBI:2687","CHEMBL:CHEMBL43","amsacrine","T1_canonico_canonico",FALSE,""
"CHEBI:2687","MeSH:D000677","amsacrine","T1_canonico_canonico",FALSE,""
"CHEBI:2700","CHEMBL:CHEMBL15848","anandamide","T1_canonico_canonico",FALSE,""
"CHEBI:2704","CHEMBL:CHEMBL1399","anastrozole","T1_canonico_canonico",FALSE,""
"CHEBI:2704","MeSH:D000077384","anastrozole","T1_canonico_canonico",FALSE,"mesh_troppo_alto"
"CHEBI:2719","CHEMBL:CHEMBL408403","5lisoleucineangiotensinii","T3_alias_alias",FALSE,""
"CHEBI:2719","MeSH:D000802","hypertensin","T3_alias_alias",FALSE,""
"CHEBI:2719","MeSH:D000804","5lisoleucineangiotensinii","T3_alias_alias",FALSE,""
"HGNC:333","CHEBI:2720","angiotensinogen","T1_canonico_canonico",FALSE,"chebi_stars<3"
"CHEBI:27407","CHEMBL:CHEMBL228792","kinetin","T1_canonico_canonico",FALSE,""
"CHEBI:27407","MeSH:D007701","kinetin","T1_canonico_canonico",FALSE,""
"CHEBI:27413","MeSH:D000629","betaaminopropionitrile","T2_canonico_alias",FALSE,"mesh_troppo_alto"
"CHEBI:27504","CHEMBL:CHEMBL105","ametycine","T3_alias_alias",FALSE,""
"CHEBI:27504","MeSH:D016685","ametycine","T3_alias_alias",FALSE,""
"CHEBI:27618","CHEMBL:CHEMBL7976","chalcone","T1_canonico_canonico",FALSE,""
"CHEBI:27618","MeSH:D002599","chalcone","T1_canonico_canonico",FALSE,""
"CHEBI:27618","NCBITaxon:2839451","chalcone","T1_canonico_canonico",FALSE,"taxon_sopra_specie"
"CHEBI:27641","CHEMBL:CHEMBL123292","cycloheximide","T1_canonico_canonico",FALSE,""
"CHEBI:27641","MeSH:D003513","cycloheximide","T1_canonico_canonico",FALSE,""
"CHEBI:27656","CHEMBL:CHEMBL65","camptothecin","T1_canonico_canonico",FALSE,""
"CHEBI:27656","MeSH:D002166","camptothecin","T1_canonico_canonico",FALSE,"mesh_troppo_alto"
"CHEBI:2766","CHEMBL:CHEMBL29711","aphidicolin","T1_canonico_canonico",FALSE,""
"CHEBI:2766","MeSH:D016590","aphidicolin","T1_canonico_canonico",FALSE,""
"CHEBI:27666","CHEMBL:CHEMBL1554","actinomycind","T2_canonico_alias",FALSE,""
"CHEBI:27666","MeSH:D003609","actinomycind","T2_canonico_alias",FALSE,""
"CHEBI:27690","CHEMBL:CHEMBL20","acetazolamida","T3_alias_alias",FALSE,""
"CHEBI:27690","MeSH:D000086","diacarb","T3_alias_alias",FALSE,""
"CHEBI:27732","CHEMBL:CHEMBL113","caffeine","T1_canonico_canonico",FALSE,""
"CHEBI:27732","MeSH:D002110","caffeine","T1_canonico_canonico",FALSE,""
"CHEBI:27744","MeSH:D000097797","nphosphonomethylglycine","T3_alias_alias",FALSE,""
"CHEBI:27789","CHEMBL:CHEMBL16370","12dichloroethane","T1_canonico_canonico",FALSE,""
"CHEBI:27789","CHEMBL:CHEMBL2311071","ethylenechloride","T3_alias_alias",FALSE,""
"CHEBI:2781","CHEMBL:CHEMBL346919","apocynin","T1_canonico_canonico",FALSE,""
"CHEBI:27899","CHEMBL:CHEMBL11359","cisplatin","T1_canonico_canonico",FALSE,""
"CHEBI:27899","MeSH:D002945","cisplatin","T1_canonico_canonico",FALSE,"mesh_troppo_alto"
"CHEBI:27958","CHEMBL:CHEMBL370805","benzoylmethylecgonine","T3_alias_alias",FALSE,""
"CHEBI:28001","CHEMBL:CHEMBL1200628","vancocin","T3_alias_alias",FALSE,""
"CHEBI:28001","CHEMBL:CHEMBL262777","vancomicina","T3_alias_alias",FALSE,""
"CHEBI:28001","MeSH:D014640","vancocin","T3_alias_alias",FALSE,""
"CHEBI:28073","CHEMBL:CHEMBL1201228","chromium","T2_canonico_alias",FALSE,""
"CHEBI:28073","HGNC:54059","chrome","T3_alias_alias",FALSE,""
"CHEBI:28073","MeSH:D002857","chromium","T2_canonico_alias",FALSE,""
"CHEBI:28077","CHEMBL:CHEMBL374478","rifampin","T2_canonico_alias",FALSE,""
"CHEBI:28077","MeSH:D012293","rifampin","T2_canonico_alias",FALSE,""
"CHEBI:28088","CHEMBL:CHEMBL44","457trihydroxyisoflavone","T3_alias_alias",FALSE,""
"CHEBI:28112","MeSH:D009532","nickel","T2_canonico_alias",FALSE,""
"CHEBI:28119","CHEMBL:CHEMBL30327","2378tetrachlorodibenzopdioxin","T2_canonico_alias",FALSE,""
"CHEBI:28119","MeSH:D000072317","2378tetrachlorodibenzopdioxin","T3_alias_alias",FALSE,""
"CHEBI:28121","CHEMBL:CHEMBL269538","harmine","T1_canonico_canonico",FALSE,""
"CHEBI:28121","MeSH:D006247","harmine","T1_canonico_canonico",FALSE,""
"CHEBI:28177","CHEMBL:CHEMBL1355736","theophylline","T1_canonico_canonico",FALSE,""
"CHEBI:28177","CHEMBL:CHEMBL190","theophyllineanhydrous","T2_canonico_alias",FALSE,""
"CHEBI:28177","MeSH:D013806","theophylline","T1_canonico_canonico",FALSE,""
"CHEBI:28201","CHEMBL:CHEMBL429023","rotenone","T1_canonico_canonico",FALSE,""
"CHEBI:28201","MeSH:D012402","rotenone","T1_canonico_canonico",FALSE,""
"CHEBI:28201","MeSH:D029866","derris","T2_canonico_alias",FALSE,""
"CHEBI:28201","MeSH:D032126","barbasco","T3_alias_alias",FALSE,""
"CHEBI:28201","NCBITaxon:53864","derris","T2_canonico_alias",FALSE,"taxon_sopra_specie"
"CHEBI:28229","CHEMBL:CHEMBL256147","tilarginine","T2_canonico_alias",FALSE,""
"CHEBI:28229","MeSH:D019323","lmonomethylarginine","T3_alias_alias",FALSE,""
"CHEBI:28260","CHEMBL:CHEMBL6067641","galactose","T1_canonico_canonico",FALSE,""
"CHEBI:28260","MeSH:D005690","galactose","T1_canonico_canonico",FALSE,""
"CHEBI:28285","CHEMBL:CHEMBL1256136","oligomycina","T1_canonico_canonico",FALSE,""
"CHEBI:28358","CHEMBL:CHEMBL1200559","e270","T3_alias_alias",FALSE,""
"CHEBI:28445","CHEMBL:CHEMBL90555","22oxovincaleukoblastine","T3_alias_alias",FALSE,""
"CHEBI:28445","MeSH:D014750","leurocristine","T3_alias_alias",FALSE,""
"CHEBI:28527","CHEMBL:CHEMBL226335","quercetin3rutinoside","T3_alias_alias",FALSE,""
"CHEBI:28527","MeSH:D012431","quercetin3rutinoside","T3_alias_alias",FALSE,""
"CHEBI:28680","CHEMBL:CHEMBL803","cytarabine","T1_canonico_canonico",FALSE,""
"CHEBI:28680","MeSH:D003561","cytarabine","T1_canonico_canonico",FALSE,""
"CHEBI:28689","CHEMBL:CHEMBL90593","dehydroepiandrosterone","T2_canonico_alias",FALSE,""
"CHEBI:28689","MeSH:D003687","dehydroepiandrosterone","T1_canonico_canonico",FALSE,""
"CHEBI:28748","CHEMBL:CHEMBL359744","adriamycin","T3_alias_alias",FALSE,""
"CHEBI:28748","CHEMBL:CHEMBL53463","doxorubicine","T3_alias_alias",FALSE,""
"CHEBI:28748","MeSH:D004317","adriamycin","T3_alias_alias",FALSE,""
"CHEBI:28793","MeSH:D047071","betaglucan","T3_alias_alias",FALSE,""
"CHEBI:28851","CHEMBL:CHEMBL46730","phenanthrene","T1_canonico_canonico",FALSE,""
"CHEBI:28876","CHEMBL:CHEMBL852","melphalan","T1_canonico_canonico",FALSE,""
"CHEBI:28876","MeSH:D008558","melphalan","T1_canonico_canonico",FALSE,""
"CHEBI:28918","CHEMBL:CHEMBL42280","ladrenaline","T2_canonico_alias",FALSE,""
"CHEBI:28918","CHEMBL:CHEMBL679","adrenalin","T3_alias_alias",FALSE,""
"CHEBI:28938","MeSH:D064751","ammonium","T2_canonico_alias",FALSE,"mesh_troppo_alto"
"CHEBI:28940","CHEMBL:CHEMBL1042","cholecalciferol","T2_canonico_alias",FALSE,""
"CHEBI:28940","MeSH:D002762","calciol","T2_canonico_alias",FALSE,""
"CHEBI:28946","CHEMBL:CHEMBL1114","theobromine","T1_canonico_canonico",FALSE,""
"CHEBI:28946","MeSH:D013805","theobromine","T1_canonico_canonico",FALSE,""
"CHEBI:2896","CHEMBL:CHEMBL296419","astemizole","T1_canonico_canonico",FALSE,""
"CHEBI:2896","MeSH:D016589","astemizole","T1_canonico_canonico",FALSE,""
"CHEBI:28987","CHEMBL:CHEMBL71893","abieticacid","T1_canonico_canonico",FALSE,""
"CHEBI:29007","CHEMBL:CHEMBL161","ceftriaxone","T1_canonico_canonico",FALSE,""
"CHEBI:29007","CHEMBL:CHEMBL6067656","rocephin","T3_alias_alias",FALSE,""
"CHEBI:29007","MeSH:D002443","ceftriaxone","T1_canonico_canonico",FALSE,""
"CHEBI:29073","CHEMBL:CHEMBL196","lascorbicacid","T2_canonico_alias",FALSE,""
"CHEBI:29073","MeSH:D001205","lascorbicacid","T2_canonico_alias",FALSE,"mesh_troppo_alto"
"CHEBI:2948","CHEMBL:CHEMBL1542","azathioprine","T1_canonico_canonico",FALSE,""
"CHEBI:2948","MeSH:D001379","azathioprine","T1_canonico_canonico",FALSE,""
"CHEBI:29693","CHEMBL:CHEMBL1236460","thiostrepton","T1_canonico_canonico",FALSE,""
"CHEBI:29693","MeSH:D013883","thiostrepton","T1_canonico_canonico",FALSE,""
"CHEBI:29699","CHEMBL:CHEMBL505513","tunicamycin","T1_canonico_canonico",FALSE,""
"CHEBI:29699","MeSH:D014415","tunicamycin","T1_canonico_canonico",FALSE,""
"CHEBI:29806","MeSH:D005650","fumarate","T3_alias_alias",FALSE,""
"CHEBI:29865","CHEMBL:CHEMBL31184","benzoapyrene","T2_canonico_alias",FALSE,""
"CHEBI:29865","MeSH:D001564","benzoapyrene","T1_canonico_canonico",FALSE,""
"CHEBI:29865","MeSH:D001580","benzpyrene","T3_alias_alias",FALSE,""
"CHEBI:30145","CHEMBL:CHEMBL1201333","lithium","T2_canonico_alias",FALSE,""
"CHEBI:30145","MeSH:D008094","lithium","T2_canonico_alias",FALSE,""
"CHEBI:30145","NCBITaxon:421421","lithium","T2_canonico_alias",FALSE,"taxon_sopra_specie"
"CHEBI:30351","MeSH:D015082","22bipyridine","T2_canonico_alias",FALSE,""
"CHEBI:30614","CHEMBL:CHEMBL1743211","benzoapyrenediolepoxide","T2_canonico_alias",FALSE,""
"CHEBI:30614","MeSH:D015123","78dihydro78dihydroxybenzoapyrene910oxide","T2_canonico_alias",FALSE,""
"CHEBI:3063","CHEMBL:CHEMBL504323","berbamine","T1_canonico_canonico",FALSE,"chebi_stars<3"
"CHEBI:30740","CHEMBL:CHEMBL240390","egtazicacid","T2_canonico_alias",FALSE,""
"CHEBI:30740","MeSH:D004533","egtazicacid","T2_canonico_alias",FALSE,""
"CHEBI:31263","CHEMBL:CHEMBL1200368","bentiromide","T1_canonico_canonico",FALSE,""
"CHEBI:31317","CHEMBL:CHEMBL94394","bufexamac","T1_canonico_canonico",FALSE,""
"CHEBI:31317","MeSH:D002019","bufexamac","T1_canonico_canonico",FALSE,""
"CHEBI:31348","CHEMBL:CHEMBL1773","capecitabine","T1_canonico_canonico",FALSE,""
"CHEBI:31348","MeSH:D000069287","capecitabine","T1_canonico_canonico",FALSE,""
"CHEBI:31355","CHEMBL:CHEMBL1351","carboplatin","T1_canonico_canonico",FALSE,""
"CHEBI:31355","MeSH:D016190","carboplatin","T1_canonico_canonico",FALSE,"mesh_troppo_alto"
"CHEBI:3139","CHEMBL:CHEMBL4649901","bleomycina2","T1_canonico_canonico",FALSE,""
"CHEBI:3139","MeSH:D001761","bleomycina2","T2_canonico_alias",FALSE,""
"CHEBI:31575","CHEMBL:CHEMBL15841","ethylparaben","T1_canonico_canonico",FALSE,""
"CHEBI:31638","CHEMBL:CHEMBL1358","fulvestrant","T1_canonico_canonico",FALSE,""
"CHEBI:31638","MeSH:D000077267","fulvestrant","T1_canonico_canonico",FALSE,""
"CHEBI:31689","CHEMBL:CHEMBL2107455","iguratimod","T1_canonico_canonico",FALSE,"chebi_stars<3"
"CHEBI:31709","CHEMBL:CHEMBL1200455","iohexol","T1_canonico_canonico",FALSE,""
"CHEBI:31709","MeSH:D007472","iohexol","T1_canonico_canonico",FALSE,""
"CHEBI:31794","CHEMBL:CHEMBL1200572","magnesiumoxide","T1_canonico_canonico",FALSE,""
"CHEBI:31794","MeSH:D008277","magnesiumoxide","T1_canonico_canonico",FALSE,"mesh_troppo_alto"
"CHEBI:31835","CHEMBL:CHEMBL325372","methylparaben","T1_canonico_canonico",FALSE,""
"CHEBI:31856","CHEMBL:CHEMBL1237054","mithramycin","T2_canonico_alias",FALSE,""
"CHEBI:31856","MeSH:D008926","mithramycin","T2_canonico_alias",FALSE,""
"CHEBI:31941","CHEMBL:CHEMBL414804","oxaliplatin","T1_canonico_canonico",FALSE,""
"CHEBI:31941","MeSH:D000077150","oxaliplatin","T1_canonico_canonico",FALSE,"mesh_troppo_alto"
"CHEBI:31952","CHEMBL:CHEMBL2107011","oxypertine","T1_canonico_canonico",FALSE,"chebi_stars<3"
"CHEBI:32016","CHEMBL:CHEMBL1256391","pirfenidone","T1_canonico_canonico",FALSE,""
"CHEBI:32020","CHEMBL:CHEMBL1201753","pitavastatin","T1_canonico_canonico",FALSE,""
"CHEBI:32020","CHEMBL:CHEMBL1237061","nk104","T3_alias_alias",FALSE,""
"CHEBI:32063","CHEMBL:CHEMBL194014","propylparaben","T1_canonico_canonico",FALSE,""
"CHEBI:32065","CHEMBL:CHEMBL600325","proscillaridin","T1_canonico_canonico",FALSE,"chebi_stars<3"
"CHEBI:32065","MeSH:D011442","proscillaridin","T1_canonico_canonico",FALSE,"chebi_stars<3"
"CHEBI:3207","CHEMBL:CHEMBL1370","budesonide","T1_canonico_canonico",FALSE,""
"CHEBI:3207","MeSH:D019819","budesonide","T1_canonico_canonico",FALSE,""
"CHEBI:32162","CHEMBL:CHEMBL1525826","sulfalene","T2_canonico_alias",FALSE,"chebi_stars<3"
"CHEBI:32162","MeSH:D013415","sulfalene","T2_canonico_alias",FALSE,"chebi_stars<3"
"CHEBI:32223","CHEMBL:CHEMBL2103774","tibolone","T1_canonico_canonico",FALSE,""
"CHEBI:32497","CHEMBL:CHEMBL38737","thioacetamide","T1_canonico_canonico",FALSE,""
"CHEBI:32497","MeSH:D013853","thioacetamide","T1_canonico_canonico",FALSE,""
"CHEBI:32588","CHEMBL:CHEMBL1200731","potassiumchloride","T1_canonico_canonico",FALSE,""
"CHEBI:32588","MeSH:D011189","potassiumchloride","T1_canonico_canonico",FALSE,"mesh_troppo_alto"
"CHEBI:3259","CHEMBL:CHEMBL224214","carbonylcyanidemchlorophenylhydrazone","T2_canonico_alias",FALSE,""
"CHEBI:3259","MeSH:D002258","carbonylcyanidemchlorophenylhydrazone","T2_canonico_alias",FALSE,"mesh_troppo_alto"
"CHEBI:3312","CHEMBL:CHEMBL1200668","cacl2","T3_alias_alias",FALSE,""
"CHEBI:3312","MeSH:D002122","calciumchlorideanhydrous","T3_alias_alias",FALSE,"mesh_troppo_alto"
"CHEBI:33216","CHEMBL:CHEMBL418971","bisphenola","T1_canonico_canonico",FALSE,""
"CHEBI:33281","MeSH:D000890","antimicrobialagent","T2_canonico_alias",FALSE,""
"CHEBI:33359","MeSH:D012238","rhodium","T2_canonico_alias",FALSE,""
"CHEBI:33364","MeSH:D002945","platino","T3_alias_alias",FALSE,"mesh_troppo_alto"
"CHEBI:338412","CHEMBL:CHEMBL423192","anisomycin","T1_canonico_canonico",FALSE,""
"CHEBI:338412","MeSH:D000841","anisomycin","T1_canonico_canonico",FALSE,""
"CHEBI:3423","CHEMBL:CHEMBL513","carmustine","T1_canonico_canonico",FALSE,""
"CHEBI:3423","MeSH:D002330","carmustine","T1_canonico_canonico",FALSE,""
"CHEBI:3429","CHEMBL:CHEMBL218693","carnosol","T1_canonico_canonico",FALSE,"chebi_stars<3"
"CHEBI:3441","CHEMBL:CHEMBL723","carvedilol","T1_canonico_canonico",FALSE,""
"CHEBI:3441","MeSH:D000077261","carvedilol","T1_canonico_canonico",FALSE,""
"CHEBI:34682","CHEMBL:CHEMBL388560","diazinon","T2_canonico_alias",FALSE,""
"CHEBI:34682","MeSH:D003976","diazinon","T1_canonico_canonico",FALSE,""
"CHEBI:34741","CHEMBL:CHEMBL198877","sequol","T3_alias_alias",FALSE,"chebi_stars<3"
"CHEBI:34749","CHEMBL:CHEMBL241694","ethisterone","T1_canonico_canonico",FALSE,""
"CHEBI:34749","MeSH:D005003","ethisterone","T1_canonico_canonico",FALSE,""
"CHEBI:34756","CHEMBL:CHEMBL23832","fenamicacid","T1_canonico_canonico",FALSE,""
"CHEBI:34795","MeSH:D015056","1methyl3isobutylxanthine","T2_canonico_alias",FALSE,""
"CHEBI:34823","CHEMBL:CHEMBL319111","linopirdine","T1_canonico_canonico",FALSE,"chebi_stars<3"
"CHEBI:34892","CHEMBL:CHEMBL9514","nocodazole","T1_canonico_canonico",FALSE,""
"CHEBI:34892","MeSH:D015739","nocodazole","T1_canonico_canonico",FALSE,""
"HGNC:9718","CHEBI:34907","paxillin","T2_canonico_alias",FALSE,""
"CHEBI:3498","CHEMBL:CHEMBL1010","cefotaximesodium","T1_canonico_canonico",FALSE,""
"CHEBI:3498","MeSH:D002439","cefotaximesodium","T2_canonico_alias",FALSE,""
"CHEBI:3546","CHEMBL:CHEMBL449782","cepharanthine","T1_canonico_canonico",FALSE,""
"CHEBI:3611","CHEMBL:CHEMBL1200703","tropium","T3_alias_alias",FALSE,""
"CHEBI:3611","CHEMBL:CHEMBL451","chlordiazepoxide","T1_canonico_canonico",FALSE,""
"CHEBI:3611","MeSH:D002707","chlordiazepoxide","T1_canonico_canonico",FALSE,""
"CHEBI:3614","CHEMBL:CHEMBL790","chlorhexidine","T1_canonico_canonico",FALSE,""
"CHEBI:3614","MeSH:D002710","chlorhexidine","T1_canonico_canonico",FALSE,""
"CHEBI:36373","CHEMBL:CHEMBL238071","vindesine","T1_canonico_canonico",FALSE,""
"CHEBI:36373","MeSH:D014751","vindesine","T1_canonico_canonico",FALSE,""
"CHEBI:3638","CHEMBL:CHEMBL58510","aralen","T3_alias_alias",FALSE,""
"CHEBI:3638","CHEMBL:CHEMBL76","cloroquina","T3_alias_alias",FALSE,""
"CHEBI:3638","MeSH:D002738","aralen","T3_alias_alias",FALSE,""
"CHEBI:36706","CHEMBL:CHEMBL383322","resiquimod","T1_canonico_canonico",FALSE,""
"CHEBI:367163","CHEMBL:CHEMBL1323","darunavir","T1_canonico_canonico",FALSE,""
"CHEBI:367163","MeSH:D000069454","darunavir","T1_canonico_canonico",FALSE,""
"CHEBI:3732","CHEMBL:CHEMBL1741","clarithromycin","T1_canonico_canonico",FALSE,""
"CHEBI:3732","MeSH:D017291","clarithromycin","T1_canonico_canonico",FALSE,""
"CHEBI:37415","CHEMBL:CHEMBL2369768","alphaamanitin","T1_canonico_canonico",FALSE,""
"CHEBI:37415","MeSH:D000546","amanitin","T2_canonico_alias",FALSE,""
"CHEBI:37415","MeSH:D053959","alphaamanitin","T1_canonico_canonico",FALSE,""
"CHEBI:37447","CHEMBL:CHEMBL65606","tmpyp4","T2_canonico_alias",FALSE,""
"CHEBI:3745","CHEMBL:CHEMBL1753","clindamycin","T1_canonico_canonico",FALSE,""
"CHEBI:3745","MeSH:D002981","clindamycin","T1_canonico_canonico",FALSE,""
"CHEBI:37537","CHEMBL:CHEMBL279115","phorbol12myristate13acetate","T3_alias_alias",FALSE,""
"CHEBI:37537","MeSH:D013755","tetradecanoylphorbolacetate","T2_canonico_alias",FALSE,""
"CHEBI:37671","MeSH:D015054","zymosan","T2_canonico_alias",FALSE,""
"CHEBI:37684","CHEMBL:CHEMBL469448","mannose","T2_canonico_alias",FALSE,""
"CHEBI:37684","MeSH:D008358","mannose","T1_canonico_canonico",FALSE,""
"CHEBI:37845","CHEMBL:CHEMBL1201621","growthhormone","T2_canonico_alias",FALSE,""
"CHEBI:37845","MeSH:D013006","growthhormone","T1_canonico_canonico",FALSE,""
"CHEBI:37958","MeSH:D004396","dyes","T3_alias_alias",FALSE,"mesh_troppo_alto"
"CHEBI:379896","CHEMBL:CHEMBL166444","metribolone","T2_canonico_alias",FALSE,""
"CHEBI:379896","MeSH:D015741","metribolone","T2_canonico_alias",FALSE,""
"CHEBI:3815","MeSH:D003094","collagen","T1_canonico_canonico",FALSE,"chebi_stars<3"
"CHEBI:38561","CHEMBL:CHEMBL2218894","cranoc","T3_alias_alias",FALSE,""
"CHEBI:38561","CHEMBL:CHEMBL2220442","fluvastatin","T1_canonico_canonico",FALSE,""
"CHEBI:38561","MeSH:D000077340","fluvastatin","T1_canonico_canonico",FALSE,""
"CHEBI:3892","CHEMBL:CHEMBL1201610","corticotropin","T1_canonico_canonico",FALSE,""
"CHEBI:3892","HGNC:9201","acth","T3_alias_alias",FALSE,""
"CHEBI:3892","MeSH:D000324","adrenocorticotropichormone","T2_canonico_alias",FALSE,""
"CHEBI:38940","CHEMBL:CHEMBL1567","sutent","T3_alias_alias",FALSE,""
"CHEBI:38940","CHEMBL:CHEMBL535","sunitinib","T1_canonico_canonico",FALSE,""
"CHEBI:38940","MeSH:D000077210","sunitinib","T1_canonico_canonico",FALSE,""
"CHEBI:38954","CHEMBL:CHEMBL1355821","temefos","T2_canonico_alias",FALSE,""
"CHEBI:38954","MeSH:D000002","temefos","T2_canonico_alias",FALSE,""
"CHEBI:39015","MeSH:D001053","apolipoprotein","T2_canonico_alias",FALSE,"mesh_troppo_alto"
"CHEBI:39026","MeSH:D008077","lowdensitylipoprotein","T2_canonico_alias",FALSE,"mesh_troppo_alto"
"CHEBI:39027","MeSH:D008079","verylowdensitylipoprotein","T2_canonico_alias",FALSE,"mesh_troppo_alto"
"CHEBI:39112","CHEMBL:CHEMBL288441","bosutinib","T1_canonico_canonico",FALSE,""
"CHEBI:39185","CHEMBL:CHEMBL1896251","thiamethoxam","T1_canonico_canonico",FALSE,""
"CHEBI:39185","MeSH:D000077922","thiamethoxam","T1_canonico_canonico",FALSE,"mesh_troppo_alto"
"CHEBI:3942","CHEMBL:CHEMBL449220","cucurbitacinc","T1_canonico_canonico",FALSE,"chebi_stars<3"
"CHEBI:39548","CHEMBL:CHEMBL1487","atorvastatin","T1_canonico_canonico",FALSE,""
"CHEBI:39548","MeSH:D000069059","atorvastatin","T1_canonico_canonico",FALSE,""
"CHEBI:3962","CHEMBL:CHEMBL140","curcumin","T1_canonico_canonico",FALSE,""
"CHEBI:3962","MeSH:D003474","curcumin","T1_canonico_canonico",FALSE,""
"CHEBI:39867","CHEMBL:CHEMBL109","valproicacid","T1_canonico_canonico",FALSE,""
"CHEBI:39867","MeSH:D014635","valproicacid","T1_canonico_canonico",FALSE,""
"CHEBI:4021","CHEMBL:CHEMBL254129","cyclopamine","T1_canonico_canonico",FALSE,"chebi_stars<3"
"CHEBI:40237","CHEMBL:CHEMBL1201174","mk0431","T3_alias_alias",FALSE,""
"CHEBI:40237","CHEMBL:CHEMBL1422","sitagliptin","T1_canonico_canonico",FALSE,""
"CHEBI:40237","MeSH:D000068900","sitagliptin","T2_canonico_alias",FALSE,""
"CHEBI:4026","CHEMBL:CHEMBL1200796","cyclophosphamidehydrate","T2_canonico_alias",FALSE,""
"CHEBI:4026","MeSH:D003520","2bis2chloroethylaminotetrahydro2h132oxazaphosphorine2oxidemonohydrate","T3_alias_alias",FALSE,""
"CHEBI:40303","CHEMBL:CHEMBL503","lovastatin","T1_canonico_canonico",FALSE,""
"CHEBI:40303","MeSH:D008148","lovastatin","T1_canonico_canonico",FALSE,""
"CHEBI:4031","CHEMBL:CHEMBL160","cyclosporina","T2_canonico_alias",FALSE,""
"CHEBI:4031","MeSH:D016572","cyclosporina","T2_canonico_alias",FALSE,""
"CHEBI:40629","CHEMBL:CHEMBL587723","aee788","T1_canonico_canonico",FALSE,""
"CHEBI:41774","CHEMBL:CHEMBL83","tamoxifen","T1_canonico_canonico",FALSE,""
"CHEBI:41774","MeSH:D013629","tamoxifen","T1_canonico_canonico",FALSE,""
"CHEBI:41879","CHEMBL:CHEMBL384467","dexamethasone","T1_canonico_canonico",FALSE,""
"CHEBI:41879","MeSH:D003907","dexamethasone","T1_canonico_canonico",FALSE,""
"CHEBI:41922","CHEMBL:CHEMBL411","diethylstilbestrol","T1_canonico_canonico",FALSE,""
"CHEBI:41922","MeSH:D004054","diethylstilbestrol","T1_canonico_canonico",FALSE,""
"CHEBI:41948","CHEMBL:CHEMBL830","eflornithine","T1_canonico_canonico",FALSE,""
"CHEBI:41948","MeSH:D000518","eflornithine","T1_canonico_canonico",FALSE,""
"CHEBI:41977","CHEMBL:CHEMBL178","daunomycin","T3_alias_alias",FALSE,""
"CHEBI:41977","MeSH:D003630","daunomycin","T3_alias_alias",FALSE,""
"CHEBI:42068","CHEMBL:CHEMBL1117","idarubicin","T1_canonico_canonico",FALSE,""
"CHEBI:42068","MeSH:D015255","idarubicin","T1_canonico_canonico",FALSE,""
"CHEBI:42219","CHEMBL:CHEMBL1453","digitoxigenin","T1_canonico_canonico",FALSE,""
