"lib","n","ch_uguali","so_uguali"
"GSE221758,GSE221759itreg_24h_liril2r_lna2_rep2",2,TRUE,TRUE
"GSE221758,GSE221759itreg_24h_liril2r_lna2_rep3",2,TRUE,TRUE
"GSE221758,GSE221759itreg_24h_nt_rep1",2,TRUE,TRUE
"GSE221758,GSE221759itreg_24h_nt_rep2",2,TRUE,TRUE
"GSE221758,GSE221759itreg_24h_nt_rep3",2,TRUE,TRUE
"GSE222129b48_asthma_1",3,TRUE,TRUE
"GSE222129b48_asthma_2",3,TRUE,TRUE
"GSE222129b48_asthma_3",3,TRUE,TRUE
"GSE222129b48_healthy_1",3,TRUE,TRUE
"GSE222129b48_healthy_2",3,TRUE,TRUE
"GSE222129b48_healthy_3",3,TRUE,TRUE
"GSE222129c15_asthma_1",3,TRUE,TRUE
"GSE222129c15_asthma_2",3,TRUE,TRUE
"GSE222129c15_asthma_3",3,TRUE,TRUE
"GSE222129c15_healthy_1",3,TRUE,TRUE
"GSE222129c15_healthy_2",3,TRUE,TRUE
"GSE222129c15_healthy_3",3,TRUE,TRUE
"GSE222129m_asthma_1",3,TRUE,TRUE
"GSE222129m_asthma_2",3,TRUE,TRUE
"GSE222129m_asthma_3",3,TRUE,TRUE
"GSE222129m_healthy_1",3,TRUE,TRUE
"GSE222129m_healthy_2",3,TRUE,TRUE
"GSE222129m_healthy_3",3,TRUE,TRUE
"GSE225061,GSE250032nci-h2122 cells, bi3406_50mpk_adagrasib_100mpk_4h",4,TRUE,TRUE
"GSE230214,GSE230217disease plasma_pbmc_1_s1",2,TRUE,TRUE
"GSE230214,GSE230217disease plasma_pbmc_10_s10",2,TRUE,TRUE
"GSE230214,GSE230217disease plasma_pbmc_2_s5",2,TRUE,TRUE
"GSE230214,GSE230217disease plasma_pbmc_3_s4",2,TRUE,TRUE
"GSE230214,GSE230217disease plasma_pbmc_4_s3",2,TRUE,TRUE
"GSE230214,GSE230217disease plasma_pbmc_5_s2",2,TRUE,TRUE
"GSE230214,GSE230217disease plasma_pbmc_6_s6",2,TRUE,TRUE
"GSE230214,GSE230217disease plasma_pbmc_7_s7",2,TRUE,TRUE
"GSE230214,GSE230217disease plasma_pbmc_8_s8",2,TRUE,TRUE
"GSE230214,GSE230217disease plasma_pbmc_9_s9",2,TRUE,TRUE
"GSE230214,GSE230217healthy plasma_pbmc_11_s11",2,TRUE,TRUE
"GSE230214,GSE230217healthy plasma_pbmc_12_s12",2,TRUE,TRUE
"GSE230214,GSE230217healthy plasma_pbmc_13_s13",2,TRUE,TRUE
"GSE230214,GSE230217healthy plasma_pbmc_14_s14",2,TRUE,TRUE
"GSE230214,GSE230217healthy plasma_pbmc_15_s15",2,TRUE,TRUE
"GSE230214,GSE230217healthy plasma_pbmc_16_s16",2,TRUE,TRUE
"GSE2339498032-s1_s1",2,TRUE,TRUE
"GSE2339498032-s10_s10",2,TRUE,TRUE
"GSE2339498032-s11_s11",2,TRUE,TRUE
"GSE2339498032-s12_s12",2,TRUE,TRUE
"GSE2339498032-s13_s13",2,TRUE,TRUE
"GSE2339498032-s14_s14",2,TRUE,TRUE
"GSE2339498032-s15_s15",2,TRUE,TRUE
"GSE2339498032-s16_s16",2,TRUE,TRUE
"GSE2339498032-s17_s17",2,TRUE,TRUE
"GSE2339498032-s18_s18",2,TRUE,TRUE
"GSE2339498032-s19_s19",2,TRUE,TRUE
"GSE2339498032-s2_s2",2,TRUE,TRUE
"GSE2339498032-s20_s20",2,TRUE,TRUE
"GSE2339498032-s21_s21",2,TRUE,TRUE
"GSE2339498032-s22_s22",2,TRUE,TRUE
"GSE2339498032-s23_s23",2,TRUE,TRUE
"GSE2339498032-s24_s24",2,TRUE,TRUE
"GSE2339498032-s25_s25",2,TRUE,TRUE
"GSE2339498032-s26_s26",2,TRUE,TRUE
"GSE2339498032-s27_s27",2,TRUE,TRUE
"GSE2339498032-s28_s28",2,TRUE,TRUE
"GSE2339498032-s29_s29",2,TRUE,TRUE
"GSE2339498032-s3_s3",2,TRUE,TRUE
"GSE2339498032-s30_s30",2,TRUE,TRUE
"GSE2339498032-s31_s31",2,TRUE,TRUE
"GSE2339498032-s32_s32",2,TRUE,TRUE
"GSE2339498032-s33_s33",2,TRUE,TRUE
"GSE2339498032-s34_s34",2,TRUE,TRUE
"GSE2339498032-s35_s35",2,TRUE,TRUE
"GSE2339498032-s36_s36",2,TRUE,TRUE
"GSE2339498032-s37_s37",2,TRUE,TRUE
"GSE2339498032-s38_s38",2,TRUE,TRUE
"GSE2339498032-s39_s39",2,TRUE,TRUE
"GSE2339498032-s4_s4",2,TRUE,TRUE
"GSE2339498032-s40_s40",2,TRUE,TRUE
"GSE2339498032-s41_s41",2,TRUE,TRUE
"GSE2339498032-s42_s42",2,TRUE,TRUE
"GSE2339498032-s43_s43",2,TRUE,TRUE
"GSE2339498032-s44_s44",2,TRUE,TRUE
"GSE2339498032-s45_s45",2,TRUE,TRUE
"GSE2339498032-s46_s46",2,TRUE,TRUE
"GSE2339498032-s47_s47",2,TRUE,TRUE
"GSE2339498032-s48_s48",2,TRUE,TRUE
"GSE2339498032-s49_s49",2,TRUE,TRUE
"GSE2339498032-s5_s5",2,TRUE,TRUE
"GSE2339498032-s50_s50",2,TRUE,TRUE
"GSE2339498032-s51_s51",2,TRUE,TRUE
"GSE2339498032-s52_s52",2,TRUE,TRUE
"GSE2339498032-s53_s53",2,TRUE,TRUE
"GSE2339498032-s54_s54",2,TRUE,TRUE
"GSE2339498032-s55_s55",2,TRUE,TRUE
"GSE2339498032-s56_s56",2,TRUE,TRUE
"GSE2339498032-s57_s57",2,TRUE,TRUE
"GSE2339498032-s58_s58",2,TRUE,TRUE
"GSE2339498032-s59_s59",2,TRUE,TRUE
"GSE2339498032-s6_s6",2,TRUE,TRUE
"GSE2339498032-s60_s60",2,TRUE,TRUE
"GSE2339498032-s61_s61",2,TRUE,TRUE
"GSE2339498032-s62_s62",2,TRUE,TRUE
"GSE2339498032-s63_s63",2,TRUE,TRUE
"GSE2339498032-s64_s64",2,TRUE,TRUE
"GSE2339498032-s65_s65",2,TRUE,TRUE
"GSE2339498032-s66_s66",2,TRUE,TRUE
"GSE2339498032-s67_s67",2,TRUE,TRUE
"GSE2339498032-s68_s68",2,TRUE,TRUE
"GSE2339498032-s69_s69",2,TRUE,TRUE
"GSE2339498032-s7_s7",2,TRUE,TRUE
"GSE2339498032-s70_s70",2,TRUE,TRUE
"GSE2339498032-s71_s71",2,TRUE,TRUE
"GSE2339498032-s72_s72",2,TRUE,TRUE
"GSE2339498032-s73_s73",2,TRUE,TRUE
"GSE2339498032-s74_s74",2,TRUE,TRUE
"GSE2339498032-s75_s75",2,TRUE,TRUE
"GSE2339498032-s76_s76",2,TRUE,TRUE
"GSE2339498032-s77_s77",2,TRUE,TRUE
"GSE2339498032-s78_s78",2,TRUE,TRUE
"GSE2339498032-s8_s8",2,TRUE,TRUE
"GSE2339498032-s9_s9",2,TRUE,TRUE
"GSE235133,GSE235136covid_t",11,TRUE,TRUE
"GSE244107,GSE244110hepaplate01",22,FALSE,TRUE
"GSE244107,GSE244110hepaplate02",11,FALSE,TRUE
"GSE244109,GSE244110cardioplate01",11,FALSE,TRUE
"GSE244109,GSE244110cardioplate02",11,FALSE,TRUE
"GSE267774a01_s1",4,TRUE,TRUE
"GSE267774a02_s2",4,TRUE,TRUE
"GSE267774a03_s3",4,TRUE,TRUE
"GSE267774a04_s4",4,TRUE,TRUE
"GSE267774a05_s5",3,TRUE,TRUE
"GSE267774a06_s6",4,TRUE,TRUE
"GSE267774a07_s7",2,TRUE,TRUE
"GSE267774a08_s8",4,TRUE,TRUE
"GSE267774a09_s9",4,TRUE,TRUE
"GSE267774a10_s10",4,TRUE,TRUE
"GSE267774a11_s11",3,TRUE,TRUE
"GSE267774a12_s12",4,TRUE,TRUE
"GSE267774b01_s13",4,TRUE,TRUE
"GSE267774b02_s14",4,TRUE,TRUE
"GSE267774b03_s15",4,TRUE,TRUE
"GSE267774b04_s16",4,TRUE,TRUE
"GSE267774b05_s17",4,TRUE,TRUE
"GSE267774b06_s18",4,TRUE,TRUE
"GSE267774b07_s19",4,TRUE,TRUE
"GSE267774b08_s20",4,TRUE,TRUE
"GSE267774b09_s21",4,TRUE,TRUE
"GSE267774b10_s22",4,TRUE,TRUE
"GSE267774b11_s23",4,TRUE,TRUE
"GSE267774b12_s24",4,TRUE,TRUE
"GSE267774c01_s25",4,TRUE,TRUE
"GSE267774c02_s26",4,TRUE,TRUE
"GSE267774c03_s27",4,TRUE,TRUE
"GSE267774c04_s28",4,TRUE,TRUE
"GSE267774c05_s29",4,TRUE,TRUE
"GSE267774c06_s30",3,TRUE,TRUE
"GSE267774c07_s31",4,TRUE,TRUE
"GSE267774c08_s32",4,TRUE,TRUE
"GSE267774c09_s33",4,TRUE,TRUE
"GSE267774c10_s34",4,TRUE,TRUE
"GSE267774c11_s35",4,TRUE,TRUE
"GSE267774c12_s36",3,TRUE,TRUE
"GSE267774d01_s37",4,TRUE,TRUE
"GSE267774d02_s38",4,TRUE,TRUE
"GSE267774d03_s39",4,TRUE,TRUE
"GSE267774d04_s40",4,TRUE,TRUE
"GSE267774d05_s41",4,TRUE,TRUE
"GSE267774d06_s42",4,TRUE,TRUE
"GSE267774d07_s43",4,TRUE,TRUE
"GSE267774d08_s44",4,TRUE,TRUE
"GSE267774d09_s45",4,TRUE,TRUE
"GSE267774d10_s46",4,TRUE,TRUE
"GSE267774d11_s47",3,TRUE,TRUE
"GSE267774d12_s48",4,TRUE,TRUE
"GSE267774e01_s49",4,TRUE,TRUE
"GSE267774e02_s50",4,TRUE,TRUE
"GSE267774e03_s51",4,TRUE,TRUE
"GSE267774e04_s52",4,TRUE,TRUE
"GSE267774e05_s53",4,TRUE,TRUE
"GSE267774e06_s54",4,TRUE,TRUE
"GSE267774e07_s55",4,TRUE,TRUE
"GSE267774e08_s56",4,TRUE,TRUE
"GSE267774e09_s57",4,TRUE,TRUE
"GSE267774e10_s58",4,TRUE,TRUE
"GSE267774e11_s59",4,TRUE,TRUE
"GSE267774e12_s60",4,TRUE,TRUE
"GSE267774f01_s61",4,TRUE,TRUE
"GSE267774f02_s62",4,TRUE,TRUE
"GSE267774f03_s63",4,TRUE,TRUE
"GSE267774f04_s64",4,TRUE,TRUE
"GSE267774f05_s65",4,TRUE,TRUE
"GSE267774f06_s66",4,TRUE,TRUE
"GSE267774f07_s67",4,TRUE,TRUE
"GSE267774f08_s68",4,TRUE,TRUE
"GSE267774f09_s69",4,TRUE,TRUE
"GSE267774f10_s70",4,TRUE,TRUE
"GSE267774f11_s71",4,TRUE,TRUE
"GSE267774f12_s72",4,TRUE,TRUE
"GSE267774g01_s73",4,TRUE,TRUE
"GSE267774g02_s74",4,TRUE,TRUE
"GSE267774g03_s75",4,TRUE,TRUE
"GSE267774g04_s76",4,TRUE,TRUE
"GSE267774g05_s77",4,TRUE,TRUE
"GSE267774g06_s78",4,TRUE,TRUE
"GSE267774g07_s79",4,TRUE,TRUE
"GSE267774g08_s80",3,TRUE,TRUE
"GSE267774g09_s81",4,TRUE,TRUE
"GSE267774g10_s82",4,TRUE,TRUE
"GSE267774g11_s83",4,TRUE,TRUE
"GSE267774g12_s84",4,TRUE,TRUE
"GSE267774h01_s85",4,TRUE,TRUE
"GSE267774h02_s86",4,TRUE,TRUE
"GSE267774h03_s87",4,TRUE,TRUE
"GSE267774h04_s88",4,TRUE,TRUE
"GSE267774h05_s89",4,TRUE,TRUE
"GSE267774h06_s90",4,TRUE,TRUE
"GSE267774h07_s91",4,TRUE,TRUE
"GSE267774h08_s92",4,TRUE,TRUE
"GSE267774h09_s93",4,TRUE,TRUE
"GSE267774h10_s94",4,TRUE,TRUE
"GSE267774h11_s95",4,TRUE,TRUE
"GSE267774h12_s96",4,TRUE,TRUE
"GSE267774p34-cp2-a1_s1",4,TRUE,TRUE
"GSE267774p34-cp2-a10_s2",4,TRUE,TRUE
"GSE267774p34-cp2-a11_s3",4,TRUE,TRUE
"GSE267774p34-cp2-a12_s4",4,TRUE,TRUE
"GSE267774p34-cp2-a2_s5",4,TRUE,TRUE
"GSE267774p34-cp2-a3_s6",4,TRUE,TRUE
"GSE267774p34-cp2-a4_s7",4,TRUE,TRUE
"GSE267774p34-cp2-a5_s8",3,TRUE,TRUE
"GSE267774p34-cp2-a6_s9",4,TRUE,TRUE
"GSE267774p34-cp2-a7_s10",4,TRUE,TRUE
"GSE267774p34-cp2-a8_s11",4,TRUE,TRUE
"GSE267774p34-cp2-a9_s12",4,TRUE,TRUE
"GSE267774p34-cp2-b1_s13",4,TRUE,TRUE
"GSE267774p34-cp2-b10_s14",4,TRUE,TRUE
"GSE267774p34-cp2-b11_s15",4,TRUE,TRUE
"GSE267774p34-cp2-b12_s16",4,TRUE,TRUE
"GSE267774p34-cp2-b2_s17",4,TRUE,TRUE
"GSE267774p34-cp2-b3_s18",3,TRUE,TRUE
"GSE267774p34-cp2-b4_s19",4,TRUE,TRUE
"GSE267774p34-cp2-b5_s20",4,TRUE,TRUE
"GSE267774p34-cp2-b6_s21",4,TRUE,TRUE
"GSE267774p34-cp2-b7_s22",4,TRUE,TRUE
"GSE267774p34-cp2-b8_s23",4,TRUE,TRUE
"GSE267774p34-cp2-b9_s24",4,TRUE,TRUE
"GSE267774p34-cp2-c1_s25",4,TRUE,TRUE
"GSE267774p34-cp2-c10_s26",4,TRUE,TRUE
"GSE267774p34-cp2-c11_s27",3,TRUE,TRUE
"GSE267774p34-cp2-c12_s28",4,TRUE,TRUE
"GSE267774p34-cp2-c2_s29",4,TRUE,TRUE
"GSE267774p34-cp2-c3_s30",4,TRUE,TRUE
"GSE267774p34-cp2-c4_s31",4,TRUE,TRUE
"GSE267774p34-cp2-c5_s32",3,TRUE,TRUE
"GSE267774p34-cp2-c6_s33",4,TRUE,TRUE
"GSE267774p34-cp2-c7_s34",4,TRUE,TRUE
"GSE267774p34-cp2-c8_s35",4,TRUE,TRUE
"GSE267774p34-cp2-c9_s36",4,TRUE,TRUE
"GSE267774p34-cp2-d1_s37",4,TRUE,TRUE
"GSE267774p34-cp2-d10_s38",4,TRUE,TRUE
"GSE267774p34-cp2-d11_s39",4,TRUE,TRUE
"GSE267774p34-cp2-d12_s40",4,TRUE,TRUE
"GSE267774p34-cp2-d2_s41",4,TRUE,TRUE
"GSE267774p34-cp2-d3_s42",4,TRUE,TRUE
"GSE267774p34-cp2-d4_s43",4,TRUE,TRUE
"GSE267774p34-cp2-d5_s44",4,TRUE,TRUE
"GSE267774p34-cp2-d6_s45",4,TRUE,TRUE
"GSE267774p34-cp2-d7_s46",4,TRUE,TRUE
"GSE267774p34-cp2-d8_s47",4,TRUE,TRUE
"GSE267774p34-cp2-d9_s48",4,TRUE,TRUE
"GSE267774p34-cp2-e1_s49",4,TRUE,TRUE
"GSE267774p34-cp2-e10_s50",4,TRUE,TRUE
"GSE267774p34-cp2-e11_s51",4,TRUE,TRUE
"GSE267774p34-cp2-e12_s52",4,TRUE,TRUE
"GSE267774p34-cp2-e2_s53",4,TRUE,TRUE
"GSE267774p34-cp2-e3_s54",4,TRUE,TRUE
"GSE267774p34-cp2-e4_s55",4,TRUE,TRUE
"GSE267774p34-cp2-e5_s56",4,TRUE,TRUE
"GSE267774p34-cp2-e6_s57",4,TRUE,TRUE
"GSE267774p34-cp2-e7_s58",4,TRUE,TRUE
"GSE267774p34-cp2-e8_s59",4,TRUE,TRUE
"GSE267774p34-cp2-e9_s60",4,TRUE,TRUE
"GSE267774p34-cp2-f1_s61",4,TRUE,TRUE
"GSE267774p34-cp2-f10_s62",4,TRUE,TRUE
"GSE267774p34-cp2-f11_s63",4,TRUE,TRUE
"GSE267774p34-cp2-f12_s64",4,TRUE,TRUE
"GSE267774p34-cp2-f2_s65",4,TRUE,TRUE
"GSE267774p34-cp2-f3_s66",3,TRUE,TRUE
"GSE267774p34-cp2-f4_s67",4,TRUE,TRUE
"GSE267774p34-cp2-f5_s68",4,TRUE,TRUE
"GSE267774p34-cp2-f6_s69",4,TRUE,TRUE
"GSE267774p34-cp2-f7_s70",3,TRUE,TRUE
"GSE267774p34-cp2-f8_s71",4,TRUE,TRUE
"GSE267774p34-cp2-f9_s72",4,TRUE,TRUE
"GSE267774p34-cp2-g1_s73",4,TRUE,TRUE
"GSE267774p34-cp2-g10_s74",4,TRUE,TRUE
"GSE267774p34-cp2-g11_s75",4,TRUE,TRUE
"GSE267774p34-cp2-g12_s76",4,TRUE,TRUE
"GSE267774p34-cp2-g2_s77",4,TRUE,TRUE
"GSE267774p34-cp2-g3_s78",4,TRUE,TRUE
"GSE267774p34-cp2-g4_s79",4,TRUE,TRUE
"GSE267774p34-cp2-g5_s80",4,TRUE,TRUE
"GSE267774p34-cp2-g6_s81",4,TRUE,TRUE
"GSE267774p34-cp2-g7_s82",4,TRUE,TRUE
"GSE267774p34-cp2-g8_s83",4,TRUE,TRUE
"GSE267774p34-cp2-g9_s84",4,TRUE,TRUE
"GSE267774p34-cp2-h1_s85",4,TRUE,TRUE
"GSE267774p34-cp2-h10_s86",4,TRUE,TRUE
"GSE267774p34-cp2-h11_s87",3,TRUE,TRUE
"GSE267774p34-cp2-h12_s88",4,TRUE,TRUE
"GSE267774p34-cp2-h2_s89",4,TRUE,TRUE
"GSE267774p34-cp2-h3_s90",4,TRUE,TRUE
"GSE267774p34-cp2-h4_s91",4,TRUE,TRUE
"GSE267774p34-cp2-h5_s92",4,TRUE,TRUE
"GSE267774p34-cp2-h6_s93",4,TRUE,TRUE
"GSE267774p34-cp2-h7_s94",4,TRUE,TRUE
"GSE267774p34-cp2-h8_s95",3,TRUE,TRUE
"GSE267774p34-cp2-h9_s96",4,TRUE,TRUE
"GSE267774p34-cp3-a01_s1",4,TRUE,TRUE
"GSE267774p34-cp3-a02_s2",4,TRUE,TRUE
"GSE267774p34-cp3-a03_s3",4,TRUE,TRUE
"GSE267774p34-cp3-a04_s4",3,TRUE,TRUE
"GSE267774p34-cp3-a05_s5",4,TRUE,TRUE
"GSE267774p34-cp3-a06_s6",4,TRUE,TRUE
"GSE267774p34-cp3-a07_s7",4,TRUE,TRUE
"GSE267774p34-cp3-a08_s8",4,TRUE,TRUE
"GSE267774p34-cp3-a09_s9",4,TRUE,TRUE
"GSE267774p34-cp3-a10_s10",4,TRUE,TRUE
"GSE267774p34-cp3-a11_s11",4,TRUE,TRUE
"GSE267774p34-cp3-a12_s12",4,TRUE,TRUE
"GSE267774p34-cp3-b01_s13",4,TRUE,TRUE
"GSE267774p34-cp3-b02_s14",4,TRUE,TRUE
"GSE267774p34-cp3-b03_s15",2,TRUE,TRUE
"GSE267774p34-cp3-b04_s16",4,TRUE,TRUE
"GSE267774p34-cp3-b05_s17",4,TRUE,TRUE
"GSE267774p34-cp3-b06_s18",3,TRUE,TRUE
"GSE267774p34-cp3-b07_s19",4,TRUE,TRUE
"GSE267774p34-cp3-b08_s20",4,TRUE,TRUE
"GSE267774p34-cp3-b09_s21",4,TRUE,TRUE
"GSE267774p34-cp3-b10_s22",4,TRUE,TRUE
"GSE267774p34-cp3-b11_s23",4,TRUE,TRUE
"GSE267774p34-cp3-b12_s24",4,TRUE,TRUE
"GSE267774p34-cp3-c01_s25",4,TRUE,TRUE
"GSE267774p34-cp3-c02_s26",4,TRUE,TRUE
"GSE267774p34-cp3-c03_s27",4,TRUE,TRUE
"GSE267774p34-cp3-c04_s28",4,TRUE,TRUE
"GSE267774p34-cp3-c05_s29",4,TRUE,TRUE
"GSE267774p34-cp3-c06_s30",4,TRUE,TRUE
"GSE267774p34-cp3-c07_s31",4,TRUE,TRUE
"GSE267774p34-cp3-c08_s32",4,TRUE,TRUE
"GSE267774p34-cp3-c09_s33",4,TRUE,TRUE
"GSE267774p34-cp3-c10_s34",4,TRUE,TRUE
"GSE267774p34-cp3-c11_s35",4,TRUE,TRUE
"GSE267774p34-cp3-c12_s36",4,TRUE,TRUE
"GSE267774p34-cp3-d01_s37",4,TRUE,TRUE
"GSE267774p34-cp3-d02_s38",4,TRUE,TRUE
"GSE267774p34-cp3-d03_s39",4,TRUE,TRUE
"GSE267774p34-cp3-d04_s40",4,TRUE,TRUE
"GSE267774p34-cp3-d05_s41",4,TRUE,TRUE
"GSE267774p34-cp3-d06_s42",4,TRUE,TRUE
"GSE267774p34-cp3-d07_s43",4,TRUE,TRUE
"GSE267774p34-cp3-d08_s44",4,TRUE,TRUE
"GSE267774p34-cp3-d09_s45",4,TRUE,TRUE
"GSE267774p34-cp3-d10_s46",3,TRUE,TRUE
"GSE267774p34-cp3-d11_s47",4,TRUE,TRUE
"GSE267774p34-cp3-d12_s48",4,TRUE,TRUE
"GSE267774p34-cp3-e01_s49",4,TRUE,TRUE
"GSE267774p34-cp3-e02_s50",4,TRUE,TRUE
"GSE267774p34-cp3-e03_s51",4,TRUE,TRUE
"GSE267774p34-cp3-e04_s52",4,TRUE,TRUE
"GSE267774p34-cp3-e05_s53",4,TRUE,TRUE
"GSE267774p34-cp3-e06_s54",4,TRUE,TRUE
"GSE267774p34-cp3-e07_s55",4,TRUE,TRUE
"GSE267774p34-cp3-e08_s56",4,TRUE,TRUE
"GSE267774p34-cp3-e09_s57",4,TRUE,TRUE
"GSE267774p34-cp3-e10_s58",4,TRUE,TRUE
"GSE267774p34-cp3-e11_s59",4,TRUE,TRUE
"GSE267774p34-cp3-e12_s60",4,TRUE,TRUE
"GSE267774p34-cp3-f01_s61",4,TRUE,TRUE
"GSE267774p34-cp3-f02_s62",4,TRUE,TRUE
"GSE267774p34-cp3-f03_s63",4,TRUE,TRUE
"GSE267774p34-cp3-f04_s64",4,TRUE,TRUE
"GSE267774p34-cp3-f05_s65",4,TRUE,TRUE
"GSE267774p34-cp3-f06_s66",4,TRUE,TRUE
"GSE267774p34-cp3-f07_s67",4,TRUE,TRUE
"GSE267774p34-cp3-f08_s68",4,TRUE,TRUE
"GSE267774p34-cp3-f09_s69",4,TRUE,TRUE
"GSE267774p34-cp3-f10_s70",3,TRUE,TRUE
"GSE267774p34-cp3-f11_s71",4,TRUE,TRUE
"GSE267774p34-cp3-f12_s72",4,TRUE,TRUE
"GSE267774p34-cp3-g01_s73",4,TRUE,TRUE
"GSE267774p34-cp3-g02_s74",4,TRUE,TRUE
"GSE267774p34-cp3-g03_s75",4,TRUE,TRUE
"GSE267774p34-cp3-g04_s76",4,TRUE,TRUE
"GSE267774p34-cp3-g05_s77",4,TRUE,TRUE
"GSE267774p34-cp3-g06_s78",4,TRUE,TRUE
"GSE267774p34-cp3-g07_s79",4,TRUE,TRUE
"GSE267774p34-cp3-g08_s80",4,TRUE,TRUE
"GSE267774p34-cp3-g09_s81",4,TRUE,TRUE
"GSE267774p34-cp3-g10_s82",4,TRUE,TRUE
"GSE267774p34-cp3-g11_s83",4,TRUE,TRUE
"GSE267774p34-cp3-g12_s84",3,TRUE,TRUE
"GSE267774p34-cp3-h01_s85",4,TRUE,TRUE
"GSE267774p34-cp3-h02_s86",4,TRUE,TRUE
"GSE267774p34-cp3-h03_s87",3,TRUE,TRUE
"GSE267774p34-cp3-h04_s88",4,TRUE,TRUE
"GSE267774p34-cp3-h05_s89",4,TRUE,TRUE
"GSE267774p34-cp3-h06_s90",4,TRUE,TRUE
"GSE267774p34-cp3-h07_s91",4,TRUE,TRUE
"GSE267774p34-cp3-h08_s92",4,TRUE,TRUE
"GSE267774p34-cp3-h09_s93",4,TRUE,TRUE
"GSE267774p34-cp3-h10_s94",4,TRUE,TRUE
"GSE267774p34-cp3-h11_s95",4,TRUE,TRUE
"GSE267774p34-cp3-h12_s96",4,TRUE,TRUE
"GSE267774p34-cp4-a01_s1",4,TRUE,TRUE
"GSE267774p34-cp4-a02_s2",4,TRUE,TRUE
"GSE267774p34-cp4-a03_s3",4,TRUE,TRUE
"GSE267774p34-cp4-a04_s4",4,TRUE,TRUE
"GSE267774p34-cp4-a05_s5",4,TRUE,TRUE
"GSE267774p34-cp4-a06_s6",4,TRUE,TRUE
"GSE267774p34-cp4-a07_s7",4,TRUE,TRUE
"GSE267774p34-cp4-a08_s8",4,TRUE,TRUE
"GSE267774p34-cp4-a09_s9",3,TRUE,TRUE
"GSE267774p34-cp4-a10_s10",4,TRUE,TRUE
"GSE267774p34-cp4-a11_s11",4,TRUE,TRUE
"GSE267774p34-cp4-a12_s12",4,TRUE,TRUE
"GSE267774p34-cp4-b01_s13",4,TRUE,TRUE
"GSE267774p34-cp4-b02_s14",4,TRUE,TRUE
"GSE267774p34-cp4-b03_s15",4,TRUE,TRUE
"GSE267774p34-cp4-b04_s16",4,TRUE,TRUE
"GSE267774p34-cp4-b05_s17",4,TRUE,TRUE
"GSE267774p34-cp4-b06_s18",4,TRUE,TRUE
"GSE267774p34-cp4-b07_s19",4,TRUE,TRUE
"GSE267774p34-cp4-b08_s20",4,TRUE,TRUE
"GSE267774p34-cp4-b09_s21",4,TRUE,TRUE
"GSE267774p34-cp4-b10_s22",4,TRUE,TRUE
"GSE267774p34-cp4-b11_s23",4,TRUE,TRUE
"GSE267774p34-cp4-b12_s24",4,TRUE,TRUE
"GSE267774p34-cp4-c01_s25",4,TRUE,TRUE
"GSE267774p34-cp4-c02_s26",4,TRUE,TRUE
"GSE267774p34-cp4-c03_s27",4,TRUE,TRUE
"GSE267774p34-cp4-c04_s28",4,TRUE,TRUE
"GSE267774p34-cp4-c05_s29",3,TRUE,TRUE
"GSE267774p34-cp4-c06_s30",4,TRUE,TRUE
"GSE267774p34-cp4-c07_s31",4,TRUE,TRUE
"GSE267774p34-cp4-c08_s32",4,TRUE,TRUE
"GSE267774p34-cp4-c09_s33",4,TRUE,TRUE
"GSE267774p34-cp4-c10_s34",4,TRUE,TRUE
"GSE267774p34-cp4-c11_s35",4,TRUE,TRUE
"GSE267774p34-cp4-c12_s36",4,TRUE,TRUE
"GSE267774p34-cp4-d01_s37",4,TRUE,TRUE
"GSE267774p34-cp4-d02_s38",4,TRUE,TRUE
"GSE267774p34-cp4-d03_s39",4,TRUE,TRUE
"GSE267774p34-cp4-d04_s40",4,TRUE,TRUE
"GSE267774p34-cp4-d05_s41",4,TRUE,TRUE
"GSE267774p34-cp4-d06_s42",3,TRUE,TRUE
"GSE267774p34-cp4-d07_s43",3,TRUE,TRUE
"GSE267774p34-cp4-d08_s44",4,TRUE,TRUE
"GSE267774p34-cp4-d09_s45",4,TRUE,TRUE
"GSE267774p34-cp4-d10_s46",4,TRUE,TRUE
"GSE267774p34-cp4-d11_s47",4,TRUE,TRUE
"GSE267774p34-cp4-d12_s48",4,TRUE,TRUE
"GSE267774p34-cp4-e01_s49",4,TRUE,TRUE
"GSE267774p34-cp4-e02_s50",3,TRUE,TRUE
"GSE267774p34-cp4-e03_s51",4,TRUE,TRUE
"GSE267774p34-cp4-e04_s52",3,TRUE,TRUE
"GSE267774p34-cp4-e05_s53",4,TRUE,TRUE
"GSE267774p34-cp4-e06_s54",4,TRUE,TRUE
"GSE267774p34-cp4-e07_s55",4,TRUE,TRUE
"GSE267774p34-cp4-e08_s56",4,TRUE,TRUE
"GSE267774p34-cp4-e09_s57",4,TRUE,TRUE
"GSE267774p34-cp4-e10_s58",4,TRUE,TRUE
"GSE267774p34-cp4-e11_s59",4,TRUE,TRUE
"GSE267774p34-cp4-e12_s60",4,TRUE,TRUE
"GSE267774p34-cp4-f01_s61",4,TRUE,TRUE
"GSE267774p34-cp4-f02_s62",4,TRUE,TRUE
"GSE267774p34-cp4-f03_s63",4,TRUE,TRUE
"GSE267774p34-cp4-f04_s64",4,TRUE,TRUE
"GSE267774p34-cp4-f05_s65",3,TRUE,TRUE
"GSE267774p34-cp4-f06_s66",4,TRUE,TRUE
"GSE267774p34-cp4-f07_s67",4,TRUE,TRUE
