"studio","braccio","a","b","r","dichiarata","dep_a","dep_b"
"GSE125218","GSM3566424,GSM3566425","GSM3566424","GSM3566425",0.98646289027103,FALSE,56812351,31682269
"GSE195663","GSM5844733,GSM5844734,GSM5844741,GSM5844","GSM5844733","GSM5844758",0.986462114613519,FALSE,46090753,33055429
"GSE239844","GSM7675355,GSM7675356,GSM7675357","GSM7675355","GSM7675357",0.98645543536818,FALSE,29156745,21886110
"GSE124118","GSM3521172,GSM3521173,GSM3521174","GSM3521172","GSM3521174",0.986454106258409,FALSE,14201286,14834442
"GSE180181","GSM5454823,GSM5454824,GSM5454825,GSM5454","GSM5454828","GSM5454830",0.986448851661698,FALSE,5845361,14974054
"GSE180180","GSM5454800,GSM5454801,GSM5454802,GSM5454","GSM5454805","GSM5454809",0.986435738921372,FALSE,17379903,16141244
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575950","GSM5575955",0.986433004093557,FALSE,10487663,6781062
"GSE256220,GSE262877","GSM8180927,GSM8180928,GSM8180929","GSM8180928","GSM8180929",0.986432368693338,FALSE,16922138,19869478
"GSE244754","GSM7829067,GSM7829068,GSM7829069","GSM7829067","GSM7829069",0.986420654749428,FALSE,25051111,25488942
"GSE138614","GSM4114297,GSM4114377,GSM4114381,GSM4114","GSM4114297","GSM4114386",0.986414548013494,FALSE,28238257,40984069
"GSE125342","GSM3569296,GSM3569297,GSM3569298","GSM3569297","GSM3569298",0.986409360003078,FALSE,18960852,21900748
"GSE158765","GSM4810058,GSM4809995,GSM4810157,GSM4810","GSM4810193","GSM4810194",0.986407230278551,FALSE,44421183,35374476
"GSE171260,GSE171262","GSM5221515,GSM5221516,GSM5221517,GSM5221","GSM5221517","GSM5221518",0.986404908618861,FALSE,14008992,14845615
"GSE198722","GSM5955770,GSM5955771,GSM5955772,GSM5955","GSM5955772","GSM5955775",0.986399987360077,FALSE,30645857,48207141
"GSE148342","GSM4460612,GSM4460613","GSM4460612","GSM4460613",0.986397407910729,FALSE,21614310,25278701
"GSE180180","GSM5454800,GSM5454801,GSM5454802,GSM5454","GSM5454807","GSM5454809",0.986387057769773,FALSE,23421142,16141244
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575934","GSM5575938",0.986383050990027,FALSE,8070894,12687863
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575933","GSM5575941",0.98637533935288,FALSE,10659072,8791909
"GSE227871","GSM7109998,GSM7109999,GSM7110000","GSM7109999","GSM7110000",0.986375329542432,FALSE,20699785,22051976
"GSE171358","GSM5224093,GSM5224094,GSM5224095","GSM5224094","GSM5224095",0.986373537740338,FALSE,46286885,47740097
"GSE221103,GSE221174","GSM6845400,GSM6845402,GSM6845404,GSM6845","GSM6845402","GSM6845406",0.986370055518491,FALSE,31907362,22383410
"GSE113922","GSM3123628,GSM3123633,GSM3123634,GSM3123","GSM3123659","GSM3123660",0.986365579095272,FALSE,23704705,28726809
"GSE64553","GSM1574118,GSM1574123,GSM1574124,GSM1574","GSM1574123","GSM1574135",0.986357113460794,FALSE,34503626,41134387
"GSE124979","GSM5331853,GSM5331854,GSM5331855,GSM5331","GSM5331856","GSM5331858",0.986350974089151,FALSE,8086402,9035586
"GSE179347","GSM5415772,GSM5415773,GSM5415774,GSM5415","GSM5415801","GSM5415802",0.986348906343724,FALSE,19856433,19888319
"GSE223543","GSM6958572,GSM6958573,GSM6958574","GSM6958572","GSM6958574",0.986345044308132,FALSE,33089196,29045566
"GSE198449","GSM5947180,GSM5947205,GSM5947208,GSM5947","GSM5947361","GSM5947433",0.986344235773687,FALSE,16655774,20319846
"GSE244485,GSE244488","GSM7817930,GSM7817931,GSM7817932,GSM7817","GSM7817933","GSM7817934",0.98634143970792,FALSE,9017064,6755416
"GSE211439","GSM6470145,GSM6470146,GSM6470147,GSM6470","GSM6470147","GSM6470150",0.986338842318503,FALSE,23928638,25813471
"GSE178883","GSM5399899,GSM5399898,GSM5399903,GSM5399","GSM5399903","GSM5399900",0.986337721310816,FALSE,12373254,15377858
"GSE198449","GSM5947095,GSM5947138,GSM5947156,GSM5947","GSM5947566","GSM5947567",0.986333813610087,FALSE,16194687,14746673
"GSE213245","GSM6576381,GSM6576382,GSM6576383,GSM6576","GSM6576389","GSM6576420",0.986328001644133,FALSE,30798460,20168431
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575937","GSM5575957",0.986326876386388,FALSE,11946545,14087387
"GSE154339","GSM4669193,GSM4669199,GSM4669205,GSM4669","GSM4669199","GSM4669211",0.986319387395471,FALSE,32032231,25218309
"GSE210984","GSM6443675,GSM6443676,GSM6443677","GSM6443675","GSM6443676",0.986318442107613,FALSE,21064046,23559751
"GSE213245","GSM6576381,GSM6576382,GSM6576383,GSM6576","GSM6576390","GSM6576420",0.986304999830069,FALSE,28515932,20168431
"GSE104872","GSM2809189,GSM2809193,GSM2809197,GSM2809","GSM2809189","GSM2809197",0.986297643626773,FALSE,20194448,25706714
"GSE240364","GSM7696775,GSM7696779,GSM7696783,GSM7696","GSM7696779","GSM7696799",0.986288008817732,FALSE,31106815,35555909
"GSE227609,GSE227641","GSM7103890,GSM7103891,GSM7103892","GSM7103890","GSM7103892",0.986286001367671,FALSE,24814523,24232257
"GSE180180","GSM5454810,GSM5454811,GSM5454812,GSM5454","GSM5454812","GSM5454814",0.986284531845344,FALSE,21738646,22180004
"GSE131998","GSM3834170,GSM3834171,GSM3834172,GSM3834","GSM3834179","GSM3834180",0.986284453965445,FALSE,57178588,56078789
"GSE198722","GSM5955764,GSM5955765,GSM5955766,GSM5955","GSM5955764","GSM5955767",0.986282890358753,FALSE,42663205,44693593
"GSE64553","GSM1574089,GSM1574090,GSM1574091,GSM1574","GSM1574090","GSM1574102",0.986279700167085,FALSE,33952712,32676172
"GSE202963,GSE202967","GSM6139308,GSM6139309,GSM6139310","GSM6139308","GSM6139310",0.986264905109472,FALSE,22236702,29116724
"GSE188469,GSE188470","GSM5683460,GSM5683461,GSM5683462,GSM5683","GSM5683461","GSM5683463",0.986262052324065,FALSE,39112216,28222797
"GSE243230","GSM7781157,GSM7781158,GSM7781159","GSM7781158","GSM7781159",0.986259754923865,FALSE,22108873,31477463
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575950","GSM5575958",0.986255769092597,FALSE,10487663,15175461
"GSE123763,GSE123770","GSM3511025,GSM3511026,GSM3511027,GSM3511","GSM3511026","GSM3511028",0.986255695602056,FALSE,14180487,11666761
"GSE200186","GSM6020533,GSM6020534,GSM6020535","GSM6020533","GSM6020534",0.986249649842496,FALSE,7398963,12153042
"GSE193897","GSM5823330,GSM5823331","GSM5823330","GSM5823331",0.986247011531151,FALSE,15179083,18138077
"GSE213245","GSM6576455,GSM6576456","GSM6576455","GSM6576456",0.986243913661999,FALSE,22198971,17936991
"GSE171255,GSE171262","GSM5221400,GSM5221401,GSM5221402,GSM5221","GSM5221402","GSM5221403",0.986242779241161,FALSE,14427318,13465025
"GSE154058","GSM4663426,GSM4663427,GSM4663428","GSM4663427","GSM4663428",0.986235662560932,FALSE,15876300,16862443
"GSE191248,GSE191250","GSM5742171,GSM5742174,GSM5742176,GSM5742","GSM5742179","GSM5742185",0.986228572337133,FALSE,22204195,39919351
"GSE155000,GSE155002","GSM4693036,GSM4693037,GSM4693038","GSM4693036","GSM4693037",0.986224502133045,FALSE,11506963,17101497
"GSE226358","GSM7073880,GSM7073882,GSM7073884,GSM7073","GSM7073886","GSM7073890",0.98622145006852,FALSE,22276332,22257687
"GSE246493,GSE246494","GSM7869818,GSM7869820","GSM7869818","GSM7869820",0.986220794546192,FALSE,49615106,49177142
"GSE226358","GSM7073879,GSM7073881,GSM7073883,GSM7073","GSM7073885","GSM7073889",0.98621244371775,FALSE,25693326,19598707
"GSE168705","GSM5159106,GSM5159107,GSM5159108,GSM5159","GSM5381665","GSM5381677",0.986211825791302,FALSE,19928199,14671729
"GSE113922","GSM3123628,GSM3123633,GSM3123634,GSM3123","GSM3123641","GSM3123642",0.986194347774506,FALSE,18891904,20672031
"GSE207954,GSE255300","GSM8068671,GSM8068672,GSM8068675,GSM8068","GSM8068671","GSM8068672",0.986191510309635,FALSE,33728616,31243758
"GSE171073,GSE171074","GSM5218321,GSM5218322,GSM5218323,GSM5218","GSM5218322","GSM5218323",0.986187638233437,FALSE,45378697,36378375
"GSE213245","GSM6576439,GSM6576440,GSM6576441,GSM6576","GSM6576440","GSM6576462",0.986187149387199,FALSE,17366277,20530568
"GSE159984","GSM4852119,GSM4852121,GSM4852123,GSM4852","GSM4852157","GSM4852159",0.986186347458406,FALSE,95790316,102582879
"GSE213615","GSM6589885,GSM6589886,GSM6589887","GSM6589885","GSM6589887",0.986181660173954,FALSE,18868523,22686254
"GSE194420","GSM5835504,GSM5835505,GSM5835506","GSM5835504","GSM5835506",0.986178736016238,FALSE,18688618,18693280
"GSE213245","GSM6576439,GSM6576440,GSM6576441,GSM6576","GSM6576463","GSM6576464",0.986175891577468,FALSE,18080657,20175518
"GSE244485,GSE244488","GSM7817936,GSM7817937,GSM7817938,GSM7817","GSM7817937","GSM7817939",0.986172114320244,FALSE,11237288,9897606
"GSE155923","GSM4715904,GSM4715905,GSM4715906,GSM4715","GSM4715904","GSM4715909",0.986169248031335,FALSE,13674050,17543649
"GSE123468","GSM3504538,GSM3504539,GSM3504540,GSM3504","GSM3504545","GSM3504550",0.98616714324845,FALSE,38003556,37588085
"GSE180181","GSM5454831,GSM5454832,GSM5454833,GSM5454","GSM5454832","GSM5454839",0.986165539239188,FALSE,13793594,12366923
"GSE246340","GSM7867474,GSM7867475,GSM7867476,GSM7867","GSM7867481","GSM7867482",0.986164754434542,FALSE,20763702,20214261
"GSE198449","GSM5947095,GSM5947138,GSM5947156,GSM5947","GSM5947745","GSM5948864",0.986164646781824,FALSE,18745323,26673252
"GSE252566,GSE252569","GSM8003307,GSM8003308,GSM8003309","GSM8003307","GSM8003309",0.986163980265642,FALSE,23770871,27979524
"GSE148806,GSE148808","GSM4481508,GSM4481509,GSM4481510","GSM4481508","GSM4481510",0.986158162722924,FALSE,11591619,10753905
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575937","GSM5575949",0.986155934890787,FALSE,11946545,8690357
"GSE217421,GSE217424","GSM6717755,GSM6717756,GSM6717757,GSM6717","GSM6717762","GSM6717764",0.986143767018295,FALSE,16082468,53221989
"GSE193330","GSM5792295,GSM5792296","GSM5792295","GSM5792296",0.986138577664134,FALSE,16839076,15959779
"GSE180180","GSM5454817,GSM5454818,GSM5454819,GSM5454","GSM5454817","GSM5454819",0.986138537799755,FALSE,16176550,25539367
"GSE64741","GSM1579176,GSM1579177,GSM1579178,GSM1579","GSM1579179","GSM1579181",0.986138462686491,FALSE,35542726,41204512
"GSE254479","GSM8042972,GSM8042982,GSM8042992","GSM8042972","GSM8042982",0.986134886770619,FALSE,17497678,16844655
"GSE198248","GSM5941945,GSM5941946,GSM5941947","GSM5941945","GSM5941947",0.986133096374547,FALSE,9199575,9687215
"GSE243329","GSM7783509,GSM7783510,GSM7783511","GSM7783510","GSM7783511",0.986132983017776,FALSE,6720104,8419825
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575945","GSM5575946",0.986132029655809,FALSE,6635093,9187873
"GSE221861,GSE221862","GSM6900945,GSM6900946,GSM6900947","GSM6900945","GSM6900947",0.98610865382872,FALSE,10669586,13781409
"GSE220972","GSM6833367,GSM6833368,GSM6833375,GSM6833","GSM6833393","GSM6833395",0.986104442417387,FALSE,9061302,7730383
"GSE196453","GSM5884505,GSM5884506,GSM5884507,GSM5884","GSM5884505","GSM5884509",0.986093532146441,FALSE,15915829,18808599
"GSE171260,GSE171262","GSM5221515,GSM5221516,GSM5221517,GSM5221","GSM5221515","GSM5221516",0.98609108093266,FALSE,15254317,14230581
"GSE93385","GSM2452280,GSM2452281,GSM2452282","GSM2452280","GSM2452281",0.986089802065303,FALSE,15873718,18293123
"GSE240928","GSM7712260,GSM7712262,GSM7712263,GSM7712","GSM7712260","GSM7712262",0.986087681052197,FALSE,39472907,38531568
"GSE139546","GSM4143540,GSM4143541","GSM4143540","GSM4143541",0.986087641337529,FALSE,4359700,18691662
"GSE125933","GSM3585245,GSM3585246,GSM3585247","GSM3585246","GSM3585247",0.986083936840451,FALSE,21463685,22343384
"GSE149132","GSM4490856,GSM4490857,GSM4490858","GSM4490857","GSM4490858",0.98608104871043,FALSE,50277425,39052093
"GSE211439","GSM6470145,GSM6470146,GSM6470147,GSM6470","GSM6470147","GSM6470149",0.98606937725702,FALSE,23928638,25545381
"GSE240370","GSM7696985,GSM7696986,GSM7696987,GSM7696","GSM7697000","GSM7697002",0.986062480689429,FALSE,18761893,16150576
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575950","GSM5575951",0.986059199587137,FALSE,10487663,10929244
"GSE176006,GSE176010","GSM5352592,GSM5352593,GSM5352594,GSM5352","GSM5352592","GSM5352594",0.986054299339028,FALSE,17782953,9058596
"GSE226358","GSM7073879,GSM7073881,GSM7073883,GSM7073","GSM7073883","GSM7073885",0.986040956171461,FALSE,25495712,25693326
"GSE131526,GSE131528","GSM3785340,GSM3785341,GSM3785342","GSM3785340","GSM3785341",0.986040840549902,FALSE,8687346,8799694
"GSE148767","GSM4478657,GSM4478658","GSM4478657","GSM4478658",0.986034495002853,FALSE,11228978,11613009
"GSE151854","GSM4592381,GSM4592384","GSM4592381","GSM4592384",0.98603116318783,FALSE,14429468,12999156
"GSE121137","GSM3426719,GSM3426720,GSM3426721","GSM3426720","GSM3426721",0.986020558239363,FALSE,29463531,44323302
"GSE193330","GSM5792291,GSM5792292,GSM5792293","GSM5792292","GSM5792293",0.986018202869061,FALSE,15976699,16405421
"GSE123638,GSE123639","GSM3508504,GSM3508505,GSM3508506","GSM3508504","GSM3508506",0.98601648795595,FALSE,13569328,10932698
"GSE151796","GSM4591033,GSM4591034,GSM4591035,GSM4591","GSM4591034","GSM4591035",0.98601486862029,FALSE,41111184,40595119
"GSE226358","GSM7073903,GSM7073905,GSM7073907,GSM7073","GSM7073911","GSM7073921",0.986014318105718,FALSE,23160387,24415893
"GSE213245","GSM6576439,GSM6576440,GSM6576441,GSM6576","GSM6576460","GSM6576461",0.986010800817715,FALSE,18691497,17566842
"GSE210989","GSM6443797,GSM6443798,GSM6443799","GSM6443798","GSM6443799",0.986006036668648,FALSE,13148523,10209106
"GSE158969","GSM4816756,GSM4816757,GSM4816758,GSM4816","GSM4816759","GSM4816762",0.985999570155815,FALSE,17984284,9340913
"GSE189376","GSM5700297,GSM5700298,GSM5700299,GSM5700","GSM5700309","GSM5700310",0.985998850663701,FALSE,17088450,15281624
"GSE119088","GSM3357699,GSM3357700,GSM3357701","GSM3357699","GSM3357700",0.985997450562573,FALSE,15392105,16169859
"GSE147250","GSM4422627,GSM4422628,GSM4422629,GSM4422","GSM4422627","GSM4422628",0.98599373315588,FALSE,37850100,42211535
"GSE111016,GSE111017","GSM3020405,GSM3020409,GSM3020413,GSM3020","GSM3020405","GSM3020430",0.985993368386992,FALSE,60942318,57828354
"GSE136725","GSM4056778,GSM4056779","GSM4056778","GSM4056779",0.985977839743871,FALSE,18721493,18935150
"GSE171255,GSE171262","GSM5221400,GSM5221401,GSM5221402,GSM5221","GSM5221402","GSM5221404",0.985970357618014,FALSE,14427318,13270420
"GSE171255,GSE171262","GSM5221400,GSM5221401,GSM5221402,GSM5221","GSM5221400","GSM5221404",0.985966707700355,FALSE,16019524,13270420
"GSE216540","GSM6678906,GSM6678907,GSM6678910,GSM6678","GSM6678910","GSM6678911",0.985963745355054,FALSE,41690877,41916574
"GSE191165","GSM5740288,GSM5740289,GSM5740290","GSM5740288","GSM5740289",0.985961028862787,FALSE,55353256,50484308
"GSE217099","GSM6705103,GSM6705104,GSM6705105","GSM6705103","GSM6705104",0.98595644646739,FALSE,35369973,33933951
"GSE234148","GSM7448567,GSM7448568,GSM7448569","GSM7448568","GSM7448569",0.985954702730663,FALSE,18000453,13580070
"GSE148767","GSM4478654,GSM4478655,GSM4478656","GSM4478655","GSM4478656",0.985954673680103,FALSE,10384966,12680950
"GSE154058","GSM4663462,GSM4663463,GSM4663464","GSM4663462","GSM4663464",0.985954334166782,FALSE,12783960,13125569
"GSE228090","GSM7113737,GSM7113738,GSM7113739","GSM7113737","GSM7113738",0.985949246086355,FALSE,44960170,42676508
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575950","GSM5575957",0.985942858902725,FALSE,10487663,14087387
"GSE180181","GSM5454823,GSM5454824,GSM5454825,GSM5454","GSM5454826","GSM5454830",0.985940363552745,FALSE,4844227,14974054
"GSE213245","GSM6576381,GSM6576382,GSM6576383,GSM6576","GSM6576391","GSM6576418",0.985940064011233,FALSE,29326011,24844328
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575938","GSM5575952",0.985926459120739,FALSE,12687863,11448889
"GSE114284","GSM3138798,GSM3138801,GSM3138804","GSM3138798","GSM3138801",0.985923997182256,FALSE,39944334,21245313
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575938","GSM5575949",0.985917090048413,FALSE,12687863,8690357
"GSE210196","GSM6423283,GSM6423284,GSM6423291,GSM6423","GSM6423284","GSM6423292",0.985917000220963,FALSE,42401154,40584877
"GSE226358","GSM7073879,GSM7073881,GSM7073883,GSM7073","GSM7073881","GSM7073891",0.985904696743446,FALSE,24944100,20433590
"GSE158765","GSM4810058,GSM4809995,GSM4810157,GSM4810","GSM4810185","GSM4810184",0.985899372231175,FALSE,48673491,59064859
"GSE138614","GSM4114342,GSM4114346,GSM4114392","GSM4114342","GSM4114346",0.985870867630537,FALSE,20549690,26489457
"GSE221103,GSE221174","GSM6845380,GSM6845381,GSM6845382,GSM6845","GSM6845381","GSM6845386",0.985866728704677,FALSE,21840763,24083415
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575950","GSM5575952",0.985861730967584,FALSE,10487663,11448889
"GSE161800","GSM4914637,GSM4914638,GSM4914639","GSM4914637","GSM4914638",0.98585810727947,FALSE,10796130,9400996
"GSE110709","GSM3014889,GSM3014890,GSM3014891","GSM3014890","GSM3014891",0.985842468041384,FALSE,19180600,15428942
"GSE129071","GSM3692901,GSM3692903,GSM3692902","GSM3692901","GSM3692903",0.985829981330584,FALSE,21795589,21484303
"GSE226239","GSM7068748,GSM7068749,GSM7068750","GSM7068749","GSM7068750",0.985824354282006,FALSE,21717567,19841587
"GSE198248","GSM5941942,GSM5941943,GSM5941944","GSM5941942","GSM5941944",0.985803832010574,FALSE,8617733,8966821
"GSE64553","GSM1574089,GSM1574090,GSM1574091,GSM1574","GSM1574091","GSM1574096",0.985795132159789,FALSE,28460024,28118037
"GSE64553","GSM1574118,GSM1574123,GSM1574124,GSM1574","GSM1574129","GSM1574134",0.985794941475235,FALSE,32479732,36852911
"GSE216540","GSM6678890,GSM6678891,GSM6678892,GSM6678","GSM6678892","GSM6678901",0.985790392675579,FALSE,42591316,42523967
"GSE123285,GSE123286","GSM3499291,GSM3499293,GSM3499296,GSM3499","GSM3499300","GSM3499302",0.985788497395819,FALSE,23728262,27593498
"GSE189376","GSM5700300,GSM5700301,GSM5700302","GSM5700300","GSM5700302",0.985787384940388,FALSE,14575317,15936407
"GSE180180","GSM5454817,GSM5454818,GSM5454819,GSM5454","GSM5454817","GSM5454822",0.985784829118843,FALSE,16176550,20825546
"GSE198449","GSM5947180,GSM5947205,GSM5947208,GSM5947","GSM5948033","GSM5948034",0.985777510705456,FALSE,26761630,26674819
"GSE97117,GSE97358","GSM2562519,GSM2562523,GSM2562525,GSM2562","GSM2562527","GSM2562529",0.985777233768662,FALSE,37501794,47308817
"GSE189376","GSM5700297,GSM5700298,GSM5700299,GSM5700","GSM5700310","GSM5700311",0.985776809003947,FALSE,15281624,15055373
"GSE176123","GSM5356375,GSM5356376,GSM5356377,GSM5356","GSM5356375","GSM5356378",0.985776175668548,FALSE,23415347,36487935
"GSE186628,GSE205621","GSM6215596,GSM6215597,GSM6215598","GSM6215596","GSM6215598",0.98577189870883,FALSE,12781815,18400605
"GSE130247,GSE130269","GSM3734480,GSM3734481","GSM3734480","GSM3734481",0.985768427640033,FALSE,22956304,15205933
"GSE241903","GSM7745343,GSM7745344,GSM7745345","GSM7745343","GSM7745344",0.985767636421627,FALSE,20405018,18590912
"GSE124118","GSM3521172,GSM3521173,GSM3521174","GSM3521172","GSM3521173",0.985763401130576,FALSE,14201286,14993859
"GSE198449","GSM5947095,GSM5947138,GSM5947156,GSM5947","GSM5947328","GSM5947329",0.985763304427876,FALSE,18390092,18773053
"GSE160671","GSM4876729,GSM4876730,GSM4876731,GSM4876","GSM4876731","GSM4876732",0.985758355696455,FALSE,18766765,18031959
"GSE213245","GSM6576439,GSM6576440,GSM6576441,GSM6576","GSM6576440","GSM6576464",0.985752391804883,FALSE,17366277,20175518
"GSE144378,GSE144380","GSM4287020,GSM4287021,GSM4287022","GSM4287021","GSM4287022",0.985749406121605,FALSE,28041138,31701906
"GSE180180","GSM5454800,GSM5454801,GSM5454802,GSM5454","GSM5454801","GSM5454809",0.985737851646097,FALSE,13819332,16141244
"GSE216540","GSM6678894,GSM6678895,GSM6678896,GSM6678","GSM6678894","GSM6678902",0.98573641782607,FALSE,42543700,42633658
"GSE234514,GSE234516","GSM7469912,GSM7469913,GSM7469914","GSM7469913","GSM7469914",0.985736057885568,FALSE,20176654,21827158
"GSE215947","GSM6647979,GSM6647980,GSM6647981","GSM6647980","GSM6647981",0.98572487425099,FALSE,27373184,25925524
"GSE197525,GSE197527","GSM5919530,GSM5919531","GSM5919530","GSM5919531",0.985722280076087,FALSE,33741253,33402690
"GSE204868","GSM6199146,GSM6199150,GSM6199154","GSM6199150","GSM6199154",0.985722079916717,FALSE,15174385,16593104
"GSE243454","GSM7787402,GSM7787403,GSM7787404,GSM7787","GSM7787402","GSM7787404",0.985720222405236,FALSE,40676806,37582226
"GSE226232","GSM7068478,GSM7068479,GSM7068480","GSM7068479","GSM7068480",0.985713406583988,FALSE,15273899,14338975
"GSE111016,GSE111017","GSM3020405,GSM3020409,GSM3020413,GSM3020","GSM3020405","GSM3020436",0.985709196365544,FALSE,60942318,58880490
"GSE216540","GSM6678874,GSM6678875,GSM6678876,GSM6678","GSM6678877","GSM6678883",0.985702248082312,FALSE,42418744,42414937
"GSE210196","GSM6423283,GSM6423284,GSM6423291,GSM6423","GSM6423291","GSM6423292",0.985701857655338,FALSE,46015093,40584877
"GSE168705","GSM5159118,GSM5159119,GSM5159120,GSM5159","GSM5159124","GSM5381644",0.985700813423126,FALSE,17453064,23792078
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575933","GSM5575938",0.985690218406397,FALSE,10659072,12687863
"GSE158765","GSM4810058,GSM4809995,GSM4810157,GSM4810","GSM4810043","GSM4810044",0.985690198722156,FALSE,41809440,46115340
"GSE198449","GSM5947162,GSM5947446,GSM5947449,GSM5947","GSM5947451","GSM5947953",0.985688003766442,FALSE,21043240,16429347
"GSE243454","GSM7787402,GSM7787403,GSM7787404,GSM7787","GSM7787402","GSM7787403",0.985685313171898,FALSE,40676806,41423269
"GSE168705","GSM5159118,GSM5159119,GSM5159120,GSM5159","GSM5381633","GSM5381657",0.98568465731146,FALSE,18681046,19109194
"GSE221103,GSE221174","GSM6845380,GSM6845381,GSM6845382,GSM6845","GSM6845385","GSM6845393",0.985677131203966,FALSE,25494716,24917135
"GSE182350","GSM5527458,GSM5527459,GSM5527460,GSM5527","GSM5527459","GSM5527460",0.985674609369112,FALSE,30768588,27439078
"GSE190634","GSM5726844,GSM5726845","GSM5726844","GSM5726845",0.985673866668085,FALSE,24988856,24545642
"GSE112523,GSE112525","GSM3072104,GSM3072117,GSM3072118","GSM3072104","GSM3072118",0.985673785159485,FALSE,16686390,21663898
"GSE226358","GSM7073879,GSM7073881,GSM7073883,GSM7073","GSM7073885","GSM7073897",0.985671270133811,FALSE,25693326,22320778
"GSE123766,GSE123770","GSM3511065,GSM3511067,GSM3511068","GSM3511065","GSM3511068",0.985667293028536,FALSE,26075295,32636403
"GSE193330","GSM5792291,GSM5792292,GSM5792293","GSM5792291","GSM5792293",0.985667177185394,FALSE,18943802,16405421
"GSE216540","GSM6678906,GSM6678907,GSM6678910,GSM6678","GSM6678907","GSM6678910",0.985664282315806,FALSE,42043378,41690877
"GSE232390,GSE232393","GSM7329821,GSM7329824","GSM7329821","GSM7329824",0.98565359320665,FALSE,8211139,7837847
"GSE155923","GSM4715904,GSM4715905,GSM4715906,GSM4715","GSM4715905","GSM4715907",0.985653353775187,FALSE,25076641,19346820
"GSE134737","GSM3965157,GSM3965159,GSM3965161,GSM3965","GSM3965157","GSM3965159",0.985652369427815,FALSE,20977856,20612133
"GSE176324","GSM6175604,GSM6175605,GSM6175606","GSM6175604","GSM6175606",0.985651713432608,FALSE,21953028,17890048
"GSE64553","GSM1574092,GSM1574093,GSM1574094,GSM1574","GSM1574093","GSM1574099",0.98565001825973,FALSE,26302764,39859060
"GSE244485,GSE244488","GSM7817930,GSM7817931,GSM7817932,GSM7817","GSM7817930","GSM7817932",0.98564771140585,FALSE,7210501,10996348
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575934","GSM5575947",0.98563771217856,FALSE,8070894,9324324
"GSE123468","GSM3504538,GSM3504539,GSM3504540,GSM3504","GSM3504550","GSM3504555",0.985632888207092,FALSE,37588085,39621288
"GSE240370","GSM7696985,GSM7696986,GSM7696987,GSM7696","GSM7696985","GSM7696988",0.985630052597601,FALSE,17682215,16139799
"GSE221103,GSE221174","GSM6845380,GSM6845381,GSM6845382,GSM6845","GSM6845381","GSM6845385",0.985629893407542,FALSE,21840763,25494716
"GSE182350","GSM5527454,GSM5527455,GSM5527456,GSM5527","GSM5527454","GSM5527455",0.985619888082658,FALSE,33313084,25610740
"GSE226045,GSE226047","GSM7061974,GSM7061975","GSM7061974","GSM7061975",0.985619094836698,FALSE,13846764,15113559
"GSE186628,GSE205621","GSM6215602,GSM6215603,GSM6215604","GSM6215602","GSM6215604",0.985613747982332,FALSE,6677386,7828636
"GSE113711,GSE113715","GSM3112598,GSM3112599,GSM3112600","GSM3112599","GSM3112600",0.985613618432912,FALSE,8229795,12353630
"GSE133003,GSE133493","GSM3898111,GSM3898112","GSM3898111","GSM3898112",0.985612225200534,FALSE,9202320,10459310
"GSE198449","GSM5947095,GSM5947138,GSM5947156,GSM5947","GSM5947344","GSM5947345",0.985608860036312,FALSE,15216697,17593833
"GSE180180","GSM5454817,GSM5454818,GSM5454819,GSM5454","GSM5454817","GSM5454820",0.98560596029248,FALSE,16176550,22627784
"GSE165246,GSE165249","GSM5028855,GSM5028856,GSM5028857","GSM5028856","GSM5028857",0.985603917341109,FALSE,22147789,21572197
"GSE239844","GSM7675394,GSM7675396,GSM7675395","GSM7675396","GSM7675395",0.985603718493208,FALSE,32017763,29311239
"GSE239726","GSM7670529,GSM7670531,GSM7670533,GSM7670","GSM7670541","GSM7670556",0.985598921579371,FALSE,64133658,52503757
"GSE222117","GSM6915101,GSM6915102,GSM6915103,GSM6915","GSM6915101","GSM6915107",0.985586733639796,FALSE,57932565,52330177
"GSE142123","GSM4221264,GSM4221266","GSM4221264","GSM4221266",0.98558670205022,FALSE,10790804,14389055
"GSE198449","GSM5947180,GSM5947205,GSM5947208,GSM5947","GSM5947286","GSM5948076",0.985583959711411,FALSE,22077010,26694400
"GSE99536","GSM2645635,GSM2645643","GSM2645635","GSM2645643",0.985577225472025,FALSE,28223825,21432057
