"studio","braccio","a","b","r","dichiarata","dep_a","dep_b"
"GSE244754","GSM7829061,GSM7829062,GSM7829063","GSM7829061","GSM7829063",0.99406399783937,FALSE,28760740,29342450
"GSE231483,GSE251869","GSM7989338,GSM7989339,GSM7989340","GSM7989338","GSM7989339",0.994063138247627,FALSE,27089986,27931481
"GSE153867","GSM5027822,GSM5027823,GSM5027824,GSM5027","GSM5027823","GSM5027824",0.994060710303436,FALSE,22534326,23388858
"GSE161021","GSM4888072,GSM4888073","GSM4888072","GSM4888073",0.994059890444357,FALSE,25238257,23700403
"GSE244486,GSE244488","GSM7817948,GSM7817949,GSM7817950,GSM7817","GSM7817951","GSM7817952",0.994059841154948,FALSE,15369964,20632857
"GSE237177","GSM7596465,GSM7596466,GSM7596467","GSM7596466","GSM7596467",0.994058025718568,FALSE,37039284,31194416
"GSE225517","GSM7049757,GSM7049758,GSM7049759,GSM7049","GSM7049757","GSM7049758",0.994050969884762,FALSE,42890219,37124213
"GSE198722","GSM5955758,GSM5955759,GSM5955760,GSM5955","GSM5955758","GSM5955760",0.994048507405722,FALSE,33249409,30431355
"GSE176123","GSM5356387,GSM5356388,GSM5356389,GSM5356","GSM5356387","GSM5356388",0.994047203489097,FALSE,25748561,25004162
"GSE149262","GSM4495073,GSM4495079,GSM4495085","GSM4495079","GSM4495085",0.994045877657879,FALSE,29747976,26324354
"GSE149280","GSM4495449,GSM4495452,GSM4495455","GSM4495452","GSM4495455",0.994044396548806,FALSE,24052939,27290912
"GSE102812","GSM2746670,GSM2746671,GSM2746672,GSM2746","GSM2746674","GSM2746675",0.994043067388697,FALSE,17801976,25208597
"GSE245677","GSM7846838,GSM7846839,GSM7846840","GSM7846839","GSM7846840",0.994041315200672,FALSE,20827480,21453663
"GSE125014","GSM3561127,GSM3561128,GSM3561129,GSM3561","GSM3561127","GSM3561128",0.994041198598762,FALSE,24966941,21541417
"GSE250224","GSM7975843,GSM7975844,GSM7975845,GSM7975","GSM7975844","GSM7975846",0.994039781873151,FALSE,20744699,20479076
"GSE136272","GSM4043849,GSM4043850,GSM4043851","GSM4043850","GSM4043851",0.994039760540236,FALSE,20144953,21456697
"GSE245677","GSM7846838,GSM7846839,GSM7846840","GSM7846838","GSM7846839",0.994038249921391,FALSE,20298917,20827480
"GSE211829","GSM6503057,GSM6503058","GSM6503057","GSM6503058",0.994038002583457,FALSE,29839857,28837251
"GSE214052,GSE214054","GSM6598419,GSM6598420,GSM6598421","GSM6598419","GSM6598421",0.994036769819704,FALSE,18913427,19359525
"GSE102674","GSM2742709,GSM2742710,GSM2742711,GSM2742","GSM2742709","GSM2742711",0.994035931115711,FALSE,20308072,19255572
"GSE213245","GSM6576381,GSM6576382,GSM6576383,GSM6576","GSM6576388","GSM6576417",0.994034994574168,FALSE,30331506,23183739
"GSE102674","GSM2742709,GSM2742710,GSM2742711,GSM2742","GSM2742709","GSM2742710",0.994030908380719,FALSE,20308072,21001108
"GSE244486,GSE244488","GSM7817954,GSM7817955,GSM7817956,GSM7817","GSM7817955","GSM7817956",0.994030771924803,FALSE,17670649,19098181
"GSE179395","GSM5416895,GSM5416896,GSM5416897,GSM5416","GSM5416897","GSM5416898",0.994026298449012,FALSE,30070121,22491276
"GSE64553","GSM1574113,GSM1574114,GSM1574119,GSM1574","GSM1574120","GSM1574121",0.994025820968246,FALSE,31380606,34733699
"GSE125437","GSM3574081,GSM3574082","GSM3574081","GSM3574082",0.994025800467041,FALSE,22838242,20296038
"GSE217334","GSM6714198,GSM6714199,GSM6714200,GSM6714","GSM6714202","GSM6714205",0.994024517274584,FALSE,43591550,36208217
"GSE184891","GSM5599678,GSM5599679","GSM5599678","GSM5599679",0.994023611000264,FALSE,11699624,23041351
"GSE159782","GSM4844563,GSM4844564,GSM4844571,GSM4844","GSM4844579","GSM4844580",0.994023024662948,FALSE,13945444,14002064
"GSE235681","GSM7507619,GSM7507620,GSM7507621","GSM7507619","GSM7507620",0.99402008785845,FALSE,22932110,19385974
"GSE100574","GSM2687353,GSM2687354,GSM2687355,GSM2687","GSM2687355","GSM2687367",0.994018320106131,FALSE,37595063,41610571
"GSE209769","GSM6395050,GSM6395051,GSM6395052","GSM6395050","GSM6395051",0.994013369074539,FALSE,37817010,38259402
"GSE179347","GSM5415772,GSM5415773,GSM5415774,GSM5415","GSM5415773","GSM5415800",0.994012830547546,FALSE,22476107,22377632
"GSE176123","GSM5356391,GSM5356392,GSM5356393,GSM5356","GSM5356391","GSM5356393",0.994006432478857,FALSE,26632354,28848483
"GSE120660","GSM3407131,GSM3407132,GSM3407130","GSM3407131","GSM3407130",0.99400379588702,FALSE,17832346,18041371
"GSE180180","GSM5454800,GSM5454801,GSM5454802,GSM5454","GSM5454802","GSM5454806",0.994003103021395,FALSE,17047761,27002138
"GSE174490","GSM5315809,GSM5315810,GSM5315811,GSM5315","GSM5315810","GSM5315811",0.994001820438972,FALSE,26499813,28247879
"GSE250224","GSM7975843,GSM7975844,GSM7975845,GSM7975","GSM7975843","GSM7975846",0.993999439606046,FALSE,20631207,20479076
"GSE152409,GSE152410","GSM4614885,GSM4614886,GSM4614887","GSM4614885","GSM4614887",0.99399878762347,FALSE,54520808,54659363
"GSE179347","GSM5415855,GSM5415856,GSM5415857,GSM5415","GSM5415857","GSM5415880",0.993996775909615,FALSE,32278665,32417519
"GSE179347","GSM5415772,GSM5415773,GSM5415774,GSM5415","GSM5415774","GSM5415825",0.993993667406154,FALSE,27195519,26848610
"GSE226664","GSM7081229,GSM7081230,GSM7081231","GSM7081230","GSM7081231",0.993991578323622,FALSE,18041147,14851957
"GSE181003","GSM5481927,GSM5481928","GSM5481927","GSM5481928",0.993990054510848,FALSE,22291273,18689835
"GSE197302","GSM5912849,GSM5912850,GSM5912851","GSM5912849","GSM5912850",0.99398918451782,FALSE,62531109,56713638
"GSE217334","GSM6714224,GSM6714226,GSM6714227,GSM6714","GSM6714224","GSM6714226",0.993987777038259,FALSE,20807811,20506354
"GSE178518","GSM5393286,GSM5393287,GSM5393288","GSM5393286","GSM5393288",0.993986460857897,FALSE,25019196,25640331
"GSE205890","GSM6234940,GSM6234941,GSM6234942","GSM6234940","GSM6234942",0.993986175802381,FALSE,30274758,31542429
"GSE245677","GSM7846841,GSM7846842,GSM7846843","GSM7846842","GSM7846843",0.993985598232408,FALSE,19378103,19876012
"GSE240167","GSM7683799,GSM7683800,GSM7683801,GSM7683","GSM7683799","GSM7683800",0.993983067953144,FALSE,13711179,15610391
"GSE119088","GSM3357696,GSM3357697,GSM3357698","GSM3357697","GSM3357698",0.993979050989436,FALSE,12984244,15099275
"GSE179347","GSM5415855,GSM5415856,GSM5415857,GSM5415","GSM5415857","GSM5415904",0.99397418433793,FALSE,32278665,34062059
"GSE179347","GSM5415772,GSM5415773,GSM5415774,GSM5415","GSM5415798","GSM5415826",0.99397274366794,FALSE,22157617,23413162
"GSE161176","GSM4891037,GSM4891038,GSM4891039,GSM4891","GSM4891101","GSM4891102",0.993970599004949,FALSE,20318144,17718452
"GSE240369","GSM7696954,GSM7696955,GSM7696956","GSM7696954","GSM7696955",0.99396908693364,FALSE,21576743,24310627
"GSE99626","GSM3595505,GSM3595511,GSM3595517","GSM3595505","GSM3595517",0.993965551747961,FALSE,31153350,35698608
"GSE104766","GSM2807395,GSM2807396,GSM2807397,GSM2807","GSM2807395","GSM2807396",0.993965352743364,FALSE,74841840,44882698
"GSE158969","GSM4816756,GSM4816757,GSM4816758,GSM4816","GSM4816757","GSM4816765",0.993964920386207,FALSE,16073845,21577576
"GSE179347","GSM5415855,GSM5415856,GSM5415857,GSM5415","GSM5415856","GSM5415857",0.993963629629284,FALSE,25681959,32278665
"GSE116282","GSM3223785,GSM3223786","GSM3223785","GSM3223786",0.99395567699057,FALSE,15439491,15218306
"GSE222279","GSM6919388,GSM6919389,GSM6919390","GSM6919388","GSM6919389",0.993955558542695,FALSE,19574524,20890270
"GSE160671","GSM4876729,GSM4876730,GSM4876731,GSM4876","GSM4876729","GSM4876730",0.993954966795664,FALSE,23068649,22272865
"GSE183999","GSM5575552,GSM5575553","GSM5575552","GSM5575553",0.99395411100131,FALSE,35023376,42107593
"GSE158765","GSM4810058,GSM4809995,GSM4810157,GSM4810","GSM4810192","GSM4810194",0.993952708377147,FALSE,42026607,35374476
"GSE172094","GSM5241696,GSM5241702,GSM5241708","GSM5241696","GSM5241702",0.993950999126089,FALSE,19590015,22066943
"GSE210693","GSM6435559,GSM6435560,GSM6435561","GSM6435559","GSM6435560",0.993950587151612,FALSE,21977117,29711154
"GSE179347","GSM5415772,GSM5415773,GSM5415774,GSM5415","GSM5415826","GSM5415827",0.993948394997718,FALSE,23413162,22148715
"GSE205261,GSE205283","GSM6209449,GSM6209450,GSM6209451","GSM6209449","GSM6209451",0.993948173691598,FALSE,22268019,21509583
"GSE102812","GSM2746670,GSM2746671,GSM2746672,GSM2746","GSM2746673","GSM2746675",0.993947595508867,FALSE,17430219,25208597
"GSE245677","GSM7846838,GSM7846839,GSM7846840","GSM7846838","GSM7846840",0.993946546049801,FALSE,20298917,21453663
"GSE64553","GSM1574113,GSM1574114,GSM1574119,GSM1574","GSM1574120","GSM1574125",0.993945945665708,FALSE,31380606,33485549
"GSE100574","GSM2687353,GSM2687354,GSM2687355,GSM2687","GSM2687354","GSM2687367",0.993944946731838,FALSE,34567523,41610571
"GSE242706","GSM7767430,GSM7767431,GSM7767432,GSM7767","GSM7767430","GSM7767431",0.993944874321315,FALSE,24644011,28722194
"GSE137297","GSM4074876,GSM4074877,GSM4074909,GSM4074","GSM4074909","GSM4074910",0.993944380671502,FALSE,29481019,30801528
"GSE171170","GSM5220261,GSM5220262,GSM5220263","GSM5220261","GSM5220263",0.993942301176526,FALSE,39531519,42501492
"GSE223682,GSE223684","GSM6971606,GSM6971607,GSM6971608","GSM6971607","GSM6971608",0.993940914102052,FALSE,18243433,15772352
"GSE202859,GSE202864","GSM6134699,GSM6134700,GSM6134701","GSM6134699","GSM6134701",0.99394032947707,FALSE,35542616,38141485
"GSE205890","GSM6234934,GSM6234935,GSM6234936","GSM6234935","GSM6234936",0.993936712903679,FALSE,30317467,33053637
"GSE223682,GSE223684","GSM6971606,GSM6971607,GSM6971608","GSM6971606","GSM6971608",0.993934008299964,FALSE,19317113,15772352
"GSE140347","GSM4159716,GSM4159718","GSM4159716","GSM4159718",0.993932971844576,FALSE,29020964,34643969
"GSE252575","GSM8003415,GSM8003416,GSM8003417","GSM8003416","GSM8003417",0.993930291201246,FALSE,57905628,50326384
"GSE118548","GSM3332285,GSM3332286","GSM3332285","GSM3332286",0.993924392624471,FALSE,23079352,21550763
"GSE218451","GSM6745528,GSM6745529,GSM6745530","GSM6745528","GSM6745529",0.993921363109163,FALSE,17251223,17958012
"GSE153867","GSM5027822,GSM5027823,GSM5027824,GSM5027","GSM5027828","GSM5027829",0.993921128596738,FALSE,19916263,22652415
"GSE89127,GSE89129","GSM2359251,GSM2359252,GSM2359253","GSM2359251","GSM2359252",0.993920831307068,FALSE,14044441,14284824
"GSE144326","GSM4285921,GSM4285922","GSM4285921","GSM4285922",0.993918396803126,FALSE,72403091,24773318
"GSE139963","GSM4150586,GSM4150587,GSM4150588","GSM4150587","GSM4150588",0.993913071212393,FALSE,23692816,22623909
"GSE217334","GSM6714180,GSM6714182,GSM6714183,GSM6714","GSM6714186","GSM6714188",0.993910723727554,FALSE,31773212,19284740
"GSE150819","GSM4559196,GSM4559197,GSM4559198","GSM4559196","GSM4559197",0.993910543688777,FALSE,28749816,32582729
"GSE228587","GSM7130859,GSM7130860,GSM7130861","GSM7130859","GSM7130861",0.993907878595801,FALSE,22853157,30164672
"GSE181029","GSM5482242,GSM5482243","GSM5482242","GSM5482243",0.993904320754085,FALSE,18050671,18129122
"GSE216137","GSM6659184,GSM6659185,GSM6659186","GSM6659184","GSM6659186",0.99390304261717,FALSE,36715703,38287139
"GSE243454","GSM7787393,GSM7787394,GSM7787395","GSM7787394","GSM7787395",0.993902614517401,FALSE,42930603,37329061
"GSE237177","GSM7596498,GSM7596499,GSM7596500","GSM7596498","GSM7596500",0.993895482373362,FALSE,26911199,27561608
"GSE217334","GSM6714207,GSM6714208,GSM6714210","GSM6714207","GSM6714208",0.993890987956393,FALSE,34452372,35942391
"GSE179347","GSM5415772,GSM5415773,GSM5415774,GSM5415","GSM5415796","GSM5415801",0.99388724861662,FALSE,24604543,19856433
"GSE89127,GSE89129","GSM2359221,GSM2359222,GSM2359223","GSM2359221","GSM2359223",0.993883094679551,FALSE,15099390,12584104
"GSE217334","GSM6714198,GSM6714199,GSM6714200,GSM6714","GSM6714202","GSM6714204",0.993882751849937,FALSE,43591550,29374767
"GSE163908","GSM4990515,GSM4990516,GSM4990517","GSM4990516","GSM4990517",0.993880781968164,FALSE,19919331,25441084
"GSE205890","GSM6234940,GSM6234941,GSM6234942","GSM6234940","GSM6234941",0.993880757301632,FALSE,30274758,30080389
"GSE125437","GSM3574072,GSM3574073,GSM3574074,GSM3574","GSM3574072","GSM3574073",0.993880327700232,FALSE,22782193,17793787
"GSE64553","GSM1574089,GSM1574090,GSM1574091,GSM1574","GSM1574090","GSM1574091",0.993880128748751,FALSE,33952712,28460024
"GSE126775","GSM3612702,GSM3612703,GSM3612704","GSM3612702","GSM3612704",0.993876982340713,FALSE,19115077,18476211
"GSE178518","GSM5393286,GSM5393287,GSM5393288","GSM5393287","GSM5393288",0.99387459077876,FALSE,26987043,25640331
"GSE125577","GSM3577499,GSM3577500,GSM3577501","GSM3577500","GSM3577501",0.993873470546258,FALSE,26223693,30171649
"GSE115311","GSM3175364,GSM3175365","GSM3175364","GSM3175365",0.99387344830951,FALSE,12633173,14087812
"GSE161176","GSM4891037,GSM4891038,GSM4891039,GSM4891","GSM4891037","GSM4891038",0.993871758155764,FALSE,17274140,18257525
"GSE236896,GSE237665","GSM7584979,GSM7584980,GSM7584981,GSM7584","GSM7584991","GSM7584993",0.99386801798847,FALSE,47553351,39621513
"GSE89127,GSE89129","GSM2359230,GSM2359231,GSM2359232","GSM2359231","GSM2359232",0.993863916805283,FALSE,12132504,13225782
"GSE181003","GSM5481917,GSM5481918,GSM5481919","GSM5481917","GSM5481918",0.993863017608333,FALSE,20652191,24878400
"GSE89127,GSE89129","GSM2359206,GSM2359207,GSM2359208","GSM2359206","GSM2359207",0.993862872645019,FALSE,15613959,12232562
"GSE149262","GSM4495073,GSM4495079,GSM4495085","GSM4495073","GSM4495085",0.993859967048772,FALSE,27374894,26324354
"GSE89127,GSE89129","GSM2359224,GSM2359225,GSM2359226","GSM2359225","GSM2359226",0.993859168708706,FALSE,12703728,12659939
"GSE158969","GSM4816747,GSM4816749,GSM4816750,GSM4816","GSM4816747","GSM4816750",0.993858709822713,FALSE,20446002,23351859
"GSE225517","GSM7049762,GSM7049763,GSM7049764","GSM7049763","GSM7049764",0.993856967049363,FALSE,37794494,38431627
"GSE195663","GSM5844733,GSM5844734,GSM5844741,GSM5844","GSM5844733","GSM5844749",0.993856320216369,FALSE,46090753,46045178
"GSE89127,GSE89129","GSM2359260,GSM2359261,GSM2359262","GSM2359261","GSM2359262",0.993854272910436,FALSE,13412148,14606609
"GSE89127,GSE89129","GSM2359221,GSM2359222,GSM2359223","GSM2359221","GSM2359222",0.993852172873405,FALSE,15099390,13047326
"GSE181029","GSM5824069,GSM5824070,GSM5824071","GSM5824069","GSM5824070",0.993849118058324,FALSE,19848272,19333566
"GSE64553","GSM1574092,GSM1574093,GSM1574094,GSM1574","GSM1574094","GSM1574098",0.993847959291726,FALSE,30479402,43801996
"GSE192771","GSM5765161,GSM5765162,GSM5765163","GSM5765162","GSM5765163",0.993846704483159,FALSE,23676117,19903939
"GSE179347","GSM5415855,GSM5415856,GSM5415857,GSM5415","GSM5415855","GSM5415856",0.993843144504485,FALSE,29866338,25681959
"GSE89917,GSE89939","GSM2393190,GSM2393191","GSM2393190","GSM2393191",0.993839192486447,FALSE,24447313,29076661
"GSE210101,GSE210114","GSM6421410,GSM6421411,GSM6421412,GSM6421","GSM6421412","GSM6421413",0.993837489753857,FALSE,17651847,16970103
"GSE104756","GSM2807205,GSM2807206,GSM2807207,GSM2807","GSM2807205","GSM2807214",0.993837233762031,FALSE,17001864,19496073
"GSE192903","GSM5768722,GSM5768723,GSM5768724","GSM5768722","GSM5768723",0.993834781267047,FALSE,15250301,27169043
"GSE64553","GSM1574113,GSM1574114,GSM1574119,GSM1574","GSM1574120","GSM1574126",0.993833833929379,FALSE,31380606,33888375
"GSE225564","GSM7050367,GSM7050368,GSM7050369","GSM7050368","GSM7050369",0.993830696377661,FALSE,45092305,41864059
"GSE99626","GSM3595505,GSM3595511,GSM3595517","GSM3595505","GSM3595511",0.993830395429015,FALSE,31153350,25496812
"GSE188458","GSM5683280,GSM5683281","GSM5683280","GSM5683281",0.993829560978759,FALSE,26433741,27205033
"GSE239726","GSM7670529,GSM7670531,GSM7670533,GSM7670","GSM7670544","GSM7670556",0.993827687227057,FALSE,62015512,52503757
"GSE181029","GSM5482214,GSM5482215,GSM5482216","GSM5482215","GSM5482216",0.993823851196644,FALSE,16087762,16661552
"GSE214503","GSM6607386,GSM6607387,GSM6607388","GSM6607386","GSM6607387",0.993823114626341,FALSE,18551939,19748274
"GSE89127,GSE89129","GSM2359260,GSM2359261,GSM2359262","GSM2359260","GSM2359261",0.993822308374603,FALSE,13611921,13412148
"GSE266011,GSE266013","GSM8239415,GSM8239416,GSM8239417","GSM8239415","GSM8239417",0.993821657348353,FALSE,26078910,23132696
"GSE89127,GSE89129","GSM2359236,GSM2359237,GSM2359238","GSM2359236","GSM2359237",0.99382093074337,FALSE,12720616,12487528
"GSE179395","GSM5416895,GSM5416896,GSM5416897,GSM5416","GSM5416895","GSM5416899",0.993815809742299,FALSE,21776711,21869081
"GSE130246","GSM3734464,GSM3734465,GSM3734466","GSM3734464","GSM3734465",0.993811844623701,FALSE,19687823,20066339
"GSE100855","GSM2695258,GSM2695268,GSM2695269,GSM2695","GSM2695269","GSM2695270",0.993807617349077,FALSE,15894545,15326692
"GSE89127,GSE89129","GSM2359224,GSM2359225,GSM2359226","GSM2359224","GSM2359225",0.993807401613741,FALSE,12706952,12703728
"GSE119606","GSM3378752,GSM3378755,GSM3378758","GSM3378752","GSM3378758",0.993805377492299,FALSE,32748493,23694535
"GSE99875","GSM2656584,GSM2656585,GSM2656586,GSM2656","GSM2656584","GSM2656588",0.99380535212886,FALSE,29763620,48344771
"GSE64553","GSM1574092,GSM1574093,GSM1574094,GSM1574","GSM1574094","GSM1574105",0.993804055846958,FALSE,30479402,33221182
"GSE179347","GSM5415772,GSM5415773,GSM5415774,GSM5415","GSM5415774","GSM5415801",0.993797811110847,FALSE,27195519,19856433
"GSE223893","GSM6998440,GSM6998451","GSM6998440","GSM6998451",0.993797575431405,FALSE,31306302,30829430
"GSE104756","GSM2807205,GSM2807206,GSM2807207,GSM2807","GSM2807209","GSM2807214",0.993797496364257,FALSE,16773273,19496073
"GSE64553","GSM1574113,GSM1574114,GSM1574119,GSM1574","GSM1574121","GSM1574125",0.993796402552361,FALSE,34733699,33485549
"GSE99626","GSM3595506,GSM3595512,GSM3595518","GSM3595506","GSM3595518",0.993793892891586,FALSE,30497407,52333983
"GSE263462","GSM8192623,GSM8192624,GSM8192625","GSM8192623","GSM8192625",0.993792169733538,FALSE,19626514,20581468
"GSE158969","GSM4816747,GSM4816749,GSM4816750,GSM4816","GSM4816753","GSM4816754",0.993790869728536,FALSE,13108152,15414832
"GSE78801","GSM2265697,GSM2265702","GSM2265697","GSM2265702",0.993787499764865,FALSE,41506266,30058351
"GSE153277","GSM4637297,GSM4637298,GSM4637299","GSM4637297","GSM4637299",0.993786284834496,FALSE,40023108,32803676
"GSE102674","GSM2742709,GSM2742710,GSM2742711,GSM2742","GSM2742710","GSM2742712",0.99378389887047,FALSE,21001108,19792426
"GSE244486,GSE244488","GSM7817948,GSM7817949,GSM7817950,GSM7817","GSM7817948","GSM7817949",0.993783399931439,FALSE,17206293,14802494
"GSE139003","GSM4126024,GSM4126025","GSM4126024","GSM4126025",0.993782195860463,FALSE,32413931,29225259
"GSE89127,GSE89129","GSM2359215,GSM2359216,GSM2359217","GSM2359215","GSM2359217",0.993781947786326,FALSE,13349170,13584387
"GSE158969","GSM4816747,GSM4816749,GSM4816750,GSM4816","GSM4816752","GSM4816754",0.993776719022594,FALSE,21588649,15414832
"GSE178901","GSM5400626,GSM5400627,GSM5400628","GSM5400627","GSM5400628",0.993772159599809,FALSE,24025842,38516511
"GSE233049","GSM7400938,GSM7400939,GSM7400940","GSM7400938","GSM7400940",0.993770927770546,FALSE,30567225,19439801
"GSE158969","GSM4816747,GSM4816749,GSM4816750,GSM4816","GSM4816752","GSM4816753",0.993770827543632,FALSE,21588649,13108152
"GSE250224","GSM7975847,GSM7975848,GSM7975849,GSM7975","GSM7975848","GSM7975849",0.993769995983006,FALSE,20628959,20497582
"GSE198722","GSM5955758,GSM5955759,GSM5955760,GSM5955","GSM5955758","GSM5955763",0.993769570653798,FALSE,33249409,43719025
"GSE225253","GSM7042541,GSM7042542,GSM7042543","GSM7042541","GSM7042543",0.993766078786318,FALSE,35575341,36385280
"GSE223682,GSE223684","GSM6971606,GSM6971607,GSM6971608","GSM6971606","GSM6971607",0.993765696693596,FALSE,19317113,18243433
"GSE180180","GSM5454800,GSM5454801,GSM5454802,GSM5454","GSM5454807","GSM5454808",0.993763652240334,FALSE,23421142,18255975
"GSE202885","GSM6135088,GSM6135089,GSM6135090","GSM6135088","GSM6135090",0.993762469590206,FALSE,31872746,33664183
"GSE245762","GSM7848686,GSM7848687,GSM7848688","GSM7848686","GSM7848687",0.993761809766288,FALSE,34348327,38454891
"GSE158969","GSM4816756,GSM4816757,GSM4816758,GSM4816","GSM4816761","GSM4816765",0.993759644191023,FALSE,18317911,21577576
"GSE252576,GSE252578","GSM8003424,GSM8003425,GSM8003426","GSM8003424","GSM8003426",0.993750407905295,FALSE,27487272,27326431
"GSE228090","GSM7113752,GSM7113753,GSM7113754","GSM7113752","GSM7113753",0.993747701786994,FALSE,47066301,47046297
"GSE219191","GSM6775347,GSM6775348","GSM6775347","GSM6775348",0.993746614787496,FALSE,20709196,19907214
"GSE202885","GSM6135073,GSM6135074,GSM6135075","GSM6135073","GSM6135075",0.993744647537059,FALSE,34744310,33923633
"GSE192771","GSM5765158,GSM5765159,GSM5765160","GSM5765159","GSM5765160",0.993743870774652,FALSE,25696537,23752709
"GSE225375","GSM7047660,GSM7047661,GSM7047662","GSM7047660","GSM7047661",0.993743847990732,FALSE,74317235,63248673
"GSE179347","GSM5415772,GSM5415773,GSM5415774,GSM5415","GSM5415800","GSM5415826",0.993743365014757,FALSE,22377632,23413162
"GSE160671","GSM4876713,GSM4876714,GSM4876715,GSM4876","GSM4876713","GSM4876714",0.9937414163071,FALSE,23851918,21399278
"GSE236896,GSE237665","GSM7585000,GSM7585001,GSM7585002","GSM7585000","GSM7585001",0.993739652850037,FALSE,42641055,35160529
"GSE104756","GSM2807205,GSM2807206,GSM2807207,GSM2807","GSM2807207","GSM2807208",0.993735621970731,FALSE,18137625,19596374
"GSE139963","GSM4150592,GSM4150593","GSM4150592","GSM4150593",0.993731609469653,FALSE,18135054,20818745
"GSE264373","GSM8217148,GSM8217149","GSM8217148","GSM8217149",0.993730224473282,FALSE,27318195,23317311
"GSE221103,GSE221174","GSM6845380,GSM6845381,GSM6845382,GSM6845","GSM6845383","GSM6845384",0.993727381088244,FALSE,24073452,24921455
"GSE266389,GSE266391","GSM8246171,GSM8246172","GSM8246171","GSM8246172",0.993724863868495,FALSE,19570906,19294617
"GSE130246","GSM3734464,GSM3734465,GSM3734466","GSM3734464","GSM3734466",0.993724486490931,FALSE,19687823,25048910
"GSE136725","GSM4056775,GSM4056777,GSM4056782,GSM4056","GSM4056782","GSM4056783",0.993723307345862,FALSE,19271161,19329196
"GSE104766","GSM2807395,GSM2807396,GSM2807397,GSM2807","GSM2807395","GSM2807397",0.993722329288451,FALSE,74841840,23059728
"GSE205890","GSM6234940,GSM6234941,GSM6234942","GSM6234941","GSM6234942",0.993720162309179,FALSE,30080389,31542429
"GSE113604","GSM3109634,GSM3109635","GSM3109634","GSM3109635",0.993718422132189,FALSE,13251919,29763782
"GSE202963,GSE202967","GSM6139308,GSM6139309,GSM6139310","GSM6139309","GSM6139310",0.993718267737361,FALSE,42452617,29116724
"GSE178374","GSM5388474,GSM5388475,GSM5388476","GSM5388475","GSM5388476",0.993718001994778,FALSE,26196531,19421708
"GSE210693","GSM6435559,GSM6435560,GSM6435561","GSM6435559","GSM6435561",0.993715896092395,FALSE,21977117,32370768
"GSE158765","GSM4810058,GSM4809995,GSM4810157,GSM4810","GSM4810148","GSM4810147",0.993715479654705,FALSE,37183286,43473180
"GSE158969","GSM4816756,GSM4816757,GSM4816758,GSM4816","GSM4816757","GSM4816758",0.993711449742198,FALSE,16073845,14427714
"GSE114284","GSM3138797,GSM3138800,GSM3138803","GSM3138800","GSM3138803",0.993710339597614,FALSE,25988744,25576221
"GSE89127,GSE89129","GSM2359221,GSM2359222,GSM2359223","GSM2359222","GSM2359223",0.993708664238683,FALSE,13047326,12584104
"GSE159782","GSM4844557,GSM4844558,GSM4844560,GSM4844","GSM4844575","GSM4844576",0.993708524307641,FALSE,13786396,13835305
"GSE179347","GSM5415772,GSM5415773,GSM5415774,GSM5415","GSM5415774","GSM5415826",0.993703812425341,FALSE,27195519,23413162
"GSE193398","GSM5799562,GSM5799563","GSM5799562","GSM5799563",0.993703383875184,FALSE,17520751,22400064
"GSE64553","GSM1574092,GSM1574093,GSM1574094,GSM1574","GSM1574092","GSM1574106",0.993702892458421,FALSE,33730600,32342184
"GSE109062,GSE109063","GSM2929040,GSM2929041,GSM2929042","GSM2929041","GSM2929042",0.993702805747447,FALSE,52944521,24964750
"GSE56022","GSM1700778,GSM1700779","GSM1700778","GSM1700779",0.993701795376919,FALSE,57511088,60200795
"GSE181029","GSM5482229,GSM5482230,GSM5482231","GSM5482229","GSM5482231",0.993698388172804,FALSE,15504944,16219569
"GSE237845","GSM7655258,GSM7655259,GSM7655260","GSM7655258","GSM7655259",0.993697850609394,FALSE,22551426,21105232
"GSE128940","GSM3688681,GSM3688682,GSM3688683","GSM3688682","GSM3688683",0.993692859067951,FALSE,27104731,25548682
"GSE231397","GSM7270183,GSM7270188,GSM7270193","GSM7270188","GSM7270193",0.993692312782268,FALSE,17991069,20333832
"GSE239585,GSE239588","GSM7668349,GSM7668350,GSM7668351","GSM7668350","GSM7668351",0.993691284241324,FALSE,29181305,21056180
"GSE126775","GSM3612687,GSM3612688,GSM3612689","GSM3612688","GSM3612689",0.993690387989659,FALSE,15895759,18117898
"GSE196453","GSM5884499,GSM5884501","GSM5884499","GSM5884501",0.993687147466395,FALSE,17130008,18406599
"GSE198722","GSM5955764,GSM5955765,GSM5955766,GSM5955","GSM5955764","GSM5955768",0.99368652050898,FALSE,42663205,29347074
"GSE158765","GSM4810058,GSM4809995,GSM4810157,GSM4810","GSM4810137","GSM4810138",0.993684330614102,FALSE,37793820,38999058
"GSE228090","GSM7113749,GSM7113750,GSM7113751","GSM7113750","GSM7113751",0.99368359968461,FALSE,39776459,45603168
"GSE237784","GSM7653289,GSM7653290,GSM7653291","GSM7653290","GSM7653291",0.99367629768705,FALSE,86418321,116576324
"GSE196113","GSM5860226,GSM5860227,GSM5860228","GSM5860226","GSM5860228",0.9936724023716,FALSE,22644979,27883743
"GSE160671","GSM4876713,GSM4876714,GSM4876715,GSM4876","GSM4876713","GSM4876716",0.993670510386198,FALSE,23851918,21219386
"GSE218451","GSM6745528,GSM6745529,GSM6745530","GSM6745529","GSM6745530",0.993670078279638,FALSE,17958012,18008706
