"studio","a","b","ta","tb","r","stessa_libreria"
"GSE178340","GSM5387945","GSM5387963","ATRA2_S5_L002","Ctrl2_S2_L004",0.874649558005778,FALSE
"GSE178340","GSM5387946","GSM5387963","ATRA2_S5_L003","Ctrl2_S2_L004",0.875559542466648,FALSE
"GSE178340","GSM5387947","GSM5387963","ATRA2_S5_L004","Ctrl2_S2_L004",0.875616276841258,FALSE
"GSE178340","GSM5387948","GSM5387963","ATRA3_S6_L001","Ctrl2_S2_L004",0.873890407608715,FALSE
"GSE178340","GSM5387949","GSM5387963","ATRA3_S6_L002","Ctrl2_S2_L004",0.878480296858945,FALSE
"GSE178340","GSM5387950","GSM5387963","ATRA3_S6_L003","Ctrl2_S2_L004",0.874482276823375,FALSE
"GSE178340","GSM5387951","GSM5387963","ATRA3_S6_L004","Ctrl2_S2_L004",0.875099553042986,FALSE
"GSE178340","GSM5387952","GSM5387963","Cfz_S7_L001","Ctrl2_S2_L004",0.881946265753613,FALSE
"GSE178340","GSM5387953","GSM5387963","Cfz_S7_L002","Ctrl2_S2_L004",0.881494235232883,FALSE
"GSE178340","GSM5387954","GSM5387963","Cfz_S7_L003","Ctrl2_S2_L004",0.882725159107826,FALSE
"GSE178340","GSM5387955","GSM5387963","Cfz_S7_L004","Ctrl2_S2_L004",0.88194881571462,FALSE
"GSE178340","GSM5387956","GSM5387963","Ctrl1_S1_L001","Ctrl2_S2_L004",0.885514001639566,FALSE
"GSE178340","GSM5387957","GSM5387963","Ctrl1_S1_L002","Ctrl2_S2_L004",0.884767836454983,FALSE
"GSE178340","GSM5387958","GSM5387963","Ctrl1_S1_L003","Ctrl2_S2_L004",0.885306650764607,FALSE
"GSE178340","GSM5387959","GSM5387963","Ctrl1_S1_L004","Ctrl2_S2_L004",0.885044948411905,FALSE
"GSE178340","GSM5387960","GSM5387963","Ctrl2_S2_L001","Ctrl2_S2_L004",0.883609185371727,TRUE
"GSE178340","GSM5387961","GSM5387963","Ctrl2_S2_L002","Ctrl2_S2_L004",0.885240836459089,TRUE
"GSE178340","GSM5387962","GSM5387963","Ctrl2_S2_L003","Ctrl2_S2_L004",0.886646799478432,TRUE
"GSE178340","GSM5387936","GSM5387964","ATRA-Cfz_S8_L001","Ctrl3_S3_L001",0.872580671465039,FALSE
"GSE178340","GSM5387937","GSM5387964","ATRA-Cfz_S8_L002","Ctrl3_S3_L001",0.871795825877934,FALSE
"GSE178340","GSM5387938","GSM5387964","ATRA-Cfz_S8_L003","Ctrl3_S3_L001",0.871220706564749,FALSE
"GSE178340","GSM5387939","GSM5387964","ATRA-Cfz_S8_L004","Ctrl3_S3_L001",0.8699087976158,FALSE
"GSE178340","GSM5387940","GSM5387964","ATRA1_S4_L001","Ctrl3_S3_L001",0.877835706665393,FALSE
"GSE178340","GSM5387941","GSM5387964","ATRA1_S4_L002","Ctrl3_S3_L001",0.875908397996136,FALSE
"GSE178340","GSM5387942","GSM5387964","ATRA1_S4_L003","Ctrl3_S3_L001",0.876814956765213,FALSE
"GSE178340","GSM5387943","GSM5387964","ATRA1_S4_L004","Ctrl3_S3_L001",0.878062350660505,FALSE
"GSE178340","GSM5387944","GSM5387964","ATRA2_S5_L001","Ctrl3_S3_L001",0.873583218975062,FALSE
"GSE178340","GSM5387945","GSM5387964","ATRA2_S5_L002","Ctrl3_S3_L001",0.874810471323853,FALSE
"GSE178340","GSM5387946","GSM5387964","ATRA2_S5_L003","Ctrl3_S3_L001",0.875483148713952,FALSE
"GSE178340","GSM5387947","GSM5387964","ATRA2_S5_L004","Ctrl3_S3_L001",0.874950527881532,FALSE
"GSE178340","GSM5387948","GSM5387964","ATRA3_S6_L001","Ctrl3_S3_L001",0.876866912283986,FALSE
"GSE178340","GSM5387949","GSM5387964","ATRA3_S6_L002","Ctrl3_S3_L001",0.878347222232401,FALSE
"GSE178340","GSM5387950","GSM5387964","ATRA3_S6_L003","Ctrl3_S3_L001",0.877024080005331,FALSE
"GSE178340","GSM5387951","GSM5387964","ATRA3_S6_L004","Ctrl3_S3_L001",0.877228105631542,FALSE
"GSE178340","GSM5387952","GSM5387964","Cfz_S7_L001","Ctrl3_S3_L001",0.88379238124604,FALSE
"GSE178340","GSM5387953","GSM5387964","Cfz_S7_L002","Ctrl3_S3_L001",0.882376704500922,FALSE
"GSE178340","GSM5387954","GSM5387964","Cfz_S7_L003","Ctrl3_S3_L001",0.883181404517412,FALSE
"GSE178340","GSM5387955","GSM5387964","Cfz_S7_L004","Ctrl3_S3_L001",0.881730900888065,FALSE
"GSE178340","GSM5387956","GSM5387964","Ctrl1_S1_L001","Ctrl3_S3_L001",0.884645184780139,FALSE
"GSE178340","GSM5387957","GSM5387964","Ctrl1_S1_L002","Ctrl3_S3_L001",0.882855652949479,FALSE
"GSE178340","GSM5387958","GSM5387964","Ctrl1_S1_L003","Ctrl3_S3_L001",0.884401586199635,FALSE
"GSE178340","GSM5387959","GSM5387964","Ctrl1_S1_L004","Ctrl3_S3_L001",0.884534226538952,FALSE
"GSE178340","GSM5387960","GSM5387964","Ctrl2_S2_L001","Ctrl3_S3_L001",0.88211588383154,FALSE
"GSE178340","GSM5387961","GSM5387964","Ctrl2_S2_L002","Ctrl3_S3_L001",0.884815612224562,FALSE
"GSE178340","GSM5387962","GSM5387964","Ctrl2_S2_L003","Ctrl3_S3_L001",0.883398967122987,FALSE
"GSE178340","GSM5387963","GSM5387964","Ctrl2_S2_L004","Ctrl3_S3_L001",0.882961092375146,FALSE
"GSE178340","GSM5387936","GSM5387965","ATRA-Cfz_S8_L001","Ctrl3_S3_L002",0.870223917068342,FALSE
"GSE178340","GSM5387937","GSM5387965","ATRA-Cfz_S8_L002","Ctrl3_S3_L002",0.871907289559096,FALSE
"GSE178340","GSM5387938","GSM5387965","ATRA-Cfz_S8_L003","Ctrl3_S3_L002",0.872316975285792,FALSE
"GSE178340","GSM5387939","GSM5387965","ATRA-Cfz_S8_L004","Ctrl3_S3_L002",0.871576878781042,FALSE
"GSE178340","GSM5387940","GSM5387965","ATRA1_S4_L001","Ctrl3_S3_L002",0.877932171439899,FALSE
"GSE178340","GSM5387941","GSM5387965","ATRA1_S4_L002","Ctrl3_S3_L002",0.877095785175901,FALSE
"GSE178340","GSM5387942","GSM5387965","ATRA1_S4_L003","Ctrl3_S3_L002",0.876677799898131,FALSE
"GSE178340","GSM5387943","GSM5387965","ATRA1_S4_L004","Ctrl3_S3_L002",0.876166644299105,FALSE
"GSE178340","GSM5387944","GSM5387965","ATRA2_S5_L001","Ctrl3_S3_L002",0.874394248741817,FALSE
"GSE178340","GSM5387945","GSM5387965","ATRA2_S5_L002","Ctrl3_S3_L002",0.876348333494594,FALSE
"GSE178340","GSM5387946","GSM5387965","ATRA2_S5_L003","Ctrl3_S3_L002",0.875797385551883,FALSE
"GSE178340","GSM5387947","GSM5387965","ATRA2_S5_L004","Ctrl3_S3_L002",0.876499031330609,FALSE
"GSE178340","GSM5387948","GSM5387965","ATRA3_S6_L001","Ctrl3_S3_L002",0.875974392765087,FALSE
"GSE178340","GSM5387949","GSM5387965","ATRA3_S6_L002","Ctrl3_S3_L002",0.8786722089422,FALSE
"GSE178340","GSM5387950","GSM5387965","ATRA3_S6_L003","Ctrl3_S3_L002",0.876272045833249,FALSE
"GSE178340","GSM5387951","GSM5387965","ATRA3_S6_L004","Ctrl3_S3_L002",0.875339904719511,FALSE
"GSE178340","GSM5387952","GSM5387965","Cfz_S7_L001","Ctrl3_S3_L002",0.88420601653637,FALSE
"GSE178340","GSM5387953","GSM5387965","Cfz_S7_L002","Ctrl3_S3_L002",0.881684428730302,FALSE
"GSE178340","GSM5387954","GSM5387965","Cfz_S7_L003","Ctrl3_S3_L002",0.883447659823611,FALSE
"GSE178340","GSM5387955","GSM5387965","Cfz_S7_L004","Ctrl3_S3_L002",0.880288103855643,FALSE
"GSE178340","GSM5387956","GSM5387965","Ctrl1_S1_L001","Ctrl3_S3_L002",0.885390238584373,FALSE
"GSE178340","GSM5387957","GSM5387965","Ctrl1_S1_L002","Ctrl3_S3_L002",0.885067563232526,FALSE
"GSE178340","GSM5387958","GSM5387965","Ctrl1_S1_L003","Ctrl3_S3_L002",0.885330076345678,FALSE
"GSE178340","GSM5387959","GSM5387965","Ctrl1_S1_L004","Ctrl3_S3_L002",0.884604253528285,FALSE
"GSE178340","GSM5387960","GSM5387965","Ctrl2_S2_L001","Ctrl3_S3_L002",0.885762188500249,FALSE
"GSE178340","GSM5387961","GSM5387965","Ctrl2_S2_L002","Ctrl3_S3_L002",0.884322607989829,FALSE
"GSE178340","GSM5387962","GSM5387965","Ctrl2_S2_L003","Ctrl3_S3_L002",0.887174467557169,FALSE
"GSE178340","GSM5387963","GSM5387965","Ctrl2_S2_L004","Ctrl3_S3_L002",0.884804513595619,FALSE
"GSE178340","GSM5387964","GSM5387965","Ctrl3_S3_L001","Ctrl3_S3_L002",0.887593999795319,TRUE
"GSE178340","GSM5387936","GSM5387966","ATRA-Cfz_S8_L001","Ctrl3_S3_L003",0.871649322905707,FALSE
"GSE178340","GSM5387937","GSM5387966","ATRA-Cfz_S8_L002","Ctrl3_S3_L003",0.872025161208865,FALSE
"GSE178340","GSM5387938","GSM5387966","ATRA-Cfz_S8_L003","Ctrl3_S3_L003",0.871895898098692,FALSE
"GSE178340","GSM5387939","GSM5387966","ATRA-Cfz_S8_L004","Ctrl3_S3_L003",0.871551561955835,FALSE
"GSE178340","GSM5387940","GSM5387966","ATRA1_S4_L001","Ctrl3_S3_L003",0.878776934857573,FALSE
"GSE178340","GSM5387941","GSM5387966","ATRA1_S4_L002","Ctrl3_S3_L003",0.877190692477677,FALSE
"GSE178340","GSM5387942","GSM5387966","ATRA1_S4_L003","Ctrl3_S3_L003",0.876557418022638,FALSE
"GSE178340","GSM5387943","GSM5387966","ATRA1_S4_L004","Ctrl3_S3_L003",0.876342226982746,FALSE
"GSE178340","GSM5387944","GSM5387966","ATRA2_S5_L001","Ctrl3_S3_L003",0.87579625490223,FALSE
"GSE178340","GSM5387945","GSM5387966","ATRA2_S5_L002","Ctrl3_S3_L003",0.87551287749507,FALSE
"GSE178340","GSM5387946","GSM5387966","ATRA2_S5_L003","Ctrl3_S3_L003",0.87663062706045,FALSE
"GSE178340","GSM5387947","GSM5387966","ATRA2_S5_L004","Ctrl3_S3_L003",0.875806367240918,FALSE
"GSE178340","GSM5387948","GSM5387966","ATRA3_S6_L001","Ctrl3_S3_L003",0.877350093511982,FALSE
"GSE178340","GSM5387949","GSM5387966","ATRA3_S6_L002","Ctrl3_S3_L003",0.876755560949204,FALSE
"GSE178340","GSM5387950","GSM5387966","ATRA3_S6_L003","Ctrl3_S3_L003",0.878345553823216,FALSE
"GSE178340","GSM5387951","GSM5387966","ATRA3_S6_L004","Ctrl3_S3_L003",0.876186177779554,FALSE
"GSE178340","GSM5387952","GSM5387966","Cfz_S7_L001","Ctrl3_S3_L003",0.881764578132229,FALSE
"GSE178340","GSM5387953","GSM5387966","Cfz_S7_L002","Ctrl3_S3_L003",0.880361090073416,FALSE
"GSE178340","GSM5387954","GSM5387966","Cfz_S7_L003","Ctrl3_S3_L003",0.881324572567874,FALSE
"GSE178340","GSM5387955","GSM5387966","Cfz_S7_L004","Ctrl3_S3_L003",0.882126504979793,FALSE
"GSE178340","GSM5387956","GSM5387966","Ctrl1_S1_L001","Ctrl3_S3_L003",0.884822833879934,FALSE
"GSE178340","GSM5387957","GSM5387966","Ctrl1_S1_L002","Ctrl3_S3_L003",0.884552451211579,FALSE
"GSE178340","GSM5387958","GSM5387966","Ctrl1_S1_L003","Ctrl3_S3_L003",0.885264438771713,FALSE
"GSE178340","GSM5387959","GSM5387966","Ctrl1_S1_L004","Ctrl3_S3_L003",0.884485479802552,FALSE
"GSE178340","GSM5387960","GSM5387966","Ctrl2_S2_L001","Ctrl3_S3_L003",0.883626955126363,FALSE
"GSE178340","GSM5387961","GSM5387966","Ctrl2_S2_L002","Ctrl3_S3_L003",0.882824570292406,FALSE
"GSE178340","GSM5387962","GSM5387966","Ctrl2_S2_L003","Ctrl3_S3_L003",0.883964855000051,FALSE
"GSE178340","GSM5387963","GSM5387966","Ctrl2_S2_L004","Ctrl3_S3_L003",0.884192521948145,FALSE
"GSE178340","GSM5387964","GSM5387966","Ctrl3_S3_L001","Ctrl3_S3_L003",0.885686438982231,TRUE
"GSE178340","GSM5387965","GSM5387966","Ctrl3_S3_L002","Ctrl3_S3_L003",0.886294786958585,TRUE
"GSE178340","GSM5387936","GSM5387967","ATRA-Cfz_S8_L001","Ctrl3_S3_L004",0.872896710428905,FALSE
"GSE178340","GSM5387937","GSM5387967","ATRA-Cfz_S8_L002","Ctrl3_S3_L004",0.873090593629443,FALSE
"GSE178340","GSM5387938","GSM5387967","ATRA-Cfz_S8_L003","Ctrl3_S3_L004",0.873271742084834,FALSE
"GSE178340","GSM5387939","GSM5387967","ATRA-Cfz_S8_L004","Ctrl3_S3_L004",0.872058529100849,FALSE
"GSE178340","GSM5387940","GSM5387967","ATRA1_S4_L001","Ctrl3_S3_L004",0.879439007519868,FALSE
"GSE178340","GSM5387941","GSM5387967","ATRA1_S4_L002","Ctrl3_S3_L004",0.878040345658871,FALSE
"GSE178340","GSM5387942","GSM5387967","ATRA1_S4_L003","Ctrl3_S3_L004",0.878192346788519,FALSE
"GSE178340","GSM5387943","GSM5387967","ATRA1_S4_L004","Ctrl3_S3_L004",0.879130672398812,FALSE
"GSE178340","GSM5387944","GSM5387967","ATRA2_S5_L001","Ctrl3_S3_L004",0.874276453383099,FALSE
"GSE178340","GSM5387945","GSM5387967","ATRA2_S5_L002","Ctrl3_S3_L004",0.878458851300901,FALSE
"GSE178340","GSM5387946","GSM5387967","ATRA2_S5_L003","Ctrl3_S3_L004",0.877408569467786,FALSE
"GSE178340","GSM5387947","GSM5387967","ATRA2_S5_L004","Ctrl3_S3_L004",0.877712130045881,FALSE
"GSE178340","GSM5387948","GSM5387967","ATRA3_S6_L001","Ctrl3_S3_L004",0.876909646438558,FALSE
"GSE178340","GSM5387949","GSM5387967","ATRA3_S6_L002","Ctrl3_S3_L004",0.878933003779537,FALSE
"GSE178340","GSM5387950","GSM5387967","ATRA3_S6_L003","Ctrl3_S3_L004",0.878123379226451,FALSE
"GSE178340","GSM5387951","GSM5387967","ATRA3_S6_L004","Ctrl3_S3_L004",0.878053340757327,FALSE
"GSE178340","GSM5387952","GSM5387967","Cfz_S7_L001","Ctrl3_S3_L004",0.882580454876192,FALSE
"GSE178340","GSM5387953","GSM5387967","Cfz_S7_L002","Ctrl3_S3_L004",0.882511679254323,FALSE
"GSE178340","GSM5387954","GSM5387967","Cfz_S7_L003","Ctrl3_S3_L004",0.883597887285762,FALSE
"GSE178340","GSM5387955","GSM5387967","Cfz_S7_L004","Ctrl3_S3_L004",0.882737454733051,FALSE
"GSE178340","GSM5387956","GSM5387967","Ctrl1_S1_L001","Ctrl3_S3_L004",0.88674584716772,FALSE
"GSE178340","GSM5387957","GSM5387967","Ctrl1_S1_L002","Ctrl3_S3_L004",0.885129754642817,FALSE
"GSE178340","GSM5387958","GSM5387967","Ctrl1_S1_L003","Ctrl3_S3_L004",0.885386376572584,FALSE
"GSE178340","GSM5387959","GSM5387967","Ctrl1_S1_L004","Ctrl3_S3_L004",0.88557906583235,FALSE
"GSE178340","GSM5387960","GSM5387967","Ctrl2_S2_L001","Ctrl3_S3_L004",0.885289917041299,FALSE
"GSE178340","GSM5387961","GSM5387967","Ctrl2_S2_L002","Ctrl3_S3_L004",0.883903777630987,FALSE
"GSE178340","GSM5387962","GSM5387967","Ctrl2_S2_L003","Ctrl3_S3_L004",0.88637481183315,FALSE
"GSE178340","GSM5387963","GSM5387967","Ctrl2_S2_L004","Ctrl3_S3_L004",0.884121462747844,FALSE
"GSE178340","GSM5387964","GSM5387967","Ctrl3_S3_L001","Ctrl3_S3_L004",0.887340975378214,TRUE
"GSE178340","GSM5387965","GSM5387967","Ctrl3_S3_L002","Ctrl3_S3_L004",0.888063612883262,TRUE
"GSE178340","GSM5387966","GSM5387967","Ctrl3_S3_L003","Ctrl3_S3_L004",0.886231707839089,TRUE
"GSE115542","GSM3181745","GSM3181746","Icb-2555MB-20908_S23_L001","Icb-2555MB-20908_S23_L002",0.890357720560593,TRUE
"GSE115542","GSM3181745","GSM3181747","Icb-2555MB-20908_S23_L001","Icb-2555MB-20908_S23_L003",0.892530971783309,TRUE
"GSE115542","GSM3181746","GSM3181747","Icb-2555MB-20908_S23_L002","Icb-2555MB-20908_S23_L003",0.889844425133649,TRUE
"GSE115542","GSM3181745","GSM3181748","Icb-2555MB-20908_S23_L001","Icb-2555MB-20908_S23_L004",0.891637568099255,TRUE
"GSE115542","GSM3181746","GSM3181748","Icb-2555MB-20908_S23_L002","Icb-2555MB-20908_S23_L004",0.890716835175567,TRUE
"GSE115542","GSM3181747","GSM3181748","Icb-2555MB-20908_S23_L003","Icb-2555MB-20908_S23_L004",0.891873439340959,TRUE
"GSE115542","GSM3181745","GSM3181749","Icb-2555MB-20908_S23_L001","ICb-2555MB-21659-digoxin-bio_S14_L001",0.86643011622212,FALSE
"GSE115542","GSM3181746","GSM3181749","Icb-2555MB-20908_S23_L002","ICb-2555MB-21659-digoxin-bio_S14_L001",0.865722715247043,FALSE
"GSE115542","GSM3181747","GSM3181749","Icb-2555MB-20908_S23_L003","ICb-2555MB-21659-digoxin-bio_S14_L001",0.864478402340879,FALSE
"GSE115542","GSM3181748","GSM3181749","Icb-2555MB-20908_S23_L004","ICb-2555MB-21659-digoxin-bio_S14_L001",0.86648453881145,FALSE
"GSE115542","GSM3181745","GSM3181750","Icb-2555MB-20908_S23_L001","ICb-2555MB-21659-digoxin-bio_S14_L002",0.867259864691779,FALSE
"GSE115542","GSM3181746","GSM3181750","Icb-2555MB-20908_S23_L002","ICb-2555MB-21659-digoxin-bio_S14_L002",0.867052347648514,FALSE
"GSE115542","GSM3181747","GSM3181750","Icb-2555MB-20908_S23_L003","ICb-2555MB-21659-digoxin-bio_S14_L002",0.867002044305824,FALSE
"GSE115542","GSM3181748","GSM3181750","Icb-2555MB-20908_S23_L004","ICb-2555MB-21659-digoxin-bio_S14_L002",0.866736289429973,FALSE
"GSE115542","GSM3181749","GSM3181750","ICb-2555MB-21659-digoxin-bio_S14_L001","ICb-2555MB-21659-digoxin-bio_S14_L002",0.87883373690705,TRUE
"GSE115542","GSM3181745","GSM3181751","Icb-2555MB-20908_S23_L001","ICb-2555MB-21659-digoxin-bio_S14_L003",0.868739958479017,FALSE
"GSE115542","GSM3181746","GSM3181751","Icb-2555MB-20908_S23_L002","ICb-2555MB-21659-digoxin-bio_S14_L003",0.866824626390902,FALSE
"GSE115542","GSM3181747","GSM3181751","Icb-2555MB-20908_S23_L003","ICb-2555MB-21659-digoxin-bio_S14_L003",0.865877448803206,FALSE
"GSE115542","GSM3181748","GSM3181751","Icb-2555MB-20908_S23_L004","ICb-2555MB-21659-digoxin-bio_S14_L003",0.867241826759271,FALSE
"GSE115542","GSM3181749","GSM3181751","ICb-2555MB-21659-digoxin-bio_S14_L001","ICb-2555MB-21659-digoxin-bio_S14_L003",0.880807132269621,TRUE
"GSE115542","GSM3181750","GSM3181751","ICb-2555MB-21659-digoxin-bio_S14_L002","ICb-2555MB-21659-digoxin-bio_S14_L003",0.882295993195482,TRUE
"GSE115542","GSM3181745","GSM3181752","Icb-2555MB-20908_S23_L001","ICb-2555MB-21659-digoxin-bio_S14_L004",0.86689963185059,FALSE
"GSE115542","GSM3181746","GSM3181752","Icb-2555MB-20908_S23_L002","ICb-2555MB-21659-digoxin-bio_S14_L004",0.867005144679575,FALSE
"GSE115542","GSM3181747","GSM3181752","Icb-2555MB-20908_S23_L003","ICb-2555MB-21659-digoxin-bio_S14_L004",0.866952772971983,FALSE
"GSE115542","GSM3181748","GSM3181752","Icb-2555MB-20908_S23_L004","ICb-2555MB-21659-digoxin-bio_S14_L004",0.867288837108794,FALSE
"GSE115542","GSM3181749","GSM3181752","ICb-2555MB-21659-digoxin-bio_S14_L001","ICb-2555MB-21659-digoxin-bio_S14_L004",0.879986437844772,TRUE
"GSE115542","GSM3181750","GSM3181752","ICb-2555MB-21659-digoxin-bio_S14_L002","ICb-2555MB-21659-digoxin-bio_S14_L004",0.880562694181049,TRUE
"GSE115542","GSM3181751","GSM3181752","ICb-2555MB-21659-digoxin-bio_S14_L003","ICb-2555MB-21659-digoxin-bio_S14_L004",0.882317784190351,TRUE
"GSE115542","GSM3181745","GSM3181753","Icb-2555MB-20908_S23_L001","ICb-1078MB-18342-Control_S8_L001",0.828242327877556,FALSE
"GSE115542","GSM3181746","GSM3181753","Icb-2555MB-20908_S23_L002","ICb-1078MB-18342-Control_S8_L001",0.826367581988718,FALSE
"GSE115542","GSM3181747","GSM3181753","Icb-2555MB-20908_S23_L003","ICb-1078MB-18342-Control_S8_L001",0.826093731638124,FALSE
"GSE115542","GSM3181748","GSM3181753","Icb-2555MB-20908_S23_L004","ICb-1078MB-18342-Control_S8_L001",0.826645442210673,FALSE
"GSE115542","GSM3181749","GSM3181753","ICb-2555MB-21659-digoxin-bio_S14_L001","ICb-1078MB-18342-Control_S8_L001",0.815225197162392,FALSE
"GSE115542","GSM3181750","GSM3181753","ICb-2555MB-21659-digoxin-bio_S14_L002","ICb-1078MB-18342-Control_S8_L001",0.816187830013575,FALSE
"GSE115542","GSM3181751","GSM3181753","ICb-2555MB-21659-digoxin-bio_S14_L003","ICb-1078MB-18342-Control_S8_L001",0.815375959182411,FALSE
"GSE115542","GSM3181752","GSM3181753","ICb-2555MB-21659-digoxin-bio_S14_L004","ICb-1078MB-18342-Control_S8_L001",0.816047038635557,FALSE
"GSE115542","GSM3181745","GSM3181754","Icb-2555MB-20908_S23_L001","ICb-1078MB-18342-Control_S8_L002",0.824126092184075,FALSE
"GSE115542","GSM3181746","GSM3181754","Icb-2555MB-20908_S23_L002","ICb-1078MB-18342-Control_S8_L002",0.822116477988083,FALSE
"GSE115542","GSM3181747","GSM3181754","Icb-2555MB-20908_S23_L003","ICb-1078MB-18342-Control_S8_L002",0.825930227612931,FALSE
"GSE115542","GSM3181748","GSM3181754","Icb-2555MB-20908_S23_L004","ICb-1078MB-18342-Control_S8_L002",0.823659249269418,FALSE
"GSE115542","GSM3181749","GSM3181754","ICb-2555MB-21659-digoxin-bio_S14_L001","ICb-1078MB-18342-Control_S8_L002",0.815489148134522,FALSE
"GSE115542","GSM3181750","GSM3181754","ICb-2555MB-21659-digoxin-bio_S14_L002","ICb-1078MB-18342-Control_S8_L002",0.814397301466691,FALSE
"GSE115542","GSM3181751","GSM3181754","ICb-2555MB-21659-digoxin-bio_S14_L003","ICb-1078MB-18342-Control_S8_L002",0.817031167694471,FALSE
"GSE115542","GSM3181752","GSM3181754","ICb-2555MB-21659-digoxin-bio_S14_L004","ICb-1078MB-18342-Control_S8_L002",0.815682351469502,FALSE
"GSE115542","GSM3181753","GSM3181754","ICb-1078MB-18342-Control_S8_L001","ICb-1078MB-18342-Control_S8_L002",0.881056903768789,TRUE
"GSE115542","GSM3181745","GSM3181755","Icb-2555MB-20908_S23_L001","ICb-1078MB-18342-Control_S8_L003",0.827402472184626,FALSE
"GSE115542","GSM3181746","GSM3181755","Icb-2555MB-20908_S23_L002","ICb-1078MB-18342-Control_S8_L003",0.826082702456035,FALSE
"GSE115542","GSM3181747","GSM3181755","Icb-2555MB-20908_S23_L003","ICb-1078MB-18342-Control_S8_L003",0.828119321065295,FALSE
"GSE115542","GSM3181748","GSM3181755","Icb-2555MB-20908_S23_L004","ICb-1078MB-18342-Control_S8_L003",0.82605328061924,FALSE
"GSE115542","GSM3181749","GSM3181755","ICb-2555MB-21659-digoxin-bio_S14_L001","ICb-1078MB-18342-Control_S8_L003",0.81672306251667,FALSE
"GSE115542","GSM3181750","GSM3181755","ICb-2555MB-21659-digoxin-bio_S14_L002","ICb-1078MB-18342-Control_S8_L003",0.817927004354337,FALSE
"GSE115542","GSM3181751","GSM3181755","ICb-2555MB-21659-digoxin-bio_S14_L003","ICb-1078MB-18342-Control_S8_L003",0.817805913683027,FALSE
"GSE115542","GSM3181752","GSM3181755","ICb-2555MB-21659-digoxin-bio_S14_L004","ICb-1078MB-18342-Control_S8_L003",0.815488304065001,FALSE
"GSE115542","GSM3181753","GSM3181755","ICb-1078MB-18342-Control_S8_L001","ICb-1078MB-18342-Control_S8_L003",0.881682924725889,TRUE
"GSE115542","GSM3181754","GSM3181755","ICb-1078MB-18342-Control_S8_L002","ICb-1078MB-18342-Control_S8_L003",0.880862364389559,TRUE
"GSE115542","GSM3181745","GSM3181756","Icb-2555MB-20908_S23_L001","ICb-1078MB-18342-Control_S8_L004",0.82769451279548,FALSE
"GSE115542","GSM3181746","GSM3181756","Icb-2555MB-20908_S23_L002","ICb-1078MB-18342-Control_S8_L004",0.826712279735311,FALSE
"GSE115542","GSM3181747","GSM3181756","Icb-2555MB-20908_S23_L003","ICb-1078MB-18342-Control_S8_L004",0.82618198427,FALSE
"GSE115542","GSM3181748","GSM3181756","Icb-2555MB-20908_S23_L004","ICb-1078MB-18342-Control_S8_L004",0.828787028113682,FALSE
"GSE115542","GSM3181749","GSM3181756","ICb-2555MB-21659-digoxin-bio_S14_L001","ICb-1078MB-18342-Control_S8_L004",0.816534741252219,FALSE
"GSE115542","GSM3181750","GSM3181756","ICb-2555MB-21659-digoxin-bio_S14_L002","ICb-1078MB-18342-Control_S8_L004",0.816771339576608,FALSE
"GSE115542","GSM3181751","GSM3181756","ICb-2555MB-21659-digoxin-bio_S14_L003","ICb-1078MB-18342-Control_S8_L004",0.817133341994987,FALSE
"GSE115542","GSM3181752","GSM3181756","ICb-2555MB-21659-digoxin-bio_S14_L004","ICb-1078MB-18342-Control_S8_L004",0.817298533985606,FALSE
"GSE115542","GSM3181753","GSM3181756","ICb-1078MB-18342-Control_S8_L001","ICb-1078MB-18342-Control_S8_L004",0.879914409240053,TRUE
"GSE115542","GSM3181754","GSM3181756","ICb-1078MB-18342-Control_S8_L002","ICb-1078MB-18342-Control_S8_L004",0.878660079208057,TRUE
"GSE115542","GSM3181755","GSM3181756","ICb-1078MB-18342-Control_S8_L003","ICb-1078MB-18342-Control_S8_L004",0.881325446338347,TRUE
"GSE115542","GSM3181745","GSM3181757","Icb-2555MB-20908_S23_L001","ICb-1078MB-18343-Control_S9_L001",0.824315055184925,FALSE
"GSE115542","GSM3181746","GSM3181757","Icb-2555MB-20908_S23_L002","ICb-1078MB-18343-Control_S9_L001",0.824159122564651,FALSE
"GSE115542","GSM3181747","GSM3181757","Icb-2555MB-20908_S23_L003","ICb-1078MB-18343-Control_S9_L001",0.825198156927957,FALSE
"GSE115542","GSM3181748","GSM3181757","Icb-2555MB-20908_S23_L004","ICb-1078MB-18343-Control_S9_L001",0.823620357262411,FALSE
"GSE115542","GSM3181749","GSM3181757","ICb-2555MB-21659-digoxin-bio_S14_L001","ICb-1078MB-18343-Control_S9_L001",0.815979730567442,FALSE
"GSE115542","GSM3181750","GSM3181757","ICb-2555MB-21659-digoxin-bio_S14_L002","ICb-1078MB-18343-Control_S9_L001",0.815640940896,FALSE
"GSE115542","GSM3181751","GSM3181757","ICb-2555MB-21659-digoxin-bio_S14_L003","ICb-1078MB-18343-Control_S9_L001",0.812979883501726,FALSE
"GSE115542","GSM3181752","GSM3181757","ICb-2555MB-21659-digoxin-bio_S14_L004","ICb-1078MB-18343-Control_S9_L001",0.81357201158873,FALSE
"GSE115542","GSM3181753","GSM3181757","ICb-1078MB-18342-Control_S8_L001","ICb-1078MB-18343-Control_S9_L001",0.87366821568896,FALSE
