"studio","a","b","ta","tb","r","stessa_libreria"
"GSE173902","GSM5282769","GSM5282787","none.IL22 sam13_L001","none.IL22 sam13_L002",0.942308148743318,TRUE
"GSE173902","GSM5282770","GSM5282787","SE.IL22 sam14_L001","none.IL22 sam13_L002",0.908023958756433,FALSE
"GSE173902","GSM5282771","GSM5282787","SA.IL22 sam15_L001","none.IL22 sam13_L002",0.907366171595779,FALSE
"GSE173902","GSM5282772","GSM5282787","none.IFNg sam19_L001","none.IL22 sam13_L002",0.891988191617035,FALSE
"GSE173902","GSM5282773","GSM5282787","SE.IFNg sam20_L001","none.IL22 sam13_L002",0.888855041483285,FALSE
"GSE173902","GSM5282774","GSM5282787","SA.IFNg sam21_L001","none.IL22 sam13_L002",0.889068555885042,FALSE
"GSE173902","GSM5282775","GSM5282787","none.none sam1_L002","none.IL22 sam13_L002",0.909658702385926,FALSE
"GSE173902","GSM5282776","GSM5282787","SE.none sam2_L002","none.IL22 sam13_L002",0.904985535141433,FALSE
"GSE173902","GSM5282777","GSM5282787","SA.none sam3_L002","none.IL22 sam13_L002",0.907953468352911,FALSE
"GSE173902","GSM5282778","GSM5282787","none.IL4 sam4_L002","none.IL22 sam13_L002",0.905122712216002,FALSE
"GSE173902","GSM5282779","GSM5282787","SE.IL4 sam5_L002","none.IL22 sam13_L002",0.902042605146214,FALSE
"GSE173902","GSM5282780","GSM5282787","SA.IL4 sam6_L002","none.IL22 sam13_L002",0.903947279689445,FALSE
"GSE173902","GSM5282781","GSM5282787","none.IL13 sam7_L002","none.IL22 sam13_L002",0.902620598351788,FALSE
"GSE173902","GSM5282782","GSM5282787","SE.IL13 sam8_L002","none.IL22 sam13_L002",0.900400017030278,FALSE
"GSE173902","GSM5282783","GSM5282787","SA.IL13 sam9_L002","none.IL22 sam13_L002",0.898709873255949,FALSE
"GSE173902","GSM5282784","GSM5282787","none.IL4IL13 sam10_L002","none.IL22 sam13_L002",0.903953739698621,FALSE
"GSE173902","GSM5282785","GSM5282787","SE.IL4IL13 sam11_L002","none.IL22 sam13_L002",0.899932364359868,FALSE
"GSE173902","GSM5282786","GSM5282787","SA.IL4IL13 sam12_L002","none.IL22 sam13_L002",0.899105346910968,FALSE
"GSE173902","GSM5282757","GSM5282788","none.none sam1_L001","SE.IL22 sam14_L002",0.908116748942766,FALSE
"GSE173902","GSM5282758","GSM5282788","SE.none sam2_L001","SE.IL22 sam14_L002",0.906553419349666,FALSE
"GSE173902","GSM5282759","GSM5282788","SA.none sam3_L001","SE.IL22 sam14_L002",0.908677512625533,FALSE
"GSE173902","GSM5282760","GSM5282788","none.IL4 sam4_L001","SE.IL22 sam14_L002",0.905952843844201,FALSE
"GSE173902","GSM5282761","GSM5282788","SE.IL4 sam5_L001","SE.IL22 sam14_L002",0.903484890380588,FALSE
"GSE173902","GSM5282762","GSM5282788","SA.IL4 sam6_L001","SE.IL22 sam14_L002",0.905503353574731,FALSE
"GSE173902","GSM5282763","GSM5282788","none.IL13 sam7_L001","SE.IL22 sam14_L002",0.90270041053504,FALSE
"GSE173902","GSM5282764","GSM5282788","SE.IL13 sam8_L001","SE.IL22 sam14_L002",0.904614747579279,FALSE
"GSE173902","GSM5282765","GSM5282788","SA.IL13 sam9_L001","SE.IL22 sam14_L002",0.901388033242617,FALSE
"GSE173902","GSM5282766","GSM5282788","none.IL4IL13 sam10_L001","SE.IL22 sam14_L002",0.90414865492875,FALSE
"GSE173902","GSM5282767","GSM5282788","SE.IL4IL13 sam11_L001","SE.IL22 sam14_L002",0.90323112855098,FALSE
"GSE173902","GSM5282768","GSM5282788","SA.IL4IL13 sam12_L001","SE.IL22 sam14_L002",0.903805148225378,FALSE
"GSE173902","GSM5282769","GSM5282788","none.IL22 sam13_L001","SE.IL22 sam14_L002",0.907172103092893,FALSE
"GSE173902","GSM5282770","GSM5282788","SE.IL22 sam14_L001","SE.IL22 sam14_L002",0.93693559347036,TRUE
"GSE173902","GSM5282771","GSM5282788","SA.IL22 sam15_L001","SE.IL22 sam14_L002",0.909177843513769,FALSE
"GSE173902","GSM5282772","GSM5282788","none.IFNg sam19_L001","SE.IL22 sam14_L002",0.890654666140624,FALSE
"GSE173902","GSM5282773","GSM5282788","SE.IFNg sam20_L001","SE.IL22 sam14_L002",0.890475910864785,FALSE
"GSE173902","GSM5282774","GSM5282788","SA.IFNg sam21_L001","SE.IL22 sam14_L002",0.891266660035879,FALSE
"GSE173902","GSM5282775","GSM5282788","none.none sam1_L002","SE.IL22 sam14_L002",0.908379495621754,FALSE
"GSE173902","GSM5282776","GSM5282788","SE.none sam2_L002","SE.IL22 sam14_L002",0.907478165794461,FALSE
"GSE173902","GSM5282777","GSM5282788","SA.none sam3_L002","SE.IL22 sam14_L002",0.910110656628928,FALSE
"GSE173902","GSM5282778","GSM5282788","none.IL4 sam4_L002","SE.IL22 sam14_L002",0.904015852660828,FALSE
"GSE173902","GSM5282779","GSM5282788","SE.IL4 sam5_L002","SE.IL22 sam14_L002",0.904352681694629,FALSE
"GSE173902","GSM5282780","GSM5282788","SA.IL4 sam6_L002","SE.IL22 sam14_L002",0.905454977614865,FALSE
"GSE173902","GSM5282781","GSM5282788","none.IL13 sam7_L002","SE.IL22 sam14_L002",0.902246350003376,FALSE
"GSE173902","GSM5282782","GSM5282788","SE.IL13 sam8_L002","SE.IL22 sam14_L002",0.903756381681881,FALSE
"GSE173902","GSM5282783","GSM5282788","SA.IL13 sam9_L002","SE.IL22 sam14_L002",0.90090507847942,FALSE
"GSE173902","GSM5282784","GSM5282788","none.IL4IL13 sam10_L002","SE.IL22 sam14_L002",0.902550136373696,FALSE
"GSE173902","GSM5282785","GSM5282788","SE.IL4IL13 sam11_L002","SE.IL22 sam14_L002",0.902908483192164,FALSE
"GSE173902","GSM5282786","GSM5282788","SA.IL4IL13 sam12_L002","SE.IL22 sam14_L002",0.901892886340881,FALSE
"GSE173902","GSM5282787","GSM5282788","none.IL22 sam13_L002","SE.IL22 sam14_L002",0.907831216869814,FALSE
"GSE173902","GSM5282757","GSM5282789","none.none sam1_L001","SA.IL22 sam15_L002",0.908635926500921,FALSE
"GSE173902","GSM5282758","GSM5282789","SE.none sam2_L001","SA.IL22 sam15_L002",0.90774828391181,FALSE
"GSE173902","GSM5282759","GSM5282789","SA.none sam3_L001","SA.IL22 sam15_L002",0.908345739753895,FALSE
"GSE173902","GSM5282760","GSM5282789","none.IL4 sam4_L001","SA.IL22 sam15_L002",0.90575274717732,FALSE
"GSE173902","GSM5282761","GSM5282789","SE.IL4 sam5_L001","SA.IL22 sam15_L002",0.904262769293158,FALSE
"GSE173902","GSM5282762","GSM5282789","SA.IL4 sam6_L001","SA.IL22 sam15_L002",0.905928662212025,FALSE
"GSE173902","GSM5282763","GSM5282789","none.IL13 sam7_L001","SA.IL22 sam15_L002",0.902308330719351,FALSE
"GSE173902","GSM5282764","GSM5282789","SE.IL13 sam8_L001","SA.IL22 sam15_L002",0.904064951862124,FALSE
"GSE173902","GSM5282765","GSM5282789","SA.IL13 sam9_L001","SA.IL22 sam15_L002",0.899306018291126,FALSE
"GSE173902","GSM5282766","GSM5282789","none.IL4IL13 sam10_L001","SA.IL22 sam15_L002",0.902532063650687,FALSE
"GSE173902","GSM5282767","GSM5282789","SE.IL4IL13 sam11_L001","SA.IL22 sam15_L002",0.902380182985646,FALSE
"GSE173902","GSM5282768","GSM5282789","SA.IL4IL13 sam12_L001","SA.IL22 sam15_L002",0.903508771394831,FALSE
"GSE173902","GSM5282769","GSM5282789","none.IL22 sam13_L001","SA.IL22 sam15_L002",0.907680540262114,FALSE
"GSE173902","GSM5282770","GSM5282789","SE.IL22 sam14_L001","SA.IL22 sam15_L002",0.907435035751974,FALSE
"GSE173902","GSM5282771","GSM5282789","SA.IL22 sam15_L001","SA.IL22 sam15_L002",0.948145170686224,TRUE
"GSE173902","GSM5282772","GSM5282789","none.IFNg sam19_L001","SA.IL22 sam15_L002",0.892537147513863,FALSE
"GSE173902","GSM5282773","GSM5282789","SE.IFNg sam20_L001","SA.IL22 sam15_L002",0.891507188809659,FALSE
"GSE173902","GSM5282774","GSM5282789","SA.IFNg sam21_L001","SA.IL22 sam15_L002",0.890441255660009,FALSE
"GSE173902","GSM5282775","GSM5282789","none.none sam1_L002","SA.IL22 sam15_L002",0.908066191570397,FALSE
"GSE173902","GSM5282776","GSM5282789","SE.none sam2_L002","SA.IL22 sam15_L002",0.907548015666513,FALSE
"GSE173902","GSM5282777","GSM5282789","SA.none sam3_L002","SA.IL22 sam15_L002",0.908677670284991,FALSE
"GSE173902","GSM5282778","GSM5282789","none.IL4 sam4_L002","SA.IL22 sam15_L002",0.905160085624463,FALSE
"GSE173902","GSM5282779","GSM5282789","SE.IL4 sam5_L002","SA.IL22 sam15_L002",0.903919481281451,FALSE
"GSE173902","GSM5282780","GSM5282789","SA.IL4 sam6_L002","SA.IL22 sam15_L002",0.907067607757603,FALSE
"GSE173902","GSM5282781","GSM5282789","none.IL13 sam7_L002","SA.IL22 sam15_L002",0.90206281366749,FALSE
"GSE173902","GSM5282782","GSM5282789","SE.IL13 sam8_L002","SA.IL22 sam15_L002",0.903459892711687,FALSE
"GSE173902","GSM5282783","GSM5282789","SA.IL13 sam9_L002","SA.IL22 sam15_L002",0.900830664288357,FALSE
"GSE173902","GSM5282784","GSM5282789","none.IL4IL13 sam10_L002","SA.IL22 sam15_L002",0.903071458608619,FALSE
"GSE173902","GSM5282785","GSM5282789","SE.IL4IL13 sam11_L002","SA.IL22 sam15_L002",0.90275044741249,FALSE
"GSE173902","GSM5282786","GSM5282789","SA.IL4IL13 sam12_L002","SA.IL22 sam15_L002",0.901975246027502,FALSE
"GSE173902","GSM5282787","GSM5282789","none.IL22 sam13_L002","SA.IL22 sam15_L002",0.907042436278958,FALSE
"GSE173902","GSM5282788","GSM5282789","SE.IL22 sam14_L002","SA.IL22 sam15_L002",0.909752366902749,FALSE
"GSE173902","GSM5282757","GSM5282790","none.none sam1_L001","none.IFNg sam19_L002",0.891183098016507,FALSE
"GSE173902","GSM5282758","GSM5282790","SE.none sam2_L001","none.IFNg sam19_L002",0.887193768338152,FALSE
"GSE173902","GSM5282759","GSM5282790","SA.none sam3_L001","none.IFNg sam19_L002",0.890069645255951,FALSE
"GSE173902","GSM5282760","GSM5282790","none.IL4 sam4_L001","none.IFNg sam19_L002",0.892479138552691,FALSE
"GSE173902","GSM5282761","GSM5282790","SE.IL4 sam5_L001","none.IFNg sam19_L002",0.887844106716612,FALSE
"GSE173902","GSM5282762","GSM5282790","SA.IL4 sam6_L001","none.IFNg sam19_L002",0.891042789929617,FALSE
"GSE173902","GSM5282763","GSM5282790","none.IL13 sam7_L001","none.IFNg sam19_L002",0.889004172917982,FALSE
"GSE173902","GSM5282764","GSM5282790","SE.IL13 sam8_L001","none.IFNg sam19_L002",0.889717208888849,FALSE
"GSE173902","GSM5282765","GSM5282790","SA.IL13 sam9_L001","none.IFNg sam19_L002",0.88535895632108,FALSE
"GSE173902","GSM5282766","GSM5282790","none.IL4IL13 sam10_L001","none.IFNg sam19_L002",0.889656682919652,FALSE
"GSE173902","GSM5282767","GSM5282790","SE.IL4IL13 sam11_L001","none.IFNg sam19_L002",0.887746547905206,FALSE
"GSE173902","GSM5282768","GSM5282790","SA.IL4IL13 sam12_L001","none.IFNg sam19_L002",0.886950129127064,FALSE
"GSE173902","GSM5282769","GSM5282790","none.IL22 sam13_L001","none.IFNg sam19_L002",0.889991680345335,FALSE
"GSE173902","GSM5282770","GSM5282790","SE.IL22 sam14_L001","none.IFNg sam19_L002",0.888491279784405,FALSE
"GSE173902","GSM5282771","GSM5282790","SA.IL22 sam15_L001","none.IFNg sam19_L002",0.890585141071885,FALSE
"GSE173902","GSM5282772","GSM5282790","none.IFNg sam19_L001","none.IFNg sam19_L002",0.94083203470561,TRUE
"GSE173902","GSM5282773","GSM5282790","SE.IFNg sam20_L001","none.IFNg sam19_L002",0.907062981335133,FALSE
"GSE173902","GSM5282774","GSM5282790","SA.IFNg sam21_L001","none.IFNg sam19_L002",0.907034420477322,FALSE
"GSE173902","GSM5282775","GSM5282790","none.none sam1_L002","none.IFNg sam19_L002",0.892811432607507,FALSE
"GSE173902","GSM5282776","GSM5282790","SE.none sam2_L002","none.IFNg sam19_L002",0.889078830678337,FALSE
"GSE173902","GSM5282777","GSM5282790","SA.none sam3_L002","none.IFNg sam19_L002",0.89062504492305,FALSE
"GSE173902","GSM5282778","GSM5282790","none.IL4 sam4_L002","none.IFNg sam19_L002",0.89207319740625,FALSE
"GSE173902","GSM5282779","GSM5282790","SE.IL4 sam5_L002","none.IFNg sam19_L002",0.888845095729118,FALSE
"GSE173902","GSM5282780","GSM5282790","SA.IL4 sam6_L002","none.IFNg sam19_L002",0.889967876744064,FALSE
"GSE173902","GSM5282781","GSM5282790","none.IL13 sam7_L002","none.IFNg sam19_L002",0.890295451625713,FALSE
"GSE173902","GSM5282782","GSM5282790","SE.IL13 sam8_L002","none.IFNg sam19_L002",0.889146531373677,FALSE
"GSE173902","GSM5282783","GSM5282790","SA.IL13 sam9_L002","none.IFNg sam19_L002",0.884148866936101,FALSE
"GSE173902","GSM5282784","GSM5282790","none.IL4IL13 sam10_L002","none.IFNg sam19_L002",0.889228209502932,FALSE
"GSE173902","GSM5282785","GSM5282790","SE.IL4IL13 sam11_L002","none.IFNg sam19_L002",0.886780871020691,FALSE
"GSE173902","GSM5282786","GSM5282790","SA.IL4IL13 sam12_L002","none.IFNg sam19_L002",0.886048363036839,FALSE
"GSE173902","GSM5282787","GSM5282790","none.IL22 sam13_L002","none.IFNg sam19_L002",0.891419345161101,FALSE
"GSE173902","GSM5282788","GSM5282790","SE.IL22 sam14_L002","none.IFNg sam19_L002",0.891177895357812,FALSE
"GSE173902","GSM5282789","GSM5282790","SA.IL22 sam15_L002","none.IFNg sam19_L002",0.891146885400197,FALSE
"GSE173902","GSM5282757","GSM5282791","none.none sam1_L001","SE.IFNg sam20_L002",0.887517532566497,FALSE
"GSE173902","GSM5282758","GSM5282791","SE.none sam2_L001","SE.IFNg sam20_L002",0.885967081395784,FALSE
"GSE173902","GSM5282759","GSM5282791","SA.none sam3_L001","SE.IFNg sam20_L002",0.889058462866464,FALSE
"GSE173902","GSM5282760","GSM5282791","none.IL4 sam4_L001","SE.IFNg sam20_L002",0.890609682472361,FALSE
"GSE173902","GSM5282761","GSM5282791","SE.IL4 sam5_L001","SE.IFNg sam20_L002",0.889804883557233,FALSE
"GSE173902","GSM5282762","GSM5282791","SA.IL4 sam6_L001","SE.IFNg sam20_L002",0.890604583285542,FALSE
"GSE173902","GSM5282763","GSM5282791","none.IL13 sam7_L001","SE.IFNg sam20_L002",0.886734188009808,FALSE
"GSE173902","GSM5282764","GSM5282791","SE.IL13 sam8_L001","SE.IFNg sam20_L002",0.887324347216052,FALSE
"GSE173902","GSM5282765","GSM5282791","SA.IL13 sam9_L001","SE.IFNg sam20_L002",0.887599533348737,FALSE
"GSE173902","GSM5282766","GSM5282791","none.IL4IL13 sam10_L001","SE.IFNg sam20_L002",0.887942025249223,FALSE
"GSE173902","GSM5282767","GSM5282791","SE.IL4IL13 sam11_L001","SE.IFNg sam20_L002",0.889355513649525,FALSE
"GSE173902","GSM5282768","GSM5282791","SA.IL4IL13 sam12_L001","SE.IFNg sam20_L002",0.889305716267342,FALSE
"GSE173902","GSM5282769","GSM5282791","none.IL22 sam13_L001","SE.IFNg sam20_L002",0.888009270227784,FALSE
"GSE173902","GSM5282770","GSM5282791","SE.IL22 sam14_L001","SE.IFNg sam20_L002",0.889148296699385,FALSE
"GSE173902","GSM5282771","GSM5282791","SA.IL22 sam15_L001","SE.IFNg sam20_L002",0.89066547375414,FALSE
"GSE173902","GSM5282772","GSM5282791","none.IFNg sam19_L001","SE.IFNg sam20_L002",0.907128340759163,FALSE
"GSE173902","GSM5282773","GSM5282791","SE.IFNg sam20_L001","SE.IFNg sam20_L002",0.9358668466056,TRUE
"GSE173902","GSM5282774","GSM5282791","SA.IFNg sam21_L001","SE.IFNg sam20_L002",0.908400405940053,FALSE
"GSE173902","GSM5282775","GSM5282791","none.none sam1_L002","SE.IFNg sam20_L002",0.888750013278546,FALSE
"GSE173902","GSM5282776","GSM5282791","SE.none sam2_L002","SE.IFNg sam20_L002",0.886466665482911,FALSE
"GSE173902","GSM5282777","GSM5282791","SA.none sam3_L002","SE.IFNg sam20_L002",0.890023068066803,FALSE
"GSE173902","GSM5282778","GSM5282791","none.IL4 sam4_L002","SE.IFNg sam20_L002",0.890372355653952,FALSE
"GSE173902","GSM5282779","GSM5282791","SE.IL4 sam5_L002","SE.IFNg sam20_L002",0.890713052738909,FALSE
"GSE173902","GSM5282780","GSM5282791","SA.IL4 sam6_L002","SE.IFNg sam20_L002",0.891631273034338,FALSE
"GSE173902","GSM5282781","GSM5282791","none.IL13 sam7_L002","SE.IFNg sam20_L002",0.887937956858588,FALSE
"GSE173902","GSM5282782","GSM5282791","SE.IL13 sam8_L002","SE.IFNg sam20_L002",0.887538620772755,FALSE
"GSE173902","GSM5282783","GSM5282791","SA.IL13 sam9_L002","SE.IFNg sam20_L002",0.88623901942749,FALSE
"GSE173902","GSM5282784","GSM5282791","none.IL4IL13 sam10_L002","SE.IFNg sam20_L002",0.887437476536766,FALSE
"GSE173902","GSM5282785","GSM5282791","SE.IL4IL13 sam11_L002","SE.IFNg sam20_L002",0.888151783826484,FALSE
"GSE173902","GSM5282786","GSM5282791","SA.IL4IL13 sam12_L002","SE.IFNg sam20_L002",0.888264557052383,FALSE
"GSE173902","GSM5282787","GSM5282791","none.IL22 sam13_L002","SE.IFNg sam20_L002",0.889537705056555,FALSE
"GSE173902","GSM5282788","GSM5282791","SE.IL22 sam14_L002","SE.IFNg sam20_L002",0.890229892867003,FALSE
"GSE173902","GSM5282789","GSM5282791","SA.IL22 sam15_L002","SE.IFNg sam20_L002",0.891479577994708,FALSE
"GSE173902","GSM5282790","GSM5282791","none.IFNg sam19_L002","SE.IFNg sam20_L002",0.906043452158466,FALSE
"GSE173902","GSM5282757","GSM5282792","none.none sam1_L001","SA.IFNg sam21_L002",0.887485706771682,FALSE
"GSE173902","GSM5282758","GSM5282792","SE.none sam2_L001","SA.IFNg sam21_L002",0.886614036623873,FALSE
"GSE173902","GSM5282759","GSM5282792","SA.none sam3_L001","SA.IFNg sam21_L002",0.889988725883073,FALSE
"GSE173902","GSM5282760","GSM5282792","none.IL4 sam4_L001","SA.IFNg sam21_L002",0.891343475890723,FALSE
"GSE173902","GSM5282761","GSM5282792","SE.IL4 sam5_L001","SA.IFNg sam21_L002",0.887825588838261,FALSE
"GSE173902","GSM5282762","GSM5282792","SA.IL4 sam6_L001","SA.IFNg sam21_L002",0.889571611128528,FALSE
"GSE173902","GSM5282763","GSM5282792","none.IL13 sam7_L001","SA.IFNg sam21_L002",0.887705115993404,FALSE
"GSE173902","GSM5282764","GSM5282792","SE.IL13 sam8_L001","SA.IFNg sam21_L002",0.888264053626715,FALSE
"GSE173902","GSM5282765","GSM5282792","SA.IL13 sam9_L001","SA.IFNg sam21_L002",0.885300689485653,FALSE
"GSE173902","GSM5282766","GSM5282792","none.IL4IL13 sam10_L001","SA.IFNg sam21_L002",0.888598750787286,FALSE
"GSE173902","GSM5282767","GSM5282792","SE.IL4IL13 sam11_L001","SA.IFNg sam21_L002",0.887815811581538,FALSE
"GSE173902","GSM5282768","GSM5282792","SA.IL4IL13 sam12_L001","SA.IFNg sam21_L002",0.888916642597808,FALSE
"GSE173902","GSM5282769","GSM5282792","none.IL22 sam13_L001","SA.IFNg sam21_L002",0.889513849381861,FALSE
"GSE173902","GSM5282770","GSM5282792","SE.IL22 sam14_L001","SA.IFNg sam21_L002",0.890583002956123,FALSE
"GSE173902","GSM5282771","GSM5282792","SA.IL22 sam15_L001","SA.IFNg sam21_L002",0.890349866957401,FALSE
"GSE173902","GSM5282772","GSM5282792","none.IFNg sam19_L001","SA.IFNg sam21_L002",0.909233149113983,FALSE
"GSE173902","GSM5282773","GSM5282792","SE.IFNg sam20_L001","SA.IFNg sam21_L002",0.909496565115922,FALSE
"GSE173902","GSM5282774","GSM5282792","SA.IFNg sam21_L001","SA.IFNg sam21_L002",0.942804540267956,TRUE
"GSE173902","GSM5282775","GSM5282792","none.none sam1_L002","SA.IFNg sam21_L002",0.887167547698889,FALSE
"GSE173902","GSM5282776","GSM5282792","SE.none sam2_L002","SA.IFNg sam21_L002",0.887534625117004,FALSE
"GSE173902","GSM5282777","GSM5282792","SA.none sam3_L002","SA.IFNg sam21_L002",0.890463409635214,FALSE
"GSE173902","GSM5282778","GSM5282792","none.IL4 sam4_L002","SA.IFNg sam21_L002",0.889781162607257,FALSE
"GSE173902","GSM5282779","GSM5282792","SE.IL4 sam5_L002","SA.IFNg sam21_L002",0.888954497484588,FALSE
"GSE173902","GSM5282780","GSM5282792","SA.IL4 sam6_L002","SA.IFNg sam21_L002",0.891099643403755,FALSE
"GSE173902","GSM5282781","GSM5282792","none.IL13 sam7_L002","SA.IFNg sam21_L002",0.887151682043963,FALSE
"GSE173902","GSM5282782","GSM5282792","SE.IL13 sam8_L002","SA.IFNg sam21_L002",0.888050811003238,FALSE
"GSE173902","GSM5282783","GSM5282792","SA.IL13 sam9_L002","SA.IFNg sam21_L002",0.88520154181229,FALSE
"GSE173902","GSM5282784","GSM5282792","none.IL4IL13 sam10_L002","SA.IFNg sam21_L002",0.888370493441011,FALSE
"GSE173902","GSM5282785","GSM5282792","SE.IL4IL13 sam11_L002","SA.IFNg sam21_L002",0.886018879561951,FALSE
"GSE173902","GSM5282786","GSM5282792","SA.IL4IL13 sam12_L002","SA.IFNg sam21_L002",0.888146571153099,FALSE
"GSE173902","GSM5282787","GSM5282792","none.IL22 sam13_L002","SA.IFNg sam21_L002",0.889497956681788,FALSE
"GSE173902","GSM5282788","GSM5282792","SE.IL22 sam14_L002","SA.IFNg sam21_L002",0.891932590924364,FALSE
"GSE173902","GSM5282789","GSM5282792","SA.IL22 sam15_L002","SA.IFNg sam21_L002",0.892381809588836,FALSE
"GSE173902","GSM5282790","GSM5282792","none.IFNg sam19_L002","SA.IFNg sam21_L002",0.907192981830106,FALSE
"GSE173902","GSM5282791","GSM5282792","SE.IFNg sam20_L002","SA.IFNg sam21_L002",0.909438606492271,FALSE
"GSE178340","GSM5387936","GSM5387937","ATRA-Cfz_S8_L001","ATRA-Cfz_S8_L002",0.880497307755514,TRUE
"GSE178340","GSM5387936","GSM5387938","ATRA-Cfz_S8_L001","ATRA-Cfz_S8_L003",0.881909632483906,TRUE
"GSE178340","GSM5387937","GSM5387938","ATRA-Cfz_S8_L002","ATRA-Cfz_S8_L003",0.882272739377289,TRUE
"GSE178340","GSM5387936","GSM5387939","ATRA-Cfz_S8_L001","ATRA-Cfz_S8_L004",0.880720146872031,TRUE
"GSE178340","GSM5387937","GSM5387939","ATRA-Cfz_S8_L002","ATRA-Cfz_S8_L004",0.879816830721888,TRUE
"GSE178340","GSM5387938","GSM5387939","ATRA-Cfz_S8_L003","ATRA-Cfz_S8_L004",0.880979000855733,TRUE
"GSE178340","GSM5387936","GSM5387940","ATRA-Cfz_S8_L001","ATRA1_S4_L001",0.878755659792886,FALSE
"GSE178340","GSM5387937","GSM5387940","ATRA-Cfz_S8_L002","ATRA1_S4_L001",0.878997353469874,FALSE
"GSE178340","GSM5387938","GSM5387940","ATRA-Cfz_S8_L003","ATRA1_S4_L001",0.87925258577072,FALSE
"GSE178340","GSM5387939","GSM5387940","ATRA-Cfz_S8_L004","ATRA1_S4_L001",0.87678218866086,FALSE
"GSE178340","GSM5387936","GSM5387941","ATRA-Cfz_S8_L001","ATRA1_S4_L002",0.878344448832818,FALSE
"GSE178340","GSM5387937","GSM5387941","ATRA-Cfz_S8_L002","ATRA1_S4_L002",0.877337482126935,FALSE
"GSE178340","GSM5387938","GSM5387941","ATRA-Cfz_S8_L003","ATRA1_S4_L002",0.877174507612399,FALSE
"GSE178340","GSM5387939","GSM5387941","ATRA-Cfz_S8_L004","ATRA1_S4_L002",0.876507464334686,FALSE
"GSE178340","GSM5387940","GSM5387941","ATRA1_S4_L001","ATRA1_S4_L002",0.882683106033292,TRUE
"GSE178340","GSM5387936","GSM5387942","ATRA-Cfz_S8_L001","ATRA1_S4_L003",0.878448739494046,FALSE
"GSE178340","GSM5387937","GSM5387942","ATRA-Cfz_S8_L002","ATRA1_S4_L003",0.876860025221952,FALSE
"GSE178340","GSM5387938","GSM5387942","ATRA-Cfz_S8_L003","ATRA1_S4_L003",0.877382825711774,FALSE
"GSE178340","GSM5387939","GSM5387942","ATRA-Cfz_S8_L004","ATRA1_S4_L003",0.877308984024508,FALSE
"GSE178340","GSM5387940","GSM5387942","ATRA1_S4_L001","ATRA1_S4_L003",0.882947690377827,TRUE
"GSE178340","GSM5387941","GSM5387942","ATRA1_S4_L002","ATRA1_S4_L003",0.88094050573707,TRUE
"GSE178340","GSM5387936","GSM5387943","ATRA-Cfz_S8_L001","ATRA1_S4_L004",0.876376700613014,FALSE
"GSE178340","GSM5387937","GSM5387943","ATRA-Cfz_S8_L002","ATRA1_S4_L004",0.876712992506941,FALSE
"GSE178340","GSM5387938","GSM5387943","ATRA-Cfz_S8_L003","ATRA1_S4_L004",0.878733980513349,FALSE
"GSE178340","GSM5387939","GSM5387943","ATRA-Cfz_S8_L004","ATRA1_S4_L004",0.876218083610344,FALSE
"GSE178340","GSM5387940","GSM5387943","ATRA1_S4_L001","ATRA1_S4_L004",0.884052897095993,TRUE
"GSE178340","GSM5387941","GSM5387943","ATRA1_S4_L002","ATRA1_S4_L004",0.882202061422746,TRUE
"GSE178340","GSM5387942","GSM5387943","ATRA1_S4_L003","ATRA1_S4_L004",0.882354955923105,TRUE
"GSE178340","GSM5387936","GSM5387944","ATRA-Cfz_S8_L001","ATRA2_S5_L001",0.877270378065163,FALSE
"GSE178340","GSM5387937","GSM5387944","ATRA-Cfz_S8_L002","ATRA2_S5_L001",0.876721055163279,FALSE
"GSE178340","GSM5387938","GSM5387944","ATRA-Cfz_S8_L003","ATRA2_S5_L001",0.876604198732752,FALSE
"GSE178340","GSM5387939","GSM5387944","ATRA-Cfz_S8_L004","ATRA2_S5_L001",0.874218318387785,FALSE
"GSE178340","GSM5387940","GSM5387944","ATRA1_S4_L001","ATRA2_S5_L001",0.880248934850279,FALSE
"GSE178340","GSM5387941","GSM5387944","ATRA1_S4_L002","ATRA2_S5_L001",0.881215672122233,FALSE
"GSE178340","GSM5387942","GSM5387944","ATRA1_S4_L003","ATRA2_S5_L001",0.879649201564337,FALSE
"GSE178340","GSM5387943","GSM5387944","ATRA1_S4_L004","ATRA2_S5_L001",0.87918080383777,FALSE
"GSE178340","GSM5387936","GSM5387945","ATRA-Cfz_S8_L001","ATRA2_S5_L002",0.876420488135503,FALSE
"GSE178340","GSM5387937","GSM5387945","ATRA-Cfz_S8_L002","ATRA2_S5_L002",0.875699214566508,FALSE
"GSE178340","GSM5387938","GSM5387945","ATRA-Cfz_S8_L003","ATRA2_S5_L002",0.876244627859874,FALSE
"GSE178340","GSM5387939","GSM5387945","ATRA-Cfz_S8_L004","ATRA2_S5_L002",0.875798679154244,FALSE
"GSE178340","GSM5387940","GSM5387945","ATRA1_S4_L001","ATRA2_S5_L002",0.880822051581382,FALSE
"GSE178340","GSM5387941","GSM5387945","ATRA1_S4_L002","ATRA2_S5_L002",0.882133501806197,FALSE
"GSE178340","GSM5387942","GSM5387945","ATRA1_S4_L003","ATRA2_S5_L002",0.878810408305295,FALSE
"GSE178340","GSM5387943","GSM5387945","ATRA1_S4_L004","ATRA2_S5_L002",0.882823542817951,FALSE
