"studio","ta","tb","r_pearson","r_spearman","stessa_libreria"
"GSE173902","SA.IL4IL13 sam12_L001","SA.none sam3_L002",0.973075852318014,0.974916652262043,FALSE
"GSE173902","none.IL22 sam13_L001","SA.none sam3_L002",0.983798645066429,0.985925584334345,FALSE
"GSE173902","SE.IL22 sam14_L001","SA.none sam3_L002",0.989426732471343,0.991123166628047,FALSE
"GSE173902","SA.IL22 sam15_L001","SA.none sam3_L002",0.990409870952779,0.991812739754676,FALSE
"GSE173902","none.IFNg sam19_L001","SA.none sam3_L002",0.930774481474085,0.933439087736281,FALSE
"GSE173902","SE.IFNg sam20_L001","SA.none sam3_L002",0.926308570097486,0.928386438117167,FALSE
"GSE173902","SA.IFNg sam21_L001","SA.none sam3_L002",0.927725293981555,0.929874271060705,FALSE
"GSE173902","none.none sam1_L002","SA.none sam3_L002",0.984447733045318,0.985946496613089,FALSE
"GSE173902","SE.none sam2_L002","SA.none sam3_L002",0.990509778364024,0.991566656118128,FALSE
"GSE173902","none.none sam1_L001","none.IL4 sam4_L002",0.971945033148406,0.973996149342272,FALSE
"GSE173902","SE.none sam2_L001","none.IL4 sam4_L002",0.966214816633673,0.968597912359571,FALSE
"GSE173902","SA.none sam3_L001","none.IL4 sam4_L002",0.969950587308045,0.9722069079834,FALSE
"GSE173902","none.IL4 sam4_L001","none.IL4 sam4_L002",0.995865028288515,0.996652397047299,TRUE
"GSE173902","SE.IL4 sam5_L001","none.IL4 sam4_L002",0.98368236005559,0.985300161226414,FALSE
"GSE173902","SA.IL4 sam6_L001","none.IL4 sam4_L002",0.985586736203533,0.986818317445921,FALSE
"GSE173902","none.IL13 sam7_L001","none.IL4 sam4_L002",0.993090125513766,0.994387821271733,FALSE
"GSE173902","SE.IL13 sam8_L001","none.IL4 sam4_L002",0.983328819633171,0.984731342699773,FALSE
"GSE173902","SA.IL13 sam9_L001","none.IL4 sam4_L002",0.983868184736973,0.985471055237869,FALSE
"GSE173902","none.IL4IL13 sam10_L001","none.IL4 sam4_L002",0.993816561458208,0.994970462991003,FALSE
"GSE173902","SE.IL4IL13 sam11_L001","none.IL4 sam4_L002",0.984936156975114,0.986478803242624,FALSE
"GSE173902","SA.IL4IL13 sam12_L001","none.IL4 sam4_L002",0.983054490120896,0.984581706149144,FALSE
"GSE173902","none.IL22 sam13_L001","none.IL4 sam4_L002",0.976035752811627,0.978297613810895,FALSE
"GSE173902","SE.IL22 sam14_L001","none.IL4 sam4_L002",0.970064829928389,0.972287807862601,FALSE
"GSE173902","SA.IL22 sam15_L001","none.IL4 sam4_L002",0.973194027343934,0.975246884294345,FALSE
"GSE173902","none.IFNg sam19_L001","none.IL4 sam4_L002",0.933131184008961,0.935333338917951,FALSE
"GSE173902","SE.IFNg sam20_L001","none.IL4 sam4_L002",0.922701790398776,0.924288768082587,FALSE
"GSE173902","SA.IFNg sam21_L001","none.IL4 sam4_L002",0.924487373302334,0.926293566503516,FALSE
"GSE173902","none.none sam1_L002","none.IL4 sam4_L002",0.971801448687291,0.97404872550531,FALSE
"GSE173902","SE.none sam2_L002","none.IL4 sam4_L002",0.966184680058296,0.96871984508583,FALSE
"GSE173902","SA.none sam3_L002","none.IL4 sam4_L002",0.969484313371199,0.97179524551251,FALSE
"GSE173902","none.none sam1_L001","SE.IL4 sam5_L002",0.961346426062964,0.963883128128155,FALSE
"GSE173902","SE.none sam2_L001","SE.IL4 sam5_L002",0.968758684752734,0.970904708102973,FALSE
"GSE173902","SA.none sam3_L001","SE.IL4 sam5_L002",0.973649536632037,0.9757045897209,FALSE
"GSE173902","none.IL4 sam4_L001","SE.IL4 sam5_L002",0.984475391732904,0.986005234768846,FALSE
"GSE173902","SE.IL4 sam5_L001","SE.IL4 sam5_L002",0.995407160498872,0.996292286237164,TRUE
"GSE173902","SA.IL4 sam6_L001","SE.IL4 sam5_L002",0.992947210842848,0.99400802688743,FALSE
"GSE173902","none.IL13 sam7_L001","SE.IL4 sam5_L002",0.982984624691475,0.984584445253168,FALSE
"GSE173902","SE.IL13 sam8_L001","SE.IL4 sam5_L002",0.991496048990806,0.992850280074649,FALSE
"GSE173902","SA.IL13 sam9_L001","SE.IL4 sam5_L002",0.990271108623418,0.991714597914099,FALSE
"GSE173902","none.IL4IL13 sam10_L001","SE.IL4 sam5_L002",0.983816135911498,0.985384411049154,FALSE
"GSE173902","SE.IL4IL13 sam11_L001","SE.IL4 sam5_L002",0.991363542650286,0.992784730421407,FALSE
"GSE173902","SA.IL4IL13 sam12_L001","SE.IL4 sam5_L002",0.991587367779973,0.992788956115577,FALSE
"GSE173902","none.IL22 sam13_L001","SE.IL4 sam5_L002",0.96673701482633,0.969429075311439,FALSE
"GSE173902","SE.IL22 sam14_L001","SE.IL4 sam5_L002",0.974727853924091,0.977001670856354,FALSE
"GSE173902","SA.IL22 sam15_L001","SE.IL4 sam5_L002",0.97551395146695,0.977194073089338,FALSE
"GSE173902","none.IFNg sam19_L001","SE.IL4 sam5_L002",0.928395760188002,0.930538134035525,FALSE
"GSE173902","SE.IFNg sam20_L001","SE.IL4 sam5_L002",0.928047964445288,0.929193720141735,FALSE
"GSE173902","SA.IFNg sam21_L001","SE.IL4 sam5_L002",0.92933234000229,0.930490736442455,FALSE
"GSE173902","none.none sam1_L002","SE.IL4 sam5_L002",0.960769476494402,0.963497852891099,FALSE
"GSE173902","SE.none sam2_L002","SE.IL4 sam5_L002",0.969563018732122,0.971617944006526,FALSE
"GSE173902","SA.none sam3_L002","SE.IL4 sam5_L002",0.973780023107334,0.975996726030719,FALSE
"GSE173902","none.IL4 sam4_L002","SE.IL4 sam5_L002",0.984276842902534,0.985836411549685,FALSE
